name,cluster,environment,period_ms,pdot,pdot_source,logP,logPdot_abs,log_b_proxy
J1828+0625,,field,3.6280,4.6900e-21,atnf,-2.4403,-20.3288,-11.3846
J1832-0836,,field,2.7190,8.2700e-21,atnf,-2.5656,-20.0825,-11.3240
J1833-3840,,field,1.8660,1.7700e-20,atnf,-2.7291,-19.7520,-11.2406
J1835-0114,,field,5.1160,7.0000e-21,atnf,-2.2911,-20.1549,-11.2230
J1841+0130,,field,29.7730,8.1700e-18,atnf,-1.5262,-17.0878,-9.3070
J1843-1113,,field,1.8460,9.5600e-21,atnf,-2.7338,-20.0195,-11.3767
J1843-1448,,field,5.4710,6.2100e-21,atnf,-2.2619,-20.2069,-11.2344
J1844+0115,,field,4.1860,1.0700e-20,atnf,-2.3782,-19.9706,-11.1744
J1846-0513,,field,23.3700,1.0100e-18,atnf,-1.6313,-17.9957,-9.8135
J1850+0124,,field,3.5600,1.0900e-20,atnf,-2.4486,-19.9626,-11.2056
J1850+0242,,field,4.4800,1.6300e-19,atnf,-2.3487,-18.7878,-10.5683
J1852-1310,,field,4.3150,1.0200e-20,atnf,-2.3650,-19.9914,-11.1782
J1853+1303,,field,4.0920,8.7200e-21,atnf,-2.3881,-20.0595,-11.2238
J1855-1436,,field,3.5940,1.0900e-20,atnf,-2.4444,-19.9626,-11.2035
B1855+09,,field,5.3620,1.7800e-20,atnf,-2.2707,-19.7496,-11.0101
J1858-2216,,field,2.3840,3.8000e-21,atnf,-2.6227,-20.4202,-11.5215
J1900+0308,,field,4.9090,5.9000e-21,atnf,-2.3090,-20.2291,-11.2691
J1901+0300,,field,7.7970,4.5700e-20,atnf,-2.1081,-19.3401,-10.7241
J1901-0125,,field,2.7930,3.5800e-20,atnf,-2.5539,-19.4461,-11.0000
J1902-5105,,field,1.7420,9.2000e-21,atnf,-2.7590,-20.0362,-11.3976
J1903+0327,,field,2.1500,1.8800e-20,atnf,-2.6676,-19.7258,-11.1967
J1903-7051,,field,3.5980,1.0400e-20,atnf,-2.4439,-19.9830,-11.2135
J1904+0451,,field,6.0920,5.7200e-21,atnf,-2.2152,-20.2426,-11.2289
J1904+0852g,,field,6.1970,1.0100e-20,atnf,-2.2078,-19.9957,-11.1017
J1905+0400,,field,3.7840,4.9100e-21,atnf,-2.4220,-20.3089,-11.3655
J1906+0055,,field,2.7900,3.3200e-21,atnf,-2.5544,-20.4789,-11.5166
J1906+0454,,field,2.0830,2.9800e-21,atnf,-2.6813,-20.5258,-11.6035
J1908+0128,,field,4.7020,5.2700e-20,atnf,-2.3277,-19.2782,-10.8030
J1908+2105,,field,2.5640,1.3800e-20,atnf,-2.5911,-19.8601,-11.2256
J1909-3744,,field,2.9470,1.4000e-20,atnf,-2.5306,-19.8539,-11.1922
J1910+1256,,field,4.9840,9.6800e-21,atnf,-2.3024,-20.0141,-11.1583
J1910-5320,,field,2.3320,3.7000e-20,atnf,-2.6323,-19.4318,-11.0320
J1910-5959A,,field,3.2660,-2.9200e-21,atnf,-2.4860,-20.5346,-11.5103
J1910-5959C,,field,5.2770,2.1600e-21,atnf,-2.2776,-20.6655,-11.4716
B1908+00A,,field,3.6190,-6.5800e-21,atnf,-2.4414,-20.1818,-11.3116
J1911+1347,,field,4.6260,1.6900e-20,atnf,-2.3348,-19.7721,-11.0535
J1911-1114,,field,3.6260,1.3900e-20,atnf,-2.4406,-19.8570,-11.1488
J1912-0952,,field,25.0680,2.8600e-20,atnf,-1.6009,-19.5436,-10.5723
J1913+0618,,field,5.0270,9.6100e-21,atnf,-2.2987,-20.0173,-11.1580
J1913+1102,,field,27.2850,1.6100e-19,atnf,-1.5641,-18.7932,-10.1786
J1914+0659,,field,18.5120,3.1000e-20,atnf,-1.7325,-19.5086,-10.6206
J1918-0642,,field,7.6460,2.5700e-20,atnf,-2.1166,-19.5901,-10.8533
J1921+0137,,field,2.4960,1.9400e-20,atnf,-2.6028,-19.7122,-11.1575
J1921+1929,,field,2.6460,3.8200e-20,atnf,-2.5774,-19.4179,-10.9977
J1923+2515,,field,3.7880,9.5600e-21,atnf,-2.4216,-20.0195,-11.2206
J1928+1245,,field,3.0220,1.6800e-20,atnf,-2.5197,-19.7747,-11.1472
J1928-0548,,field,28.0410,1.0600e-19,atnf,-1.5522,-18.9747,-10.2635
J1929+0132,,field,6.4180,8.5600e-21,atnf,-2.1926,-20.0675,-11.1301
J1930+2441,,field,5.7670,8.6500e-21,atnf,-2.2391,-20.0630,-11.1510
J1933+1726,,field,21.5070,4.9000e-20,atnf,-1.6674,-19.3098,-10.4886
J1933-6211,,field,3.5430,3.8700e-21,atnf,-2.4506,-20.4123,-11.4315
J1937+1658,,field,3.9580,1.3200e-20,atnf,-2.4025,-19.8794,-11.1410
J1938+2012,,field,2.6340,7.5000e-22,atnf,-2.5794,-21.1249,-11.8522
J1938+6604,,field,22.2590,1.9500e-20,atnf,-1.6525,-19.7100,-10.6812
B1937+21,,field,1.5580,1.0500e-19,atnf,-2.8074,-18.9788,-10.8931
J1943+2210,,field,5.0840,8.7900e-21,atnf,-2.2938,-20.0560,-11.1749
J1944+0907,,field,5.1850,1.7300e-20,atnf,-2.2853,-19.7620,-11.0236
J1944+2236,,field,3.6180,7.4600e-21,atnf,-2.4415,-20.1273,-11.2844
J1946+2052,,field,16.9600,9.2000e-19,atnf,-1.7706,-18.0362,-9.9034
J1946+3417,,field,3.1700,3.1600e-21,atnf,-2.4989,-20.5003,-11.4996
J1949+3106,,field,13.1380,9.3900e-20,atnf,-1.8815,-19.0273,-10.4544
J1950+2414,,field,4.3050,1.8800e-20,atnf,-2.3660,-19.7258,-11.0459
J1952+2630,,field,20.7320,4.2700e-18,atnf,-1.6834,-17.3696,-9.5265
J1953+1844,,field,4.4440,2.1900e-20,atnf,-2.3522,-19.6596,-11.0059
J1955+2527,,field,4.8730,9.1200e-21,atnf,-2.3122,-20.0400,-11.1761
B1953+29,,field,6.1330,2.9700e-20,atnf,-2.2123,-19.5272,-10.8698
J1955+6708,,field,8.5650,1.2600e-20,atnf,-2.0673,-19.8996,-10.9835
J1957+2516,,field,3.9620,2.7400e-20,atnf,-2.4021,-19.5622,-10.9822
B1957+20,,field,1.6070,1.6900e-20,atnf,-2.7940,-19.7721,-11.2830
J2001+0701,,field,6.8200,1.4400e-20,atnf,-2.1662,-19.8416,-11.0039
J2006+0148,,field,2.1640,3.3000e-21,atnf,-2.6647,-20.4815,-11.5731
J2007+2722,,field,24.4970,9.6100e-19,atnf,-1.6109,-18.0173,-9.8141
J2010+3051,,field,4.8160,4.8700e-21,atnf,-2.3173,-20.3125,-11.3149
J2010-1323,,field,5.2230,4.8300e-21,atnf,-2.2821,-20.3161,-11.2991
J2015+0756,,field,4.3280,6.6700e-21,atnf,-2.3637,-20.1759,-11.2698
J2017+0603,,field,2.8960,7.9900e-21,atnf,-2.5382,-20.0975,-11.3178
J2017-1614,,field,2.3140,2.4500e-21,atnf,-2.6356,-20.6108,-11.6232
J2019+2425,,field,3.9350,7.0200e-21,atnf,-2.4051,-20.1537,-11.2794
J2022+2534,,field,2.6460,6.1600e-21,atnf,-2.5774,-20.2104,-11.3939
J2027+0255,,field,10.5960,5.2700e-20,atnf,-1.9749,-19.2782,-10.6265
J2033+1734,,field,5.9490,1.1100e-20,atnf,-2.2256,-19.9547,-11.0901
J2034+3632,,field,3.6500,1.7200e-21,atnf,-2.4377,-20.7645,-11.6011
J2039-3616,,field,3.2750,8.4100e-21,atnf,-2.4848,-20.0752,-11.2800
J2039-5617,,field,2.6510,1.4200e-20,atnf,-2.5766,-19.8477,-11.2122
J2042+0246,,field,4.5340,1.4000e-20,atnf,-2.3435,-19.8539,-11.0987
J2043+1711,,field,2.3800,5.2400e-21,atnf,-2.6234,-20.2807,-11.4520
J2047+1053,,field,4.2860,2.0800e-20,atnf,-2.3679,-19.6819,-11.0249
J2051-0827,,field,4.5090,1.2700e-20,atnf,-2.3459,-19.8962,-11.1211
J2052+1219,,field,1.9850,6.7000e-21,atnf,-2.7022,-20.1739,-11.4381
J2053+4650,,field,12.5860,1.7200e-19,atnf,-1.9001,-18.7645,-10.3323
J2055+15,,field,2.1600,2.0200e-20,atnf,-2.6655,-19.6946,-11.1801
J2055+1545,,field,2.1590,9.7700e-21,atnf,-2.6657,-20.0101,-11.3379
J2055+3829,,field,2.0890,1.0000e-21,atnf,-2.6801,-21.0000,-11.8400
J2115+5448,,field,2.6030,7.4900e-20,atnf,-2.5845,-19.1255,-10.8550
J2116+1345,,field,2.2190,2.6400e-21,atnf,-2.6538,-20.5784,-11.6161
J2124-3358,,field,4.9310,2.0600e-20,atnf,-2.3071,-19.6861,-10.9966
J2129-0429,,field,7.6140,3.2800e-19,atnf,-2.1184,-18.4841,-10.3013
J2129-5721,,field,3.7260,2.0900e-20,atnf,-2.4288,-19.6799,-11.0543
J2144-5237,,field,5.0410,9.0600e-21,atnf,-2.2975,-20.0429,-11.1702
J2145-0750,,field,16.0520,2.9800e-20,atnf,-1.7945,-19.5258,-10.6601
J2150-0326,,field,3.5110,8.1600e-21,atnf,-2.4546,-20.0883,-11.2714
J2205+6012,,field,2.4160,1.9800e-20,atnf,-2.6169,-19.7033,-11.1601
J2212+2450,,field,3.9080,1.9800e-21,atnf,-2.4080,-20.7033,-11.5557
J2214+3000,,field,3.1190,1.4700e-20,atnf,-2.5060,-19.8327,-11.1693
J2215+5135,,field,2.6100,3.3400e-20,atnf,-2.5834,-19.4763,-11.0298
J2229+2643,,field,2.9780,1.5200e-21,atnf,-2.5261,-20.8182,-11.6721
J2234+0611,,field,3.5770,1.2000e-20,atnf,-2.4465,-19.9208,-11.1836
J2234+0944,,field,3.6270,2.0100e-20,atnf,-2.4405,-19.6968,-11.0686
J2236-5527,,field,6.9080,9.6000e-21,atnf,-2.1606,-20.0177,-11.0892
J2241-5236,,field,2.1870,6.9000e-21,atnf,-2.6602,-20.1612,-11.4107
J2256-1024,,field,2.2950,1.1400e-20,atnf,-2.6392,-19.9431,-11.2912
J2302+4442,,field,5.1920,1.3900e-20,atnf,-2.2847,-19.8570,-11.0708
J2310-0555,,field,2.6130,4.9600e-21,atnf,-2.5829,-20.3045,-11.4437
J2317+1439,,field,3.4450,2.4300e-21,atnf,-2.4628,-20.6144,-11.5386
J2322+2057,,field,4.8080,9.6600e-21,atnf,-2.3180,-20.0150,-11.1665
J2322-2650,,field,3.4630,5.8300e-22,atnf,-2.4605,-21.2343,-11.8474
J2333-5526,,field,2.1020,7.8000e-21,atnf,-2.6774,-20.1079,-11.3926
J2339-0533,,field,2.8840,1.4100e-20,atnf,-2.5400,-19.8508,-11.1954
J2355+0051,,field,3.7190,3.2200e-21,atnf,-2.4296,-20.4921,-11.4609
