apogee_id,teff,logg,m_h,alpha_m,fe_h,c_fe,n_fe,glon,glat,dist50,dist16,dist84,mass50
2M22182014-0239015,4971.097,2.251105,-0.76621,0.268975,-0.77954,0.01600701,0.22329,60.0158577,-45.9731598,3.895795,3.819383,3.970917,0.8297561
2M22182521-0130234,4656.434,2.839088,-0.074485,0.150225,-0.083117,0.09707601,0.196072,61.3238602,-45.2858238,1.295518,1.271917,1.326134,0.997521
2M22182993-0135523,4707.609,2.425313,-0.28721,0.219925,-0.30033,0.15868,0.12704,61.2394409,-45.3580208,3.720787,3.470086,4.371851,1.471798
2M22183328-0127352,4607.973,2.680914,-0.10078,0.169875,-0.10437,0.10856,0.1908,61.4055901,-45.2830963,2.595286,2.545503,2.662426,1.049102
2M22183598-0312112,4893.813,3.051172,-0.29696,0.089051,-0.30378,-0.03160501,0.1544,59.4387054,-46.3605194,0.6685891,0.6501907,0.6967138,1.006165
2M22183606-0125105,5052.848,2.609172,-0.53854,0.268825,-0.56304,0.06231499,0.08428702,61.460495,-45.2671051,3.435209,3.323217,3.606158,1.661306
2M22183985-0158343,5080.206,3.447389,-0.18748,0.061963,-0.17867,-0.0135453,0.12652,60.8520699,-45.6246529,1.085413,1.056863,1.1155,1.305355
2M22184185-0218170,5164.676,2.494277,-0.82499,0.233405,-0.84124,0.22416,0.39078,60.48843,-45.8333893,3.756556,3.679993,3.837638,0.8333638
2M22184188-0142109,6093.585,3.950008,-0.25221,0.0588483,-0.25252,-0.02751198,0.47945,61.1659508,-45.4622765,0.6038235,0.5923373,0.6278613,1.132788
2M22184932-0211571,4774.484,2.51352,-0.29991,0.214645,-0.31583,0.16206,0.16932,60.6353111,-45.793087,2.471468,2.329787,2.582977,1.676391
2M22184946-0117415,4804.811,3.126009,-0.053904,0.118964,-0.055911,0.086205,0.115917,61.6484489,-45.232914,1.3286,1.277682,1.373539,1.097619
2M22185095-0255591,4884.735,2.750149,-0.68154,0.215425,-0.68718,0.05643499,0.00448209,59.8045082,-46.2467613,2.230664,2.173272,2.317536,0.9039727
2M22185459-0205381,4631.852,2.37483,-0.076736,0.152955,-0.088181,0.126495,0.225305,60.7735977,-45.7455864,2.872939,2.821465,2.935089,0.9605607
2M22185543-0200300,4976.75,2.448512,-0.526,0.190585,-0.53909,0.0006629825,0.22588,60.8731728,-45.6955414,3.35076,3.287033,3.426286,0.8648689
2M22190950-0058209,6260.834,4.0144,-0.17445,0.0195883,-0.17524,0.056449,0.21114,62.0788879,-45.0958138,0.2863322,0.2737193,0.2999954,1.20073
2M22190955-0133473,3764.832,0.8625729,-0.43318,0.287825,-0.45062,0.21619,0.18712,61.4243279,-45.4656372,2.588217,2.024996,3.114131,1.117634
2M22191176-0209275,4849.05,2.963692,-0.477,0.225855,-0.48393,0.02974498,0.08322999,60.7648163,-45.8411331,0.8850531,0.8450355,0.9103493,0.9285602
2M22192106-0300049,5173.571,3.542374,0.020532,0.0172241,0.015534,-0.128212,0.039822,59.8360214,-46.3877831,0.6616725,0.5475249,0.6745403,1.545
2M22192182-0111411,4661.992,2.639105,-0.36374,0.212145,-0.36993,0.11561,0.13574,61.8792152,-45.2753525,1.410416,1.357864,1.481487,0.9294604
2M22192251-0125547,4642.693,1.728259,-1.0972,0.182535,-1.0847,-0.3722401,0.06192195,61.6185913,-45.4259872,6.305589,6.054893,6.633237,0.8494617
2M22192673-0215280,4253.682,1.3629,-0.61524,0.221045,-0.62781,0.06990701,0.18799,60.7066002,-45.9519196,6.466189,5.838785,6.881351,1.500427
2M22192960-0246524,4537.159,2.39936,-0.2771,0.237535,-0.27357,0.12773,0.12275,60.1203957,-46.2820816,2.374073,2.326768,2.430034,0.9869056
2M22194114-0218178,4805.631,2.493842,-0.091784,0.033905,-0.096522,-0.069646,0.228348,60.7062874,-46.0282364,0.9130771,0.8888471,1.155411,1.441989
2M22195254-0250383,4874.296,2.411563,-0.48153,0.099338,-0.47671,0.03259698,0.16611,60.1326675,-46.396019,2.660809,2.496138,2.804114,1.813618
2M22195475-0217411,4679.676,2.522825,-0.49157,0.277795,-0.50103,0.04112902,0.05372402,60.7681274,-46.0666122,1.35753,1.329073,1.410271,0.9531201
2M22195607-0206151,5189.685,2.243624,-0.89499,0.263245,-0.89593,-0.09816402,0.4331,60.9888496,-45.9533119,5.092146,4.893701,5.270315,0.8090895
2M22200007-0247301,4421.237,1.949321,-0.2325,0.099899,-0.23892,0.02501801,0.13651,60.2204056,-46.388916,1.494717,1.25133,1.569145,1.264983
2M20142397+1910104,4663.99,2.399892,0.025975,0.051383,0.020821,0.057469,0.200834,59.6574287,-8.50918484,6.404354,6.208141,6.83087,1.045878
2M20142464+2032561,4406.173,2.315819,0.024525,0.142905,0.018643,0.070685,0.246882,60.8303795,-7.76461744,5.676062,5.504384,5.919463,1.102649
2M20142480+1943008,4413.23,2.253356,-0.049639,0.047496,-0.065173,0.056881,0.169714,60.1245918,-8.21602154,2.231004,2.17508,2.354242,1.031635
2M20142497+1836479,3822.389,0.99461,-0.17922,0.087123,-0.19347,0.0212369,0.13417,59.1858559,-8.81267166,6.168056,5.345158,6.35824,1.671015
2M20142573+2025059,4774.281,2.822528,-0.024468,0.0349814,-0.030195,-0.008718001,0.214957,60.7220001,-7.83906364,2.860488,2.765414,3.014541,1.418802
2M20142791+2016526,4934.849,2.766337,0.10599,0.005488001,0.094976,-0.197126,0.498344,60.6104126,-7.92052269,3.107647,2.975198,3.435944,2.19995
2M20142859+1850176,4250.121,1.656875,-0.48979,0.261485,-0.49039,0.087071,0.11713,59.3852882,-8.70338821,4.781169,4.665634,4.98067,1.033227
2M20143077+2013019,4901.246,3.314396,0.079051,0.053872,0.071119,0.08552901,0.171022,60.5621758,-7.96465969,2.632574,2.531078,2.726486,1.356707
2M20143079+2027134,4853.477,2.518817,-0.16191,0.031989,-0.16781,-0.08883199,0.17075,60.7628288,-7.8364234,3.831591,3.755539,4.661623,1.482547
2M20143210+1843288,4640.941,2.866849,0.092977,0.116478,0.081813,0.07553,0.217734,59.2961197,-8.77629566,3.40894,3.279366,3.587327,1.132655
2M20143605+1831539,4213.898,1.681341,-0.15304,0.100615,-0.1483,0.010727,0.15016,59.1401367,-8.89354897,7.559766,6.900926,9.165147,1.386568
2M20143827+1954302,4334.485,1.757941,-0.31346,0.220765,-0.31895,0.09754601,0.18111,60.3161316,-8.15671825,5.379668,5.114979,5.94399,1.3492
2M20143931+1947365,4575.634,2.650665,0.21751,0.012205,0.21768,-0.057069,0.2111,60.220787,-8.22240353,3.591413,3.427076,3.840572,1.374798
2M20144433+2004393,4786.114,2.487493,-0.44765,0.109113,-0.44439,0.02840102,0.14007,60.4727516,-8.08492279,6.461932,6.110864,6.823752,1.292887
2M20144571+1903242,4917.071,1.902867,-1.3319,0.252715,-1.3099,-0.34812,0.1554501,59.608181,-8.64217567,7.693101,6.678581,9.526142,1.589262
2M20144604+1918447,4784.275,2.362359,-0.30519,0.258685,-0.2924,-0.23358,0.67417,59.826416,-8.50500298,6.561992,6.389435,6.893706,0.9421572
2M20144750+2029339,4867.438,2.58956,-0.051211,0.004612001,-0.059154,-0.144517,0.243663,60.831665,-7.87002182,2.299733,2.119615,2.37273,1.971983
2M20144773+1926520,3880.168,0.9888453,-0.50152,0.297765,-0.52448,0.21561,0.15285,59.945118,-8.43733501,5.319066,4.867349,5.731544,1.293573
2M20145008+2108400,4944.065,2.506188,-0.4209,0.099485,-0.42243,0.0009469688,0.14568,61.3891182,-7.52416134,5.554878,5.410519,6.405335,1.328346
2M20145087+2015115,4771.476,2.829762,-0.17985,0.083046,-0.18108,0.02149101,0.15546,60.6357536,-8.01112556,1.907407,1.852572,2.073055,1.08573
2M20145089+1859008,4531.946,2.601609,0.18412,0.083499,0.17246,0.08892198,0.22945,59.5570526,-8.69887257,4.349247,4.145042,4.544775,1.274011
2M20145432+1908242,4861.874,2.981369,-0.15151,0.064639,-0.1526,-0.03864299,0.20224,59.6976128,-8.6256237,3.08708,2.882462,3.288279,1.239802
2M20145475+2109551,4323.291,1.898181,0.015971,0.015996,0.017245,-0.063247,0.097541,61.4167366,-7.52801847,1.285194,1.240242,1.339828,1.309194
2M20145722+1834413,4638.49,2.543588,0.26926,0.00269,0.25001,0.003443986,0.32488,59.2254295,-8.93888664,3.331982,3.270898,3.643949,1.580138
2M20145753+1844306,4608.083,2.764791,0.17393,0.074908,0.16728,0.077447,0.1976,59.3655586,-8.8514967,2.767435,2.681264,3.012566,1.298512
2M20145856+2001396,3968.568,1.337323,-0.022479,0.0331646,-0.036592,0.040696,0.202293,60.4609032,-8.15880299,5.418036,5.093415,5.613961,1.921337
2M20145888+1916508,4817.949,2.571107,-0.15015,0.07713901,-0.16445,-0.02779399,0.20001,59.8271294,-8.56459618,4.545592,4.453414,4.950714,1.480945
2M20145978+2058406,12517.49,4.150885,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,61.2689056,-7.64641285,0.7723736,0.7328721,0.8234894,2.902323
2M20150025+1944125,3681.548,0.5401162,-0.34063,0.116597,-0.37698,0.0425075,0.14345,60.2176094,-8.32211399,9.257855,8.630316,9.755774,1.358377
2M20150027+1838473,4431.549,1.950629,-0.5331,0.240145,-0.52716,0.062208,0.12311,59.2902412,-8.91213417,8.035954,7.806991,8.289134,0.9428824
2M20150267+1951000,8002.981,4.319713,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,60.3189278,-8.26869488,0.4953986,0.4662369,0.5244776,1.458129
2M20150651+1848093,4148.707,1.892666,0.054515,0.0225484,0.030222,0.068126,0.198023,59.4366531,-8.84850311,4.409783,4.292935,4.493803,0.989
2M20150656+1944128,4235.661,1.922594,0.15207,0.104365,0.14045,0.077142,0.22005,60.2312393,-8.34286976,4.780751,4.399028,5.095688,1.254225
2M20150702+1957395,4749.17,2.777626,-0.080923,0.050103,-0.084894,-0.01952299,0.211711,60.4224777,-8.22282887,3.677127,3.471238,3.955859,1.281462
2M20150729+2108357,4794.372,2.533296,-0.044479,0.02661909,-0.050447,-0.028825,0.195878,61.4248428,-7.58090925,5.016114,4.886039,5.779356,1.532135
2M20150800+2006351,4241.836,1.309798,-0.47892,0.060922,-0.49376,0.03974697,0.22404,60.5508003,-8.14527225,16.22879,15.3175,17.90754,1.494921
2M20150832+1936035,4974.279,2.450409,-0.27827,0.188085,-0.28396,0.08419001,0.26421,60.1195831,-8.42234516,10.43122,9.829698,11.05255,2.629076
2M20150902+1952045,4771.493,2.964878,-0.01361,0.05794,-0.021054,0.007396555,0.228404,60.3477936,-8.27989864,1.479899,1.452274,1.529244,1.232395
2M20150934+2101343,4868.707,2.473837,-0.23164,0.062109,-0.23282,-0.009066999,0.187,61.3301697,-7.65136433,3.816799,3.706564,4.692807,1.39471
2M20151225+1956583,3820.97,0.8266376,-0.63169,0.283435,-0.62856,0.16652,0.20752,60.4239769,-8.24623585,5.595888,5.548615,5.645419,0.8468369
2M20151273+2000083,4755.892,2.573364,0.041952,0.050249,0.036377,-0.097085,0.364155,60.4698219,-8.21916676,6.817459,6.534237,7.386465,1.657066
2M20151374+1912377,4410.211,2.188892,-0.050763,0.060132,-0.058593,-0.026347,0.12364,59.7993393,-8.65181446,2.849138,2.731385,2.909657,1.164594
2M20151650+1930511,4874.408,2.303556,-0.5084,0.247115,-0.51911,0.02467301,0.21654,60.0634689,-8.49637127,6.040904,5.819184,6.338128,0.8866735
2M20151693+1928394,4241.438,2.169148,0.26731,0.071845,0.2618,0.08236599,0.22057,60.033287,-8.51761341,4.443193,4.329957,4.542868,1.120663
2M20151738+2100028,4695.438,2.433662,-0.3093,0.095467,-0.30541,0.02039799,0.09852999,61.3258476,-7.6914258,5.644728,5.334281,6.263045,1.264633
2M20152180+2100305,4605.958,2.418763,0.12616,0.014429,0.1216,-0.007859007,0.11129,61.3418045,-7.70163584,1.647284,1.582107,2.042622,1.152087
2M20152245+1936106,4973.495,2.409503,-0.61967,0.221765,-0.64008,0.16142,0.12194,60.1516647,-8.46788406,7.072886,6.873944,7.417759,0.8858535
2M20152339+1907184,4638.61,2.951552,0.3074,0.0298815,0.29509,0.07267299,0.26332,59.7447243,-8.73176098,1.887724,1.835207,1.958567,1.303265
2M20152440+1902561,3990.32,1.288466,-0.40117,0.273435,-0.40244,0.11933,0.36413,59.6849098,-8.77454472,6.38273,6.28366,6.419207,1.846
2M20152479+1920333,4829.122,2.448394,-0.42909,0.232045,-0.44591,0.087571,0.13205,59.9354706,-8.61675835,5.958505,5.690327,7.39144,1.069905
2M20152927+1926300,4763.111,2.306326,-0.40301,0.265725,-0.42232,0.05082399,0.16279,60.0293312,-8.57784462,3.77825,2.670871,3.905429,1.983248
2M20153152+1848587,4759.073,2.556717,0.19212,0.001618002,0.18018,-0.22956,0.48087,59.5023384,-8.92403126,6.287561,5.436975,7.405843,2.160048
2M20153246+1825120,4851.443,3.373937,0.23296,0.024739,0.2223,0.086649,0.17994,59.1668243,-9.14149857,2.358561,2.225217,2.453088,1.321356
2M20153255+1905545,4798.255,2.968009,-0.22853,0.202085,-0.23252,0.13752,0.12923,59.7446556,-8.77467537,4.15031,4.006526,4.426111,1.05678
2M20153493+1951301,4708.583,2.4641,0.0069251,0.010594,-0.0011961,-0.0297738,0.1038382,60.3953781,-8.37035179,3.569949,3.458185,4.317379,1.27419
2M20154224+2046340,4315.31,2.037807,-0.096431,0.069134,-0.10554,0.03219,0.141519,61.1889191,-7.89498758,3.946807,3.598099,4.050551,1.034039
2M20154252+1905487,4821.564,2.528016,-0.32566,0.231085,-0.33951,0.05560002,0.25177,59.764801,-8.80856037,4.277441,4.161288,4.94453,1.421041
2M20154790+1836043,5062.623,2.589193,-0.39882,0.086785,-0.40743,-0.04272801,0.30848,59.3546028,-9.09483433,4.40042,3.885865,4.835679,2.066655
2M20155223+1932062,4683.464,2.491991,-0.56573,0.331225,-0.5783,0.06384504,0.102311,60.1581612,-8.60290813,5.016121,4.728672,5.265316,0.9642805
2M20155278+2033049,4473.328,2.591735,0.34636,0.037747,0.32795,0.085242,0.3001,61.021244,-8.05191612,5.23271,4.741863,5.69281,1.319827
2M20155279+1909424,4863.623,3.135202,-0.1504,0.059432,-0.14778,0.01185,0.13156,59.8421745,-8.80733109,2.855097,2.725652,3.006624,1.039273
2M20155410+1920596,4426.395,2.488913,0.37589,0.014869,0.37213,0.05983299,0.22445,60.0048904,-8.70960808,4.724679,4.357082,5.058534,1.419848
2M20155412+1857492,4677.786,2.583858,-0.16864,0.071429,-0.1554,-0.03352301,0.23422,59.67659,-8.91913605,5.332979,4.882759,5.735515,1.2266
2M20155479+1903551,4455.54,2.280891,0.27005,0.0331647,0.25771,0.08065799,0.19334,59.764473,-8.86626148,3.61632,3.525685,4.606328,1.067118
2M20155764+1927581,4688.311,2.339832,0.034266,0.008455001,0.028112,-0.267186,0.458454,60.1112938,-8.65819359,1.698833,1.657809,1.738736,2.429885
2M20155965+1905128,7895.016,4.037622,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,59.7933197,-8.87063122,0.3752337,0.3497034,0.4021274,1.588408
2M20160196+1916197,5071.167,2.427041,-0.75717,0.231175,-0.77007,0.15599,0.05766702,59.9558067,-8.77778721,3.047268,2.876616,3.830933,1.032552
2M20160218+2044469,4894.895,2.693946,0.084957,-0.006425999,0.07813,-0.02867699,0.283257,61.2064934,-7.97632265,2.500546,2.352641,2.68941,2.089835
2M20160577+2059122,4504.953,2.200625,-0.34624,0.216595,-0.3432,0.09540999,0.12452,61.4175491,-7.85687017,5.544379,5.330249,5.940637,1.036238
2M20160799+1946438,10728.5,4.349264,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,60.3990936,-8.5223484,0.6847401,0.6583452,0.7189178,2.295232
2M20160802+1856404,4429.289,1.759974,-0.58488,0.286665,-0.58383,0.06903601,0.13246,59.6903801,-8.97553158,12.42357,11.58831,13.75545,1.313319
2M20160808+2013267,4678.658,2.730714,-0.095065,0.116461,-0.093848,0.056737,0.118783,60.7768631,-8.28031921,3.909252,3.696508,4.286736,1.149828
2M20160896+2016136,3985.074,1.244488,-0.28007,0.254325,-0.27967,0.16589,0.26257,60.8180351,-8.25793743,6.585552,6.219364,7.321378,1.280241
2M20161010+2031515,4723.955,2.884869,0.13669,0.014784,0.11937,0.00263501,0.36084,61.0411949,-8.1196785,1.389204,1.354263,1.431942,1.448461
2M20161015+2022251,4896.836,2.495425,-0.39551,0.196785,-0.41046,0.08127302,0.16168,60.9080238,-8.20559216,6.942584,6.767721,7.783771,1.342325
2M20161249+2100341,4869.991,3.081232,-0.05278,0.016319,-0.058907,-0.02931101,0.200637,61.4512253,-7.86635685,1.548033,1.461664,1.623468,1.263384
2M20161308+1827029,4605.835,2.591296,0.024109,0.060011,0.024,0.060607,0.108149,59.2810593,-9.25986385,5.345582,5.125402,5.576994,1.312957
2M20161640+2034478,4758.506,2.513366,-0.0039015,0.012597,-0.0017912,-0.0130183,0.1061997,61.0961685,-8.11356258,4.58467,4.441257,5.262129,1.497086
2M20162164+2043409,3870.098,1.20835,-0.0090477,0.039758,-0.025062,0.0360873,0.1775343,61.232769,-8.04985809,7.726079,4.532815,7.803266,2.164959
2M20162272+2003199,3970.26,1.206021,-0.27296,0.140025,-0.28836,0.021303,0.1302,60.6655273,-8.42016983,6.164665,5.14397,6.245346,1.692163
2M20162311+1856514,4531.707,2.250095,-0.21131,0.106623,-0.21426,0.0001789033,0.11092,59.7256546,-9.02383041,6.650702,6.225504,7.287595,1.17546
2M20162436+2013328,3988.849,1.106175,-0.4791,0.103741,-0.49529,-0.038816,0.26034,60.8133278,-8.33274364,8.317107,8.084867,8.548463,0.853
2M20162523+1903085,4816.715,2.499768,-0.18614,0.117972,-0.15688,0.10841,0.10079,59.8193169,-8.97399712,9.015523,8.84034,9.363002,1.383246
2M20162756+1836179,4630.354,2.635398,0.15993,0.0217394,0.14723,0.001124009,0.32201,59.443737,-9.2244339,3.150577,3.009899,3.308429,1.561708
2M20162886+2027526,4243.056,1.874547,0.023381,0.038243,0.011833,0.042643,0.204768,61.0253334,-8.21723557,3.409709,3.270911,3.682749,1.258841
2M20162911+1954197,4686.308,2.39546,-0.13463,0.186385,-0.14941,0.15744,0.17926,60.5520744,-8.52288342,2.765954,2.068667,2.942942,1.795551
2M20163003+1845070,4707.744,2.603602,-0.064698,0.057577,-0.051838,0.05465699,0.08378899,59.5741806,-9.15292358,5.464099,5.126015,5.798207,1.481162
2M20163337+2007581,4146.253,1.765642,0.13141,0.04028,0.11132,0.057812,0.17653,60.7539787,-8.4129858,2.159498,1.975344,2.548939,1.542138
2M20163789+1832210,4908.654,2.674285,-0.089868,0.0341282,-0.093024,-0.125984,0.306456,59.4101181,-9.29438877,2.729337,2.604439,3.005259,1.798476
2M20163890+2024589,4928.09,2.680643,0.001729,-0.007624999,-0.0059502,-0.1880308,0.4752592,61.0060997,-8.27642918,1.826602,1.711609,1.945306,2.037511
2M20164090+2057092,4708.914,2.600639,0.26412,-0.003261998,0.24984,-0.13485,0.53688,61.4640694,-7.9900074,5.29025,5.042688,5.651394,1.797194
2M16530387+3812482,5772.81,4.017563,0.15019,-0.0350887,0.14881,-0.056822,0.16847,61.603405,38.8585815,0.475163,0.4684121,0.4782187,1.199764
2M16530691+3838286,4866.528,2.520461,-0.27747,0.089423,-0.28408,0.03173602,0.07344902,62.1511803,38.8949432,3.074426,3.025299,3.123271,1.354742
2M16531735+3725252,4719.688,2.690639,-0.059971,0.054836,-0.065491,-0.03523,0.20569,60.6037674,38.7223701,0.8868406,0.8775916,0.924957,1.184
2M16531827+3728349,4934.885,2.320298,-0.50611,0.100328,-0.5112,-0.01668298,0.114,60.6712723,38.7257767,2.162642,2.097384,2.201085,0.8597177
2M16533387+3829085,6334.45,3.956808,-0.070576,-0.0262487,-0.070352,-0.015071,0.221266,61.9646072,38.7909775,0.1841389,0.1836176,0.1847077,1.365
2M16533947+3916107,5857.994,4.129362,0.1349,-0.0092057,0.13759,-0.078268,0.27185,62.9678841,38.8536949,0.610603,0.6053535,0.6171838,1.096132
2M16534369+3707336,4858.379,2.578335,-0.13811,0.0333657,-0.14828,-0.083147,0.23446,60.239521,38.5985031,1.357875,1.337496,1.379853,1.572107
2M16534697+3837171,4614.822,2.412266,-0.1365,0.159445,-0.12812,-0.026338,0.3416,62.1435928,38.763176,3.906244,3.783773,4.090536,1.496552
2M16535044+3723360,4631.188,2.739329,0.068781,0.045378,0.071561,-0.039956,0.13379,60.582489,38.6099358,1.766654,1.729553,1.794525,1.124171
2M16542005+3734448,4634.767,1.304338,-1.8957,0.129885,-1.8253,-0.5976999,0.15404,60.8337631,38.5357094,8.112618,7.769589,8.554332,0.7753211
2M16542295+3758305,4838.318,2.454098,-0.4599,0.229475,-0.48338,0.114852,0.106097,61.3379822,38.5737648,2.187116,2.147563,2.236174,0.908708
2M16542464+3844177,4101.291,1.4375,-0.48798,0.292795,-0.50325,0.12702,0.13958,62.3092461,38.6538239,4.724786,4.648499,4.801759,0.9361181
2M16542677+3726293,4984.048,3.129088,-0.30496,0.107554,-0.3034,0.056591,0.13227,60.6626968,38.4966469,1.884896,1.82606,1.949284,1.254525
2M16544288+3841245,6257.5,3.907227,-0.052291,-0.0257137,-0.057441,0.032743,0.41892,62.2562103,38.5896912,0.1860757,0.1856204,0.1867985,1.363531
2M16545445+3813412,4682.088,2.067936,-0.83257,0.300605,-0.83694,-0.03896701,0.039446,61.6745453,38.5005569,3.138535,3.075984,3.191348,0.8940777
2M16545855+3714239,6037.869,4.047305,0.076465,-0.0127547,0.081265,-0.051126,0.30909,60.4245911,38.3666611,0.6766947,0.6708819,0.6817529,1.364454
2M16550836+3850350,4234.301,1.721203,-0.079692,0.192315,-0.086752,0.095233,0.22496,62.4620132,38.5238953,3.117484,3.033836,3.163843,0.9680182
2M16552384+3829565,4902.616,3.203659,-0.036422,0.036967,-0.032001,-0.025443,0.164399,62.0322876,38.4360313,1.304903,1.278735,1.355404,1.228854
2M16553170+3939252,4706.75,2.428736,0.11312,0.010334,0.10672,-0.1037,0.26693,63.5068474,38.5320816,0.9638088,0.9525275,0.976301,1.365102
2M16553575+3658423,4767.727,2.507364,0.20018,-0.015588,0.2,-0.06159501,0.30956,60.1149178,38.2098122,0.9662447,0.9561303,0.990216,2.293
2M16553831+3721092,6019.761,4.003562,-0.24704,0.0297633,-0.25075,0.027189,-0.052095,60.5885048,38.2504768,0.4682724,0.4648892,0.473004,1.043678
2M16554056+3750545,4723.364,2.972186,0.037504,0.060011,0.041833,-0.017302,0.125551,61.216423,38.305275,0.4567266,0.4530539,0.4598278,1.018809
2M16560201+3712377,6296.652,4.101317,0.025704,-0.0108437,0.032124,-0.0119874,-0.035009,60.4222565,38.1540642,0.4829195,0.4777244,0.4896165,1.326274
2M16560909+3712206,4520.874,2.388471,-0.12916,0.152415,-0.13126,0.07957899,0.12926,60.4201851,38.1301575,3.482046,3.441464,3.636363,1.078233
2M16561211+3948241,5700.338,3.726152,-0.18666,0.0135616,-0.18244,0.003990591,-0.03222901,63.7131958,38.4177246,0.2113886,0.2108189,0.2119966,1.190257
2M16561242+3710271,4724.753,2.336718,-0.2266,0.212535,-0.23115,0.12348,0.12346,60.3823318,38.1150284,2.420988,2.36449,2.478024,0.9230901
2M16562039+3901569,4790.046,2.35204,-0.31511,0.164695,-0.32681,0.103037,0.12556,62.7343826,38.312149,2.259186,2.149629,2.348717,1.080706
2M16563138+3921373,5065.906,1.852546,-1.8219,0.335295,-1.7864,-0.2107301,0.53939,63.1547127,38.3114586,4.734299,4.498381,4.858621,0.7451783
2M16564038+3946422,6304.006,4.087192,-0.15815,-0.0282737,-0.16748,0.084943,-0.45709,63.6885071,38.3248901,0.3104367,0.308646,0.3123855,1.138955
2M16564246+3834080,4767.404,2.92161,-0.025765,0.047425,-0.028945,-0.024321,0.17547,62.1578712,38.1893921,1.016313,0.9939432,1.034269,1.255278
2M16565983+3826130,5076.714,3.242449,-0.33456,0.084632,-0.33766,-0.007927001,0.06958601,61.9995537,38.1178169,0.9738931,0.9651661,0.9826886,1.230486
2M16570334+3912158,4749.004,2.437882,-0.35488,0.245795,-0.37265,0.20219,0.08919999,62.9710083,38.1925316,0.6717035,0.6168173,0.7163646,1.713592
2M16570373+3727430,6191.323,3.975506,-0.39426,0.0467933,-0.39202,0.11073,0.47581,60.7729683,37.9842987,0.3155031,0.3133797,0.3168461,1.064517
2M16570607+3752151,4759.089,3.199708,0.29564,-0.0008779988,0.29137,-0.01436001,0.28982,61.288929,38.0289345,0.5866654,0.5809023,0.5918944,1.194052
2M16570647+3918198,6314.516,4.177023,0.095639,-0.0419047,0.10253,-0.05218,-0.491081,63.1003113,38.1932487,0.2590778,0.256633,0.259635,1.297214
2M16570903+3927138,4613.344,1.785569,-0.77669,0.286755,-0.78252,-0.01317,0.20792,63.2891159,38.2006073,3.566998,3.507832,3.857322,1.003448
2M16571862+3754554,6008.668,4.202806,-0.25269,0.0186613,-0.24201,0.08224201,0.04360801,61.351532,37.9935417,0.4379371,0.4336534,0.4405142,0.9792802
2M16572796+3805494,4977.15,2.521318,-0.48691,0.273275,-0.49683,0.1708,0.09042001,61.5850868,37.9856491,4.122874,4.03622,4.20295,1.529258
2M16572966+3827453,6178.833,3.684567,-0.18876,0.0502093,-0.17772,0.1975,0.46564,62.0464516,38.0241585,0.6376979,0.6236486,0.6518869,1.472045
2M16574105+3830554,4884.958,2.706626,-0.67136,0.292005,-0.66988,0.08922398,0.05646795,62.1185722,37.9935188,2.121103,2.022587,2.185663,0.9590941
2M16580183+3902431,4374.393,1.788372,-0.34403,0.0945,-0.34441,0.003397703,0.18671,62.7963524,37.9872131,2.040078,1.921582,2.093261,1.19994
2M16580490+3859086,6284.877,4.160125,-0.11165,-0.0030485,-0.10901,-0.03907899,-0.34806,62.722641,37.9706688,0.2638859,0.2624896,0.2656572,1.176234
2M16582560+3900584,4935.458,2.091878,-1.2318,0.284505,-1.2085,-0.1780699,0.01782107,62.7706184,37.9075089,5.269794,5.168678,5.380664,0.8297672
2M16583344+3917233,4787.125,2.541732,-0.51353,0.162145,-0.51003,0.02968594,0.01101595,63.1188164,37.9127541,2.438998,2.352175,2.579458,0.9834395
2M16584950+3932296,4875.664,2.468952,-0.20732,0.051222,-0.20854,-0.096405,0.19389,63.4430809,37.8885956,0.6596853,0.6525719,0.6676227,1.370457
2M16585676+3807229,4939.267,2.303035,-0.67656,0.259345,-0.68984,0.25494,0.15154,61.66362,37.7000084,2.010729,1.977437,2.04725,0.8709829
2M16590813+3819088,6008.709,3.895937,-0.17002,-0.0071387,-0.16977,-0.001737297,-0.17593,61.9153442,37.6875839,0.2223075,0.2218243,0.2231899,1.170941
2M16591388+3730511,4351.716,1.954501,-0.48556,0.288225,-0.48305,0.12887,0.07729998,60.9106903,37.5647507,6.094047,5.83172,6.24255,0.9605663
2M16591730+3833339,4680.216,2.132917,-0.39048,0.270435,-0.39331,0.10892,0.14767,62.2213707,37.6873055,4.12173,4.013163,4.194843,0.883416
2M16592265+3808585,5174.487,2.33515,-0.94273,0.238375,-0.95109,-0.09188008,0.41877,61.7104378,37.6191864,2.585631,2.52164,2.655477,0.820764
2M16592854+3756193,4676.946,2.456748,-0.46584,0.238855,-0.47294,0.04403299,0.05108398,61.449604,37.5729866,2.650263,2.57234,2.708,0.9578583
2M16593789+3757407,4144.271,1.341624,-0.57909,0.270535,-0.58714,0.03126204,0.1414,61.4829063,37.5454636,4.164699,4.097104,4.308017,0.9206405
2M16593990+3904246,5169.437,2.359442,-0.96811,0.256455,-0.98831,0.08616292,0.1578799,62.8773422,37.6751862,2.657959,2.606776,2.738183,0.8350306
