apogee_id,field,glon,glat,teff,logg,m_h,alpha_m,vmicro,vsini,r_arcmin
2M16435883+3531089,M13,57.8496430637827,40.340195686927,5043.385,3.413439,-0.013053,0.038022,0.9560398,1.577539,77.56273995061723
2M16440055+3755158,M13,60.9884182921717,40.6016159560511,4693.644,2.978448,0.18239,0.011425,0.9313973,-9999.0,120.13851491716864
2M16440061+3515175,M13,57.507020046916,40.2996157763091,4977.869,3.039881,-0.44861,0.115318,1.265989,-9999.0,97.33171889806134
2M16440435+3506534,M13,57.3273580886669,40.2682607142555,4610.475,2.765196,0.17339,0.0200377,0.9806904,-9999.0,108.05187275338287
2M16440479+3538260,M13,58.0110148898705,40.3356813591304,4433.574,2.370888,0.060513,0.089409,1.051083,-9999.0,69.13846502084553
2M16440601+3536168,M13,57.9650006409714,40.3270160526561,4828.94,2.960063,0.014948,0.032124,0.9965555,-9999.0,71.79706258358414
2M16440644+3631455,M13,59.1701635645125,40.4375093091904,4982.833,2.346854,-0.63556,0.289845,1.713089,-9999.0,29.93391643398298
2M16440663+3647081,M13,59.5049071908571,40.4656998212216,4818.724,3.037585,-0.2622,0.152565,0.9710442,-9999.0,39.904997119765504
2M16440744+3629107,M13,59.1145334116563,40.4292514802247,4748.283,2.448558,-0.23633,0.206995,1.297926,-9999.0,29.518925188887277
2M16441260+3506363,M13,57.326154011263,40.239750097596,4426.879,2.193276,-0.23999,0.213715,1.23134,-9999.0,108.74033328829591
2M16442268+3541272,M13,58.0865774209393,40.2820430842503,4830.727,1.998618,-1.4429,0.239505,1.367634,-9999.0,67.00254421441885
2M16442381+3630177,M13,59.1471069409456,40.3769326052503,5067.376,2.662365,-1.0316,0.224885,1.170483,3.22144,33.02503562696744
2M16442607+3750558,M13,60.9042419803625,40.5112329822474,5575.317,3.800922,0.01344,-0.0278347,0.9993335,4.521682,116.14561607143777
2M16442618+3659553,M13,59.7925967462251,40.4242596307722,4165.445,1.619915,-0.088618,0.0246321,1.510393,-9999.0,55.265223645605865
2M16442756+3615595,M13,58.8383608376627,40.3365114865022,5135.218,2.666197,-0.83814,0.224195,1.499754,-9999.0,35.91735900344511
2M16442783+3746285,M13,60.8077567962601,40.4983171904474,4634.747,2.414679,0.0014079,0.115423,1.243223,-9999.0,110.65750784763691
2M16443019+3637160,M13,59.3018210165201,40.3690443273378,4851.603,3.319239,0.13304,0.041393,0.953639,-9999.0,36.878898623544366
2M16443285+3606392,M13,58.6385369011722,40.300170498335,4841.202,3.125969,-0.09089,0.087744,0.7047093,-9999.0,42.84339712966538
2M16443329+3624504,M13,59.0334436927597,40.334826462009,4946.485,1.874516,-1.3688,0.095671,1.794238,-9999.0,34.53906686532019
2M16443887+3703341,M13,59.8779561659558,40.3888415241032,4086.667,0.7881321,-1.4125,0.220335,2.105911,-9999.0,60.74400897924974
2M16444045+3621308,M13,58.9649391981642,40.3044511079646,4864.621,2.838068,0.26765,-0.014376,1.119732,-9999.0,36.43338814091492
2M16444150+3745436,M13,60.7972071956618,40.4522957639374,5203.865,3.198154,-2.1963,0.350935,1.654817,-9999.0,110.69313357460733
2M16444645+3632201,M13,59.2029023230396,40.3055534098513,4858.998,3.181607,0.071674,0.061636,0.9864771,2.917158,38.06890005864717
2M16444690+3630275,M13,59.1624175709902,40.300428342193,4982.261,3.210421,-0.32123,0.251385,0.6479179,-9999.0,37.70028380547339
2M16444895+3602114,M13,58.5504288003229,40.237268824144,4638.185,2.296729,0.027389,0.119333,1.333521,-9999.0,48.88335627949918
2M16444903+3605202,M13,58.6186741360974,40.2434230029675,5044.587,2.853111,-1.1371,0.207905,0.6231032,1.508586,46.37735405383865
2M16444970+3744532,M13,60.7823607199574,40.4240442847091,4644.277,2.615582,-0.29702,0.214325,1.013974,-9999.0,110.26647597496961
2M16444972+3616012,M13,58.8506161348112,40.2626788577907,4439.336,3.538972,-0.24355,0.1358853,0.351852,6.547718,39.99925448656757
2M16450028+3603447,M13,58.5902651446378,40.2025810141454,4599.238,2.18895,-0.5191,0.274755,1.464199,-9999.0,49.35411120942708
2M16354705+3557273,M13,58.1705082043279,42.0431399019619,4494.945,2.175213,-0.43613,0.218905,1.221004,-9999.0,84.61388210399272
2M16365670+3531146,M13,57.6215343680579,41.7613745657916,4565.656,2.362253,-0.24244,0.306405,1.267097,-9999.0,97.72221684192566
2M16370259+3609531,M13,58.4830507622551,41.8116842704388,4693.913,2.885596,0.10388,0.069406,0.8492959,-9999.0,62.6622380846719
2M16370807+3527591,M13,57.5551423295352,41.7168476913277,4808.137,1.984017,-0.51613,0.214345,1.707261,-9999.0,99.81688503414624
2M16370867+3534159,M13,57.6947914016752,41.7267668814669,4960.816,2.298844,-0.62508,0.209345,1.738001,-9999.0,92.89119691750763
2M16374360+3609572,M13,58.5039275614976,41.6745945065005,4905.339,3.068281,-0.49272,0.312765,0.7485141,-9999.0,55.01427687952498
2M16375886+3610241,M13,58.5211529898657,41.6243553666054,4913.399,2.389265,-0.55607,0.254255,1.600147,-9999.0,51.93640304078311
2M16380048+3535216,M13,57.745870241005,41.5544132337775,4917.921,3.277522,-0.26039,0.172435,0.6035594,1.500306,85.13432250508367
2M16381640+3545461,M13,57.9842877255161,41.5206545813628,4725.718,2.451828,-0.011973,0.0289045,1.336873,-9999.0,71.62363350151078
2M16385623+3535110,M13,57.7711745700723,41.3664568667496,4566.358,2.388242,0.21995,0.003286,1.298614,-9999.0,79.21457404630986
2M16391045+3612137,M13,58.5959634312462,41.3882551503697,4525.112,2.079444,-0.52427,0.264125,1.493654,-9999.0,37.954648843508636
2M16392535+3525016,M13,57.563068237421,41.248246389295,4785.966,2.947617,-0.39132,0.259615,0.9827723,-9999.0,89.15649008093499
2M16401139+3529169,M13,57.6816854892053,41.1017063506993,4778.204,2.563049,-0.20665,0.199455,1.287123,-9999.0,80.52462202426243
2M16401798+3533553,M13,57.7871226874503,41.0888538276005,4963.959,2.418095,-0.57932,0.266605,1.606719,-9999.0,74.15324273088835
2M16402686+3543543,M13,58.0110545791413,41.0788509805778,4729.265,2.470133,-0.062286,0.045083,1.338135,-9999.0,60.7869178934737
2M16411040+3506234,M13,57.2135387067148,40.8549161929132,4856.362,2.384051,-0.495,0.294715,1.333706,-9999.0,107.83833573766967
2M16415903+3515426,M13,57.4450963993827,40.7106374883853,4984.607,3.589056,-0.15467,0.120624,0.3002272,1.953485,94.6530891463364
2M16425527+3550066,M13,58.2262973811297,40.5932273325538,4911.582,2.36669,-0.52125,0.202365,1.583252,-9999.0,50.71809325669216
2M16435883+3531089,M13,57.8496430637827,40.340195686927,5029.654,3.312034,0.0081661,0.015216,0.543413,1.519043,77.56273995061723
2M16450169+3513115,M13,57.498094919445,40.0889500608855,4766.764,2.493414,-0.6864,0.299585,1.199289,-9999.0,103.22755402730672
2M16415946+3521216,M13,57.5685867333413,40.7212196028111,4794.429,2.594692,-0.30463,0.07773601,1.4155,-9999.0,87.22337345680346
2M16420085+3623338,M13,58.9286712931245,40.8402590015718,4603.381,1.133775,-1.5733,0.205095,1.946615,-9999.0,6.428172020542581
2M16421482+3627199,M13,59.0180363347723,40.8007279186544,4506.258,1.254123,-1.5093,0.178275,1.965577,-9999.0,6.5740317596901034
2M16422293+3620427,M13,58.8772727315093,40.7613129746825,4207.775,1.481313,-0.51407,0.257385,1.671552,-9999.0,11.958582419148458
2M16423787+3624127,M13,58.9612580321708,40.7180900815562,4867.672,1.742823,-1.4381,0.122551,2.025723,-9999.0,11.880181244824739
2M16423825+3635066,M13,59.1996302718885,40.7371043452642,5039.204,2.682816,-1.4703,0.280995,0.8239825,-9999.0,15.39705071742312
2M16424322+3636002,M13,59.2215687630217,40.7221912933313,4602.341,1.366237,-1.5146,0.230145,1.774639,-9999.0,16.974110475473154
2M16425527+3550066,M13,58.2262973811297,40.5932273325538,4969.809,2.383109,-0.50711,0.213815,1.754608,-9999.0,50.71809325669216
2M16425766+3553079,M13,58.2934114456578,40.591321218587,4711.196,2.76279,0.020205,0.0240202,1.112034,-9999.0,47.05527769521288
2M16432369+3626285,M13,59.0336238692075,40.5697414428481,4879.915,3.408033,-0.058698,0.082833,0.7673615,2.397894,20.46465984279069
2M16433668+3618128,M13,58.8602497093255,40.5105850479759,5196.729,3.351434,-0.47259,0.101401,1.317225,2.132505,25.593882715348677
2M16434200+3620595,M13,58.9234654994213,40.498221351628,4615.964,2.323104,-0.42808,0.278765,1.313621,-9999.0,25.246376971037126
2M16434860+3630574,M13,59.1437756327888,40.495340434695,5140.387,3.609621,-0.32103,0.096309,1.060215,2.114024,26.142274386462603
2M16435298+3629238,M13,59.112001496616,40.4778147927039,5034.5,1.921508,-1.3702,0.313785,2.313663,-9999.0,26.64353751630778
2M16440601+3536168,M13,57.9650006409714,40.3270160526561,4821.11,2.94533,0.017199,0.0211523,1.169634,-9999.0,71.79706258358414
2M16440644+3631455,M13,59.1701635645125,40.4375093091904,4986.588,2.367496,-0.62482,0.286005,1.850248,-9999.0,29.93391643398298
2M16440663+3647081,M13,59.5049071908571,40.4656998212216,4826.078,3.003663,-0.24218,0.162635,1.067343,-9999.0,39.904997119765504
2M16440744+3629107,M13,59.1145334116563,40.4292514802247,4759.28,2.408813,-0.23055,0.220315,1.403718,-9999.0,29.518925188887277
2M16441260+3506363,M13,57.326154011263,40.239750097596,4425.681,2.181987,-0.24832,0.206035,1.142239,-9999.0,108.74033328829591
2M16442268+3541272,M13,58.0865774209393,40.2820430842503,4826.612,1.869915,-1.4933,0.213805,1.531722,-9999.0,67.00254421441885
2M16442618+3659553,M13,59.7925967462251,40.4242596307722,4162.511,1.639483,-0.06183,0.0226921,1.503834,-9999.0,55.265223645605865
2M16443019+3637160,M13,59.3018210165201,40.3690443273378,4852.878,3.354879,0.1938,0.0244861,0.3016546,-9999.0,36.878898623544366
2M16443887+3703341,M13,59.8779561659558,40.3888415241032,4090.224,0.807137,-1.4133,0.220135,2.524178,-9999.0,60.74400897924974
2M16444045+3621308,M13,58.9649391981642,40.3044511079646,4867.287,2.799925,0.2814,-0.011062,1.146091,-9999.0,36.43338814091492
2M16444645+3632201,M13,59.2029023230396,40.3055534098513,4810.446,3.141555,0.064716,0.047156,1.086173,-9999.0,38.06890005864717
2M16444895+3602114,M13,58.5504288003229,40.237268824144,4659.302,2.301569,0.016097,0.111603,1.398524,-9999.0,48.88335627949918
2M16452796+3642480,M13,59.4508526615816,40.1877757924704,3914.66,0.7183219,-1.1452,0.236855,2.448894,-9999.0,50.76861186397777
2M16453405+3633489,M13,59.2592826030024,40.1501852107836,4868.137,2.383854,-0.31543,0.101397,1.668092,-9999.0,47.97975810962168
2M16454727+3701379,M13,59.8684803240012,40.159196372,4203.015,1.723272,-0.32772,0.262825,1.41205,-9999.0,68.42879800387114
2M16454864+3659300,M13,59.8229640698586,40.1507259812665,4697.746,2.516058,-0.57407,0.286955,1.121572,-9999.0,66.7432948831357
2M16460698+3650191,M13,59.633152097627,40.0727239056002,4962.818,2.447259,-0.6359,0.255125,1.352166,-9999.0,62.623152764046516
2M16461291+3548009,M13,58.2909122240673,39.9263803693222,4468.945,2.102975,-0.27414,0.188095,1.385511,-9999.0,73.10636980771237
2M16462229+3700119,M13,59.8544702780387,40.0407549985358,4703.742,2.604883,-0.37239,0.173245,1.249574,-9999.0,72.71437906645752
2M16463187+3551489,M13,58.3835601690804,39.8710482219506,4999.197,2.763453,-0.97913,0.220895,1.316406,3.195729,72.7918372618007
2M16465357+3707402,M13,60.0312296564963,39.9513901646974,4646.179,2.648001,-0.21116,0.215105,1.035292,-9999.0,84.03947988610552
2M16470502+3714068,M13,60.1759283140045,39.925564911355,5005.865,3.193701,-0.16188,0.067505,1.122677,2.901416,91.55656501720831
2M16470853+3610321,M13,58.8070693340623,39.7883717180008,4599.939,2.587524,-0.0064466,0.161795,1.020424,-9999.0,68.39028505109601
2M16470931+3647003,M13,59.5930216431072,39.8598277197254,4602.575,2.71386,-0.6816,0.231035,1.550565,14.02814,72.06936794865643
2M16471660+3648015,M13,59.6187547157814,39.8376486345191,4825.713,3.128937,0.010165,0.0309187,0.9873631,-9999.0,73.98561426470305
2M16472138+3655400,M13,59.7859001421829,39.8366863820284,4774.19,3.130057,0.14084,0.0343348,0.7714185,-9999.0,79.46372349308744
2M16474840+3702464,M13,59.9525564673372,39.7610387662834,4605.695,2.601197,-0.081315,0.170865,1.124719,-9999.0,89.1666338858316
2M16475071+3600541,M13,58.6237237618665,39.6269765807749,4065.582,1.345397,-0.12927,0.185345,1.448405,-9999.0,80.3945914544992
2M16480227+3659101,M13,59.8819021719893,39.708235196107,4896.003,2.493202,-0.75552,0.298525,1.372208,-9999.0,89.08438330607855
2M16480959+3701038,M13,59.9263614532201,39.687721084341,5009.66,2.526865,-0.61492,0.247105,1.417523,-9999.0,91.65840178730974
2M16351292+3606257,M13,58.3551028321251,42.1728884585502,4710.025,2.412591,-0.21571,0.209205,1.284222,-9999.0,85.35572161974568
2M16354705+3557273,M13,58.1705082043279,42.0431399019619,4484.826,2.134021,-0.42478,0.200705,1.307947,-9999.0,84.61388210399272
2M16360010+3700559,M13,59.5947815191605,42.101607489536,4591.867,2.628587,0.06189,0.0195531,1.032462,-9999.0,79.64189979760565
2M16364676+3710413,M13,59.8312196738162,41.9614697353493,4616.051,2.568075,-0.23676,0.210555,1.128389,-9999.0,80.04976755285391
2M16365576+3643402,M13,59.2321873810963,41.8904753587476,4973.071,2.523929,-0.59932,0.268335,1.345612,-9999.0,60.320120864822876
2M16370259+3609531,M13,58.4830507622551,41.8116842704388,4693.155,2.858258,0.099897,0.063854,1.0098,-9999.0,62.6622380846719
2M16370956+3718326,M13,60.0153856980214,41.8975230124321,4994.618,3.135135,-0.38737,0.083487,1.245398,-9999.0,84.5553520880154
2M16371172+3723125,M13,60.1202842958164,41.8970623642565,4633.351,2.678293,0.12447,0.050637,1.120776,-9999.0,89.13632246444404
2M16372271+3721197,M13,60.0825271938851,41.8581154224695,4829.854,2.682069,-0.66239,0.302525,1.319471,-9999.0,85.8909469584035
2M16372725+3618352,M13,58.6879751778394,41.7442268476799,4677.709,2.408037,-0.58859,0.271085,1.128431,-9999.0,53.65336811532932
2M16374302+3640370,M13,59.1846312840865,41.7284293960241,4688.724,2.931577,0.25413,0.002439002,0.9532131,-9999.0,50.21117347731547
2M16375027+3635052,M13,59.0649453544837,41.6952518794534,5111.78,3.679974,-0.5221,0.179675,0.8014289,1.502623,47.230310418120254
2M16375886+3610241,M13,58.5211529898657,41.6243553666054,4900.213,2.350458,-0.5641,0.259985,1.594594,-9999.0,51.93640304078311
2M16383232+3708171,M13,59.8200626227072,41.6087415966487,5426.911,3.368286,-1.9272,0.292635,0.8106661,-9999.0,64.18713716734842
2M16384606+3734503,M13,60.4149735159462,41.6029140779565,4273.991,1.854662,-0.14463,0.137715,1.288991,-9999.0,93.99303059156014
2M16391045+3612137,M13,58.5959634312462,41.3882551503697,4535.944,2.143081,-0.5178,0.265455,1.276762,-9999.0,37.954648843508636
2M16391543+3608365,M13,58.5184921651433,41.365047532624,4641.436,2.800872,0.014957,0.167245,0.8817348,-9999.0,40.188724180070146
2M16392160+3640068,M13,59.2173244803626,41.39980507903,4465.065,1.9286,-0.73407,0.273385,1.432914,-9999.0,31.912581220646622
2M16393292+3719415,M13,60.0976094719965,41.4260871453403,4623.01,2.3992,0.10721,0.007881001,1.317893,-9999.0,72.23063822633183
2M16393366+3632322,M13,59.0554208582519,41.3467118446456,4948.195,3.624654,-0.11015,0.099177,0.5097415,1.956501,26.34405137075861
2M16393877+3616077,M13,58.6957506769802,41.3006735763264,5143.971,1.961558,-9999.0,-9999.0,2.336792,-9999.0,30.08259511626358
2M16393898+3733489,M13,60.4126789039868,41.427337648235,4551.114,2.357041,-0.26679,0.150225,1.204786,-9999.0,89.70243508342129
2M16395971+3634200,M13,59.1071762875789,41.2630972538317,4987.435,2.515616,-1.4315,0.364925,0.7785742,-9999.0,21.973512361750362
2M16403418+3647236,M13,59.410811774038,41.1710574126993,4759.894,2.497995,-0.58405,0.236785,1.371892,-9999.0,28.69989169592604
2M16404298+3627418,M13,58.9814491389277,41.1073126377721,4664.029,1.472228,-1.4992,0.226555,1.675406,-9999.0,11.962054309072212
2M16405490+3619223,M13,58.8042642088623,41.0524373491419,4209.557,1.990524,0.20612,0.056585,1.123055,-9999.0,15.01386729221537
2M16410950+3658340,M13,59.6726239617512,41.0728886261682,4623.083,2.35844,0.13996,-0.005799998,1.315285,-9999.0,40.941074597506116
2M16411983+3624381,M13,58.9320153586558,40.9789685860008,4886.879,2.074956,-1.4881,0.253215,1.124015,-9999.0,6.246420775605823
2M16412464+3625449,M13,58.9587868257933,40.9649772683354,4645.825,1.251278,-1.3344,-0.06414,2.894943,-9999.0,4.5081083932639805
2M16423197+3657058,M13,59.6777146847132,40.7972597606034,4990.754,3.10441,-0.35197,0.11527,1.163486,2.583152,40.62993652885856
2M16424407+3741088,M13,60.6482059941745,40.8302229626147,5098.405,2.779911,-2.0523,0.264755,0.3982264,-9999.0,98.40883963423062
2M16430979+3733048,M13,60.4822001646438,40.7328808107478,4243.325,0.9261508,-1.4673,0.045321,2.109454,-9999.0,88.96898513034152
2M16384606+3734503,M13,60.4149735159462,41.6029140779565,4269.031,1.820945,-0.14241,0.122887,1.29987,-9999.0,93.99303059156014
2M16390296+3722100,M13,60.1403807397088,41.5286464084704,4047.055,1.24753,-0.62594,0.316075,1.793453,-9999.0,77.3158611379621
2M16391959+3731295,M13,60.3536687015317,41.4877295431071,4979.844,3.291506,-0.34446,0.217395,0.9395891,-9999.0,87.75637421883783
2M16392465+3751067,M13,60.7905013822293,41.4992042571181,4746.668,2.427232,-0.23206,0.199055,1.289199,-9999.0,112.52754588728757
2M16392577+3723182,M13,60.1747054726266,41.4551649783049,4925.7,1.706739,-2.4683,0.156825,1.056178,-9999.0,77.15877973070556
2M16393292+3719415,M13,60.0976094719965,41.4260871453403,4616.098,2.390304,0.10519,0.013528,1.303167,-9999.0,72.23063822633183
2M16393898+3733489,M13,60.4126789039868,41.427337648235,4565.726,2.332342,-0.26695,0.171725,1.35145,-9999.0,89.70243508342129
2M16395923+3648194,M13,59.4155830670023,41.288627959955,4475.294,2.090463,-0.48111,0.232015,1.40388,-9999.0,33.29090450371184
2M16401117+3721541,M13,60.1620705960766,41.3033307278737,4926.625,2.412446,-0.54255,0.298165,1.489361,-9999.0,73.04185506545039
2M16403163+3713340,M13,59.9865863611889,41.2226968543248,4730.922,1.801972,-1.2638,0.251625,1.428269,-9999.0,61.52561155188383
2M16403418+3647236,M13,59.410811774038,41.1710574126993,4744.8,2.506502,-0.58739,0.223225,1.388577,-9999.0,28.69989169592604
2M16404254+3720148,M13,60.138488009855,41.1972987328637,4299.806,1.414803,-0.83432,0.296305,1.778566,-9999.0,69.86911120838562
2M16410950+3658340,M13,59.6726239617512,41.0728886261682,4626.05,2.395894,0.14353,-0.003136,1.207469,-9999.0,40.941074597506116
2M16413837+3652023,M13,59.5422140803527,40.9661022449811,4070.626,1.23347,-0.73907,0.322645,1.843572,-9999.0,32.10977173981983
2M16415543+3633266,M13,59.1424258144354,40.8764740766619,4940.822,1.441787,-1.5208,0.050028,1.888948,-9999.0,8.196224857358647
2M16422335+3725037,M13,60.2867692088267,40.8727310810539,4618.669,2.356776,0.16851,-0.0008139983,1.267769,-9999.0,76.63878199540049
2M16423197+3657058,M13,59.6777146847132,40.7972597606034,4987.015,3.299423,-0.35931,0.124392,0.7951865,-9999.0,40.62993652885856
2M16423446+3714502,M13,60.0673887804469,40.8192941947552,4208.922,1.525837,-0.32782,0.232055,1.543761,-9999.0,63.67632899305924
2M16423825+3635066,M13,59.1996302718885,40.7371043452642,5097.351,2.771629,-1.4056,0.265915,0.5257024,-9999.0,15.39705071742312
2M16424322+3636002,M13,59.2215687630217,40.7221912933313,4593.587,1.41996,-1.5194,0.200715,1.604834,-9999.0,16.974110475473154
2M16424407+3741088,M13,60.6482059941745,40.8302229626147,5066.597,2.911575,-2.1234,0.367065,1.10414,-9999.0,98.40883963423062
2M16424751+3742516,M13,60.687203710056,40.8216210774581,4873.717,2.911631,-0.21656,0.089999,1.021721,-9999.0,100.7718374761073
2M16425611+3744040,M13,60.7171578355189,40.7952741071168,4149.905,1.601701,0.0060844,0.086456,1.455158,-9999.0,102.66050682291173
2M16430093+3730193,M13,60.4180224460966,40.7575563887937,4300.56,1.892501,-0.27019,0.216685,1.361037,-9999.0,84.97504661907583
2M16430979+3733048,M13,60.4822001646438,40.7328808107478,4244.506,0.8577126,-1.4712,0.094711,1.686592,-9999.0,88.96898513034152
2M16431724+3651330,M13,59.577537059375,40.6374935541904,4541.443,2.269087,-0.37103,0.283985,1.255148,-9999.0,37.77418531720413
2M16431961+3703248,M13,59.8377445873008,40.6506233811422,4524.511,1.997326,-0.54226,0.243465,1.550744,-9999.0,52.04588740695211
2M16432369+3626285,M13,59.0336238692075,40.5697414428481,4930.975,3.438638,-0.041825,0.048871,0.3565332,3.729495,20.46465984279069
2M16434860+3630574,M13,59.1437756327888,40.495340434695,5118.588,3.535999,-0.34734,0.115949,1.172425,1.521318,26.142274386462603
2M16435298+3629238,M13,59.112001496616,40.4778147927039,5020.651,1.891073,-1.3775,0.308795,2.232235,-9999.0,26.64353751630778
2M16440055+3755158,M13,60.9884182921717,40.6016159560511,4694.236,2.957106,0.19228,0.02706189,0.9908488,-9999.0,120.13851491716864
2M16440644+3631455,M13,59.1701635645125,40.4375093091904,5024.109,2.422616,-0.61111,0.310585,1.870122,-9999.0,29.93391643398298
2M16440663+3647081,M13,59.5049071908571,40.4656998212216,4847.271,3.038562,-0.25212,0.167765,1.06779,-9999.0,39.904997119765504
2M16351292+3606257,M13,58.3551028321251,42.1728884585502,4719.209,2.419418,-0.20051,0.205405,1.296283,-9999.0,85.35572161974568
2M16450169+3513115,M13,57.498094919445,40.0889500608855,4793.194,2.467661,-0.68441,0.287375,1.448905,-9999.0,103.22755402730672
2M16450272+3726014,M13,60.3773707804492,40.3496413388849,4643.64,2.489849,-0.087942,0.123484,1.00258,-9999.0,88.66418019204059
2M16450990+3718015,M13,60.2067109843932,40.3120827545006,4299.298,1.520886,-0.5947,0.283335,1.655274,-9999.0,80.26605736847007
2M16452202+3528069,M13,57.8322618371145,40.0537878412856,4777.785,2.460335,-0.6291,0.292545,1.375245,-9999.0,87.36474796947677
2M16452536+3609391,M13,58.7316878217021,40.1308617978135,4992.178,2.691168,-0.89522,0.148765,0.991871,1.655503,49.64121698853849
2M16452551+3711071,M13,60.0639321526387,40.2483362081906,4801.2,2.633009,-0.67221,0.302745,1.163333,-9999.0,74.66497867625787
2M16452796+3642480,M13,59.4508526615816,40.1877757924704,3942.128,0.8323505,-1.1586,0.209555,2.710316,-9999.0,50.76861186397777
2M16452824+3546592,M13,58.2433443552044,40.0738785011729,4775.947,2.358767,-0.85819,0.298115,1.766689,-9999.0,68.06391216049937
2M16452959+3740599,M13,60.7148696115445,40.2867817944624,5135.729,3.341532,-0.90193,0.329555,0.7617983,2.113538,108.91250050702655
2M16453405+3633489,M13,59.2592826030024,40.1501852107836,4872.524,2.47106,-0.31705,0.11864,1.513875,-9999.0,47.97975810962168
2M16453426+3705026,M13,59.9362275587118,40.2084629742975,5087.251,2.694118,-1.922,0.273175,1.205583,-9999.0,69.7150348218764
2M16453479+3653130,M13,59.680014783319,40.1848373406019,5116.894,2.437031,-1.3203,0.259045,1.436746,-9999.0,59.23858955803037
2M16453572+3653191,M13,59.6826837344831,40.1819449322702,5140.188,3.845044,-0.17109,0.110836,0.3267232,2.881509,59.47472839640901
2M16454144+3539267,M13,58.0880642934565,40.0133428383055,5098.718,3.528013,-0.32195,0.203625,0.3294959,1.758855,77.16381435248282
2M16454196+3723161,M13,60.3352796516803,40.2156941191776,4855.041,2.674052,-0.64559,0.197065,1.383089,-9999.0,89.7682378165505
2M16454663+3551412,M13,58.3552005029392,40.0222944155104,4873.047,3.371793,-0.1711,0.202885,0.3146226,1.63482,66.18474831791931
2M16454727+3701379,M13,59.8684803240012,40.159196372,4206.989,1.738502,-0.32736,0.268955,1.409224,-9999.0,68.42879800387114
2M16454864+3659300,M13,59.8229640698586,40.1507259812665,4687.797,2.54899,-0.57988,0.304475,1.248599,-9999.0,66.7432948831357
2M16454958+3520545,M13,57.6932629361372,39.9449572222064,4961.966,3.914586,-0.051106,0.099163,1.703609,13.51139,97.95087855633437
2M16455057+3714505,M13,60.1564426316045,40.1723696802942,5029.746,3.31306,-0.47805,0.0287068,1.170779,-9999.0,81.7945298048365
2M16460116+3605002,M13,58.6507426483787,40.0017057433403,4696.957,2.609859,-0.50042,0.294265,1.191206,-9999.0,58.60572911371173
2M16460501+3529141,M13,57.8817714301186,39.9116815989744,4575.709,2.372168,0.12925,0.089047,1.217438,-9999.0,90.38994196592112
