PLATEIFU,redshift,LW_AGE_1RE,LW_AGE_1RE_ERROR,MW_AGE_1RE,MW_AGE_1RE_ERROR,LW_Z_1RE,MW_Z_1RE,PHOTOMETRIC_MASS,stellar_sigma_1re
10001-12701,0.0392074,0.4385067,0.2072362,0.8890004,0.1860328,-0.1942593,-0.5904945,9.76654,56.15236
10001-12701,0.0392074,0.4385067,0.2072362,0.8890004,0.1860328,-0.1942593,-0.5904945,9.76654,56.15236
10001-12701,0.0392074,0.4385067,0.2072362,0.8890004,0.1860328,-0.1942593,-0.5904945,9.76654,56.22765
10001-12701,0.0392074,0.4385067,0.2072362,0.8890004,0.1860328,-0.1942593,-0.5904945,9.76654,56.15236
10001-12702,0.0408108,0.6597709,0.2040064,0.9800025,0.2586459,-0.1099341,-0.3237719,10.00429,53.41025
10001-12703,0.0462094,0.6239533,0.2092782,0.9499447,0.1749669,-0.05831962,-0.04546279,10.3125,81.69783
10001-12703,0.0462094,0.6239533,0.2092782,0.9499447,0.1749669,-0.05831962,-0.04546279,10.3125,81.69783
10001-12703,0.0462094,0.6239533,0.2092782,0.9499447,0.1749669,-0.05831962,-0.04546279,10.3125,81.22249
10001-12703,0.0462094,0.6239533,0.2092782,0.9499447,0.1749669,-0.05831962,-0.04546279,10.3125,81.69783
10001-12704,0.0141215,0.5029593,0.2258444,0.8365057,0.231655,-0.1102995,-0.1877502,9.962687,53.2665
10001-12704,0.0141215,0.5029593,0.2258444,0.8365057,0.231655,-0.1102995,-0.1877502,9.962687,53.2665
10001-12704,0.0141215,0.5029593,0.2258444,0.8365057,0.231655,-0.1102995,-0.1877502,9.962687,51.71817
10001-12704,0.0141215,0.5029593,0.2258444,0.8365057,0.231655,-0.1102995,-0.1877502,9.962687,53.2665
10001-12705,0.0462349,0.5940436,0.1766806,0.9289331,0.1520673,-0.102478,-0.2237123,10.32215,67.24818
10001-12705,0.0462349,0.5940436,0.1766806,0.9289331,0.1520673,-0.102478,-0.2237123,10.32215,67.24818
10001-12705,0.0462349,0.5940436,0.1766806,0.9289331,0.1520673,-0.102478,-0.2237123,10.32215,67.1498
10001-12705,0.0462349,0.5940436,0.1766806,0.9289331,0.1520673,-0.102478,-0.2237123,10.32215,67.24818
10001-1901,0.0257497,0.6502649,0.1452578,0.8188072,0.1563156,0.02248104,-0.09449602,9.477042,58.89737
10001-1901,0.0257497,0.6502649,0.1452578,0.8188072,0.1563156,0.02248104,-0.09449602,9.477042,58.89737
10001-1901,0.0257497,0.6502649,0.1452578,0.8188072,0.1563156,0.02248104,-0.09449602,9.477042,58.24284
10001-1901,0.0257497,0.6502649,0.1452578,0.8188072,0.1563156,0.02248104,-0.09449602,9.477042,58.89737
10001-1902,0.0253909,0.9428061,0.0782392,1.010298,0.05805408,0.1117632,0.1039286,10.39314,142.8422
10001-1902,0.0253909,0.9428061,0.0782392,1.010298,0.05805408,0.1117632,0.1039286,10.39314,142.8422
10001-1902,0.0253909,0.9428061,0.0782392,1.010298,0.05805408,0.1117632,0.1039286,10.39314,142.8422
10001-1902,0.0253909,0.9428061,0.0782392,1.010298,0.05805408,0.1117632,0.1039286,10.39314,142.8422
10001-3701,0.0394191,0.9232425,0.06393211,1.010283,0.05101871,-0.01514545,-0.06688125,10.05054,104.7102
10001-3701,0.0394191,0.9232425,0.06393211,1.010283,0.05101871,-0.01514545,-0.06688125,10.05054,104.7102
10001-3701,0.0394191,0.9232425,0.06393211,1.010283,0.05101871,-0.01514545,-0.06688125,10.05054,103.9021
10001-3701,0.0394191,0.9232425,0.06393211,1.010283,0.05101871,-0.01514545,-0.06688125,10.05054,104.7102
10001-3702,0.0256063,0.7050237,0.2064557,0.944877,0.1841459,0.02436702,0.03512532,10.19004,65.40202
10001-3702,0.0256063,0.7050237,0.2064557,0.944877,0.1841459,0.02436702,0.03512532,10.19004,65.40202
10001-3702,0.0256063,0.7050237,0.2064557,0.944877,0.1841459,0.02436702,0.03512532,10.19004,65.08794
10001-3702,0.0256063,0.7050237,0.2064557,0.944877,0.1841459,0.02436702,0.03512532,10.19004,65.40202
10001-3703,0.0405528,0.6690374,0.1590562,0.8950199,0.1715473,-0.1200179,-0.2759598,9.830155,97.81524
10001-3703,0.0405528,0.6690374,0.1590562,0.8950199,0.1715473,-0.1200179,-0.2759598,9.830155,97.81524
10001-3703,0.0405528,0.6690374,0.1590562,0.8950199,0.1715473,-0.1200179,-0.2759598,9.830155,96.70213
10001-3703,0.0405528,0.6690374,0.1590562,0.8950199,0.1715473,-0.1200179,-0.2759598,9.830155,97.81524
10001-3704,0.0307813,0.7782931,0.1366763,0.9646134,0.1176158,0.04917003,0.01610066,10.57243,103.619
10001-3704,0.0307813,0.7782931,0.1366763,0.9646134,0.1176158,0.04917003,0.01610066,10.57243,103.619
10001-3704,0.0307813,0.7782931,0.1366763,0.9646134,0.1176158,0.04917003,0.01610066,10.57243,103.2858
10001-3704,0.0307813,0.7782931,0.1366763,0.9646134,0.1176158,0.04917003,0.01610066,10.57243,103.619
10001-6101,0.119001,0.7987683,0.1386505,0.91384,0.109644,0.1800153,0.197006,11.32304,211.6315
10001-6101,0.119001,0.7987683,0.1386505,0.91384,0.109644,0.1800153,0.197006,11.32304,211.6315
10001-6101,0.119001,0.7987683,0.1386505,0.91384,0.109644,0.1800153,0.197006,11.32304,207.4861
10001-6101,0.119001,0.7987683,0.1386505,0.91384,0.109644,0.1800153,0.197006,11.32304,211.6315
10001-6102,0.0261046,0.537183,0.1631363,0.7632539,0.1800766,0.1184489,0.07578759,10.60818,113.3604
10001-6102,0.0261046,0.537183,0.1631363,0.7632539,0.1800766,0.1184489,0.07578759,10.60818,113.3604
10001-6102,0.0261046,0.537183,0.1631363,0.7632539,0.1800766,0.1184489,0.07578759,10.60818,113.3604
10001-6102,0.0261046,0.537183,0.1631363,0.7632539,0.1800766,0.1184489,0.07578759,10.60818,113.3604
10001-6103,0.0406264,0.8661034,0.1186894,1.02187,0.07910217,0.211273,0.2067386,10.83911,135.407
10001-6103,0.0406264,0.8661034,0.1186894,1.02187,0.07910217,0.211273,0.2067386,10.83911,135.407
10001-6103,0.0406264,0.8661034,0.1186894,1.02187,0.07910217,0.211273,0.2067386,10.83911,132.121
10001-6103,0.0406264,0.8661034,0.1186894,1.02187,0.07910217,0.211273,0.2067386,10.83911,135.407
10001-6104,0.0672827,0.8510764,0.1210926,0.9969679,0.07830341,0.1647041,0.2255905,11.334,242.4591
10001-6104,0.0672827,0.8510764,0.1210926,0.9969679,0.07830341,0.1647041,0.2255905,11.334,242.4591
10001-6104,0.0672827,0.8510764,0.1210926,0.9969679,0.07830341,0.1647041,0.2255905,11.334,241.5428
10001-6104,0.0672827,0.8510764,0.1210926,0.9969679,0.07830341,0.1647041,0.2255905,11.334,242.4591
10001-9101,0.0400858,0.5104399,0.2199575,0.9179524,0.1764684,-0.1770922,-0.5845579,9.91638,55.87226
10001-9101,0.0400858,0.5104399,0.2199575,0.9179524,0.1764684,-0.1770922,-0.5845579,9.91638,55.87226
10001-9101,0.0400858,0.5104399,0.2199575,0.9179524,0.1764684,-0.1770922,-0.5845579,9.91638,56.65912
10001-9101,0.0400858,0.5104399,0.2199575,0.9179524,0.1764684,-0.1770922,-0.5845579,9.91638,55.87226
10001-9102,0.0804568,0.8685433,0.09640098,1.036562,0.04913382,0.2482912,0.3049224,11.08079,192.7797
10001-9102,0.0804568,0.8685433,0.09640098,1.036562,0.04913382,0.2482912,0.3049224,11.08079,192.7797
10001-9102,0.0804568,0.8685433,0.09640098,1.036562,0.04913382,0.2482912,0.3049224,11.08079,185.1132
10001-9102,0.0804568,0.8685433,0.09640098,1.036562,0.04913382,0.2482912,0.3049224,11.08079,192.7797
10213-12701,0.142333,0.8984658,0.09204465,1.014167,0.04160122,0.1908943,0.2542564,11.41457,253.5445
10213-12701,0.142333,0.8984658,0.09204465,1.014167,0.04160122,0.1908943,0.2542564,11.41457,253.5445
10213-12701,0.142333,0.8984658,0.09204465,1.014167,0.04160122,0.1908943,0.2542564,11.41457,249.7019
10213-12701,0.142333,0.8984658,0.09204465,1.014167,0.04160122,0.1908943,0.2542564,11.41457,253.5445
10213-12702,0.0370796,0.5987391,0.2283331,0.9803095,0.1994008,-0.03740629,-0.5809834,9.643085,82.88977
10213-12702,0.0370796,0.5987391,0.2283331,0.9803095,0.1994008,-0.03740629,-0.5809834,9.643085,82.88977
10213-12702,0.0370796,0.5987391,0.2283331,0.9803095,0.1994008,-0.03740629,-0.5809834,9.643085,87.44627
10213-12702,0.0370796,0.5987391,0.2283331,0.9803095,0.1994008,-0.03740629,-0.5809834,9.643085,82.88977
10213-12703,0.037522,0.5843941,0.2260694,0.7795208,0.2498494,-0.1930994,-0.338899,9.871452,50.83265
10213-12703,0.037522,0.5843941,0.2260694,0.7795208,0.2498494,-0.1930994,-0.338899,9.871452,50.83265
10213-12703,0.037522,0.5843941,0.2260694,0.7795208,0.2498494,-0.1930994,-0.338899,9.871452,56.83239
10213-12703,0.037522,0.5843941,0.2260694,0.7795208,0.2498494,-0.1930994,-0.338899,9.871452,50.83265
10213-12704,0.079918,0.9948415,0.07156391,1.0515,0.03235476,0.1756171,0.2970281,11.37545,262.3919
10213-12704,0.079918,0.9948415,0.07156391,1.0515,0.03235476,0.1756171,0.2970281,11.37545,262.3919
10213-12704,0.079918,0.9948415,0.07156391,1.0515,0.03235476,0.1756171,0.2970281,11.37545,245.7518
10213-12704,0.079918,0.9948415,0.07156391,1.0515,0.03235476,0.1756171,0.2970281,11.37545,262.3919
10213-12705,0.0315479,0.56262,0.1982857,0.8978253,0.1838975,-0.06155131,-0.1056987,10.50737,78.11213
10213-12705,0.0315479,0.56262,0.1982857,0.8978253,0.1838975,-0.06155131,-0.1056987,10.50737,78.11213
10213-12705,0.0315479,0.56262,0.1982857,0.8978253,0.1838975,-0.06155131,-0.1056987,10.50737,75.89262
10213-12705,0.0315479,0.56262,0.1982857,0.8978253,0.1838975,-0.06155131,-0.1056987,10.50737,78.11213
10213-1901,0.0241983,0.8952517,0.07781592,0.9962968,0.05690061,0.1369504,0.07566321,10.45254,145.2414
10213-1901,0.0241983,0.8952517,0.07781592,0.9962968,0.05690061,0.1369504,0.07566321,10.45254,145.2414
10213-1901,0.0241983,0.8952517,0.07781592,0.9962968,0.05690061,0.1369504,0.07566321,10.45254,145.2414
10213-1901,0.0241983,0.8952517,0.07781592,0.9962968,0.05690061,0.1369504,0.07566321,10.45254,145.2414
10213-1902,0.0488798,0.487487,0.2238182,0.8616856,0.2051591,-0.1386887,-0.3808763,10.79402,84.88419
10213-1902,0.0488798,0.487487,0.2238182,0.8616856,0.2051591,-0.1386887,-0.3808763,10.79402,84.88419
10213-1902,0.0488798,0.487487,0.2238182,0.8616856,0.2051591,-0.1386887,-0.3808763,10.79402,84.83118
10213-1902,0.0488798,0.487487,0.2238182,0.8616856,0.2051591,-0.1386887,-0.3808763,10.79402,84.88419
10213-3701,0.142999,0.5995559,0.2154208,0.8440756,0.1836881,0.1123545,0.09194724,11.40525,187.9205
10213-3701,0.142999,0.5995559,0.2154208,0.8440756,0.1836881,0.1123545,0.09194724,11.40525,187.9205
10213-3701,0.142999,0.5995559,0.2154208,0.8440756,0.1836881,0.1123545,0.09194724,11.40525,185.9471
10213-3701,0.142999,0.5995559,0.2154208,0.8440756,0.1836881,0.1123545,0.09194724,11.40525,187.9205
10213-3702,0.148796,0.7183872,0.113341,0.8798677,0.0962576,0.3064467,0.3178931,11.44864,292.8792
10213-3702,0.148796,0.7183872,0.113341,0.8798677,0.0962576,0.3064467,0.3178931,11.44864,292.8792
10213-3702,0.148796,0.7183872,0.113341,0.8798677,0.0962576,0.3064467,0.3178931,11.44864,290.8375
10213-3702,0.148796,0.7183872,0.113341,0.8798677,0.0962576,0.3064467,0.3178931,11.44864,292.8792
10213-3704,0.126828,0.9109082,0.09356009,1.030332,0.06002926,0.2548475,0.3096252,11.57501,281.5137
10213-3704,0.126828,0.9109082,0.09356009,1.030332,0.06002926,0.2548475,0.3096252,11.57501,281.5137
10213-3704,0.126828,0.9109082,0.09356009,1.030332,0.06002926,0.2548475,0.3096252,11.57501,281.1782
10213-3704,0.126828,0.9109082,0.09356009,1.030332,0.06002926,0.2548475,0.3096252,11.57501,281.5137
10213-6101,0.0635822,0.8044635,0.1230162,0.9221267,0.1049398,0.1590181,0.2129057,10.90649,114.7461
10213-6101,0.0635822,0.8044635,0.1230162,0.9221267,0.1049398,0.1590181,0.2129057,10.90649,114.7461
10213-6101,0.0635822,0.8044635,0.1230162,0.9221267,0.1049398,0.1590181,0.2129057,10.90649,112.6054
10213-6101,0.0635822,0.8044635,0.1230162,0.9221267,0.1049398,0.1590181,0.2129057,10.90649,114.7461
10213-6102,0.0644828,0.882565,0.0947599,0.9964513,0.05730014,0.2197748,0.2341939,10.95791,223.4646
10213-6102,0.0644828,0.882565,0.0947599,0.9964513,0.05730014,0.2197748,0.2341939,10.95791,223.4646
10213-6102,0.0644828,0.882565,0.0947599,0.9964513,0.05730014,0.2197748,0.2341939,10.95791,223.9105
10213-6102,0.0644828,0.882565,0.0947599,0.9964513,0.05730014,0.2197748,0.2341939,10.95791,223.4646
10213-6103,0.0409014,0.8760028,0.1305887,1.023815,0.07726776,0.0917666,0.05478101,10.81829,142.6149
10213-6103,0.0409014,0.8760028,0.1305887,1.023815,0.07726776,0.0917666,0.05478101,10.81829,142.6149
10213-6103,0.0409014,0.8760028,0.1305887,1.023815,0.07726776,0.0917666,0.05478101,10.81829,140.5338
10213-6103,0.0409014,0.8760028,0.1305887,1.023815,0.07726776,0.0917666,0.05478101,10.81829,142.6149
10213-6104,0.0642566,0.9039086,0.09865018,0.9876048,0.07485745,0.1268147,0.1842509,11.25057,259.2636
10213-6104,0.0642566,0.9039086,0.09865018,0.9876048,0.07485745,0.1268147,0.1842509,11.25057,259.2636
10213-6104,0.0642566,0.9039086,0.09865018,0.9876048,0.07485745,0.1268147,0.1842509,11.25057,259.3048
10213-6104,0.0642566,0.9039086,0.09865018,0.9876048,0.07485745,0.1268147,0.1842509,11.25057,259.2636
10213-9101,0.0229631,0.5879836,0.1977803,0.8852775,0.1955415,0.02581278,-0.003121951,10.25584,89.47971
10213-9101,0.0229631,0.5879836,0.1977803,0.8852775,0.1955415,0.02581278,-0.003121951,10.25584,89.47971
10213-9101,0.0229631,0.5879836,0.1977803,0.8852775,0.1955415,0.02581278,-0.003121951,10.25584,89.06998
10213-9101,0.0229631,0.5879836,0.1977803,0.8852775,0.1955415,0.02581278,-0.003121951,10.25584,89.47971
10213-9102,0.0187734,0.7108134,0.2001325,1.000426,0.1702994,-0.4241255,-0.5280578,9.089496,56.80219
10213-9102,0.0187734,0.7108134,0.2001325,1.000426,0.1702994,-0.4241255,-0.5280578,9.089496,56.80219
10213-9102,0.0187734,0.7108134,0.2001325,1.000426,0.1702994,-0.4241255,-0.5280578,9.089496,55.73297
10213-9102,0.0187734,0.7108134,0.2001325,1.000426,0.1702994,-0.4241255,-0.5280578,9.089496,56.80219
10214-12701,0.0290735,0.570642,0.2151572,0.8994974,0.2033702,-0.07926348,-0.1717688,10.14048,66.93227
10214-12701,0.0290735,0.570642,0.2151572,0.8994974,0.2033702,-0.07926348,-0.1717688,10.14048,66.93227
10214-12701,0.0290735,0.570642,0.2151572,0.8994974,0.2033702,-0.07926348,-0.1717688,10.14048,65.94893
10214-12701,0.0290735,0.570642,0.2151572,0.8994974,0.2033702,-0.07926348,-0.1717688,10.14048,66.93227
10214-12702,0.0831062,0.9711805,0.1169977,1.039388,0.09168424,0.07157074,0.1315582,11.13362,203.6288
10214-12702,0.0831062,0.9711805,0.1169977,1.039388,0.09168424,0.07157074,0.1315582,11.13362,203.6288
10214-12702,0.0831062,0.9711805,0.1169977,1.039388,0.09168424,0.07157074,0.1315582,11.13362,203.0445
10214-12702,0.0831062,0.9711805,0.1169977,1.039388,0.09168424,0.07157074,0.1315582,11.13362,203.6288
10214-12703,0.033019,0.8510176,0.1233606,1.025142,0.07883876,0.1899032,0.2165968,11.11143,141.772
10214-12703,0.033019,0.8510176,0.1233606,1.025142,0.07883876,0.1899032,0.2165968,11.11143,141.772
10214-12703,0.033019,0.8510176,0.1233606,1.025142,0.07883876,0.1899032,0.2165968,11.11143,141.5834
10214-12703,0.033019,0.8510176,0.1233606,1.025142,0.07883876,0.1899032,0.2165968,11.11143,141.772
10214-12704,0.0839909,0.8690583,0.09163859,1.032893,0.0481888,0.2396111,0.3203039,11.52739,279.6443
10214-12704,0.0839909,0.8690583,0.09163859,1.032893,0.0481888,0.2396111,0.3203039,11.52739,279.6443
10214-12704,0.0839909,0.8690583,0.09163859,1.032893,0.0481888,0.2396111,0.3203039,11.52739,284.0823
10214-12704,0.0839909,0.8690583,0.09163859,1.032893,0.0481888,0.2396111,0.3203039,11.52739,279.6443
10214-1902,0.0217766,0.6553338,0.1241813,0.8184162,0.1638262,0.02351445,-0.1386837,9.820937,76.63634
10214-1902,0.0217766,0.6553338,0.1241813,0.8184162,0.1638262,0.02351445,-0.1386837,9.820937,76.63634
10214-1902,0.0217766,0.6553338,0.1241813,0.8184162,0.1638262,0.02351445,-0.1386837,9.820937,76.6373
10214-1902,0.0217766,0.6553338,0.1241813,0.8184162,0.1638262,0.02351445,-0.1386837,9.820937,76.63634
10214-3702,0.0336851,0.9513525,0.0920299,1.031045,0.060122,0.07960354,0.07435397,10.70124,182.0574
10214-3702,0.0336851,0.9513525,0.0920299,1.031045,0.060122,0.07960354,0.07435397,10.70124,182.0574
10214-3702,0.0336851,0.9513525,0.0920299,1.031045,0.060122,0.07960354,0.07435397,10.70124,182.0574
10214-3702,0.0336851,0.9513525,0.0920299,1.031045,0.060122,0.07960354,0.07435397,10.70124,182.0574
10214-3703,0.0862614,0.9210197,0.1023395,1.017698,0.06113939,0.1558127,0.2412821,11.34686,277.6299
10214-3703,0.0862614,0.9210197,0.1023395,1.017698,0.06113939,0.1558127,0.2412821,11.34686,277.6299
10214-3703,0.0862614,0.9210197,0.1023395,1.017698,0.06113939,0.1558127,0.2412821,11.34686,278.7622
10214-3703,0.0862614,0.9210197,0.1023395,1.017698,0.06113939,0.1558127,0.2412821,11.34686,277.6299
10214-3704,0.0626168,0.8660934,0.08913749,0.9630979,0.0670662,0.1921197,0.2017531,10.90777,167.2802
10214-3704,0.0626168,0.8660934,0.08913749,0.9630979,0.0670662,0.1921197,0.2017531,10.90777,167.2802
10214-3704,0.0626168,0.8660934,0.08913749,0.9630979,0.0670662,0.1921197,0.2017531,10.90777,166.2526
10214-3704,0.0626168,0.8660934,0.08913749,0.9630979,0.0670662,0.1921197,0.2017531,10.90777,167.2802
10214-6101,0.0174922,0.5730149,0.1849404,0.8607386,0.1898125,-0.2666683,-0.3723883,9.705388,69.43288
10214-6101,0.0174922,0.5730149,0.1849404,0.8607386,0.1898125,-0.2666683,-0.3723883,9.705388,69.43288
10214-6101,0.0174922,0.5730149,0.1849404,0.8607386,0.1898125,-0.2666683,-0.3723883,9.705388,69.56328
10214-6101,0.0174922,0.5730149,0.1849404,0.8607386,0.1898125,-0.2666683,-0.3723883,9.705388,69.43288
10214-6102,0.0531879,0.9237607,0.1033321,1.040029,0.06620134,0.06865408,0.1821165,10.70922,143.6563
10214-6102,0.0531879,0.9237607,0.1033321,1.040029,0.06620134,0.06865408,0.1821165,10.70922,143.6563
10214-6102,0.0531879,0.9237607,0.1033321,1.040029,0.06620134,0.06865408,0.1821165,10.70922,142.7081
10214-6102,0.0531879,0.9237607,0.1033321,1.040029,0.06620134,0.06865408,0.1821165,10.70922,143.6563
10214-6104,0.0236042,0.4278843,0.2892334,0.8636282,0.2717561,-0.1920687,-0.341335,9.659803,51.7697
10214-9101,0.0335704,0.8862909,0.1181171,1.01884,0.08169422,0.001705657,0.03876998,10.92734,173.725
10214-9101,0.0335704,0.8862909,0.1181171,1.01884,0.08169422,0.001705657,0.03876998,10.92734,173.725
10214-9101,0.0335704,0.8862909,0.1181171,1.01884,0.08169422,0.001705657,0.03876998,10.92734,173.8358
10214-9101,0.0335704,0.8862909,0.1181171,1.01884,0.08169422,0.001705657,0.03876998,10.92734,173.725
10214-9102,0.146782,0.8488461,0.1013274,1.01684,0.05189219,0.1776874,0.2186395,11.39109,199.8239
10214-9102,0.146782,0.8488461,0.1013274,1.01684,0.05189219,0.1776874,0.2186395,11.39109,199.8239
10214-9102,0.146782,0.8488461,0.1013274,1.01684,0.05189219,0.1776874,0.2186395,11.39109,174.922
10214-9102,0.146782,0.8488461,0.1013274,1.01684,0.05189219,0.1776874,0.2186395,11.39109,199.8239
10215-12701,0.0737496,0.6482761,0.1623852,0.8116662,0.1536773,0.1751464,0.1501841,11.0064,199.734
10215-12701,0.0737496,0.6482761,0.1623852,0.8116662,0.1536773,0.1751464,0.1501841,11.0064,199.734
10215-12701,0.0737496,0.6482761,0.1623852,0.8116662,0.1536773,0.1751464,0.1501841,11.0064,194.7252
10215-12701,0.0737496,0.6482761,0.1623852,0.8116662,0.1536773,0.1751464,0.1501841,11.0064,199.734
10215-12703,0.0218943,0.08582872,0.3612619,0.7000647,0.3222731,-0.1602943,-0.5202309,9.686313,51.44709
10215-12704,0.0306034,0.8415684,0.1314207,1.023883,0.09342959,0.1222109,0.184607,10.6542,100.6313
10215-12704,0.0306034,0.8415684,0.1314207,1.023883,0.09342959,0.1222109,0.184607,10.6542,100.6313
10215-12704,0.0306034,0.8415684,0.1314207,1.023883,0.09342959,0.1222109,0.184607,10.6542,94.95293
10215-12704,0.0306034,0.8415684,0.1314207,1.023883,0.09342959,0.1222109,0.184607,10.6542,100.6313
10215-12705,0.0737836,0.5102348,0.1916675,0.8225353,0.1550176,-0.07302814,0.01892007,10.81684,70.08213
10215-12705,0.0737836,0.5102348,0.1916675,0.8225353,0.1550176,-0.07302814,0.01892007,10.81684,70.08213
10215-12705,0.0737836,0.5102348,0.1916675,0.8225353,0.1550176,-0.07302814,0.01892007,10.81684,61.85179
10215-12705,0.0737836,0.5102348,0.1916675,0.8225353,0.1550176,-0.07302814,0.01892007,10.81684,70.08213
10215-1902,0.0397304,0.5785494,0.1250015,0.8808714,0.121195,-0.0377999,0.009749611,10.03664,69.71246
10215-1902,0.0397304,0.5785494,0.1250015,0.8808714,0.121195,-0.0377999,0.009749611,10.03664,69.71246
10215-1902,0.0397304,0.5785494,0.1250015,0.8808714,0.121195,-0.0377999,0.009749611,10.03664,68.799
10215-1902,0.0397304,0.5785494,0.1250015,0.8808714,0.121195,-0.0377999,0.009749611,10.03664,69.71246
10215-3702,0.0337287,0.5082034,0.1638862,0.8264973,0.1706817,0.03241306,0.03719614,10.90096,145.3374
10215-3702,0.0337287,0.5082034,0.1638862,0.8264973,0.1706817,0.03241306,0.03719614,10.90096,145.3374
10215-3702,0.0337287,0.5082034,0.1638862,0.8264973,0.1706817,0.03241306,0.03719614,10.90096,145.3374
10215-3702,0.0337287,0.5082034,0.1638862,0.8264973,0.1706817,0.03241306,0.03719614,10.90096,145.3374
10215-3703,0.0319773,0.6836752,0.1062328,0.8649148,0.1093707,0.1248481,0.02672944,10.44776,119.4562
10215-3703,0.0319773,0.6836752,0.1062328,0.8649148,0.1093707,0.1248481,0.02672944,10.44776,119.4562
10215-3703,0.0319773,0.6836752,0.1062328,0.8649148,0.1093707,0.1248481,0.02672944,10.44776,119.6271
10215-3703,0.0319773,0.6836752,0.1062328,0.8649148,0.1093707,0.1248481,0.02672944,10.44776,119.4562
10215-3704,0.0520623,0.7533423,0.1157062,0.8821299,0.1099857,0.1947936,0.1510983,10.70499,158.105
10215-3704,0.0520623,0.7533423,0.1157062,0.8821299,0.1099857,0.1947936,0.1510983,10.70499,158.105
10215-3704,0.0520623,0.7533423,0.1157062,0.8821299,0.1099857,0.1947936,0.1510983,10.70499,158.651
10215-3704,0.0520623,0.7533423,0.1157062,0.8821299,0.1099857,0.1947936,0.1510983,10.70499,158.105
10215-6101,0.0845256,0.7658916,0.09948049,0.9213291,0.0732535,0.220304,0.2358305,11.10563,172.8895
10215-6101,0.0845256,0.7658916,0.09948049,0.9213291,0.0732535,0.220304,0.2358305,11.10563,172.8895
10215-6101,0.0845256,0.7658916,0.09948049,0.9213291,0.0732535,0.220304,0.2358305,11.10563,173.0788
10215-6101,0.0845256,0.7658916,0.09948049,0.9213291,0.0732535,0.220304,0.2358305,11.10563,172.8895
10215-6102,0.0214122,0.5922633,0.09784051,0.9523852,0.08349353,-0.2349527,-0.5261395,9.954911,79.07258
10215-6102,0.0214122,0.5922633,0.09784051,0.9523852,0.08349353,-0.2349527,-0.5261395,9.954911,79.07258
10215-6102,0.0214122,0.5922633,0.09784051,0.9523852,0.08349353,-0.2349527,-0.5261395,9.954911,78.8559
10215-6102,0.0214122,0.5922633,0.09784051,0.9523852,0.08349353,-0.2349527,-0.5261395,9.954911,79.07258
10215-6103,0.0407153,0.6146955,0.1674418,0.940277,0.1462909,-0.1151012,-0.07615119,10.02061,59.9557
10215-6103,0.0407153,0.6146955,0.1674418,0.940277,0.1462909,-0.1151012,-0.07615119,10.02061,59.9557
10215-6103,0.0407153,0.6146955,0.1674418,0.940277,0.1462909,-0.1151012,-0.07615119,10.02061,60.08862
10215-6103,0.0407153,0.6146955,0.1674418,0.940277,0.1462909,-0.1151012,-0.07615119,10.02061,59.9557
10215-6104,0.0684507,0.458931,0.1832637,0.9028748,0.1463421,-0.2087672,-0.5856838,10.73341,107.154
10215-6104,0.0684507,0.458931,0.1832637,0.9028748,0.1463421,-0.2087672,-0.5856838,10.73341,107.154
10215-6104,0.0684507,0.458931,0.1832637,0.9028748,0.1463421,-0.2087672,-0.5856838,10.73341,106.436
10215-6104,0.0684507,0.458931,0.1832637,0.9028748,0.1463421,-0.2087672,-0.5856838,10.73341,107.154
10215-9102,0.0414319,0.6719932,0.1422388,0.8879964,0.1496885,-0.01620273,-0.2006438,10.2149,80.88684
10215-9102,0.0414319,0.6719932,0.1422388,0.8879964,0.1496885,-0.01620273,-0.2006438,10.2149,80.88684
10215-9102,0.0414319,0.6719932,0.1422388,0.8879964,0.1496885,-0.01620273,-0.2006438,10.2149,81.83729
10215-9102,0.0414319,0.6719932,0.1422388,0.8879964,0.1496885,-0.01620273,-0.2006438,10.2149,80.88684
10216-12701,0.0461579,0.619771,0.1926009,0.9429389,0.1875894,-0.07545001,-0.2799238,10.31913,63.19512
10216-12701,0.0461579,0.619771,0.1926009,0.9429389,0.1875894,-0.07545001,-0.2799238,10.31913,63.19512
10216-12701,0.0461579,0.619771,0.1926009,0.9429389,0.1875894,-0.07545001,-0.2799238,10.31913,62.70736
10216-12701,0.0461579,0.619771,0.1926009,0.9429389,0.1875894,-0.07545001,-0.2799238,10.31913,63.19512
10216-12702,0.0289085,0.5949836,0.209012,0.9057135,0.1890917,0.02181073,-0.04449959,10.48823,93.88435
10216-12702,0.0289085,0.5949836,0.209012,0.9057135,0.1890917,0.02181073,-0.04449959,10.48823,93.88435
10216-12702,0.0289085,0.5949836,0.209012,0.9057135,0.1890917,0.02181073,-0.04449959,10.48823,92.94795
10216-12702,0.0289085,0.5949836,0.209012,0.9057135,0.1890917,0.02181073,-0.04449959,10.48823,93.88435
10216-12704,0.0449364,0.8770695,0.1279621,1.029052,0.09378824,-0.002981573,0.09610312,10.86372,175.4049
10216-12704,0.0449364,0.8770695,0.1279621,1.029052,0.09378824,-0.002981573,0.09610312,10.86372,175.4049
10216-12704,0.0449364,0.8770695,0.1279621,1.029052,0.09378824,-0.002981573,0.09610312,10.86372,174.8384
10216-12704,0.0449364,0.8770695,0.1279621,1.029052,0.09378824,-0.002981573,0.09610312,10.86372,175.4049
10216-12705,0.0219717,0.4358452,0.2635511,0.9177339,0.2276723,-0.08359426,-0.1482006,9.517181,58.74695
