PLATEIFU,redshift,LW_AGE_1RE,LW_AGE_1RE_ERROR,MW_AGE_1RE,MW_AGE_1RE_ERROR,LW_Z_1RE,MW_Z_1RE,PHOTOMETRIC_MASS,stellar_sigma_1re
10846-12702,0.04812082,0.7003967,0.1397165,0.9427025,0.08716011,0.1707157,0.1841314,11.28909,238.7999
10846-12702,0.04812082,0.7003967,0.1397165,0.9427025,0.08716011,0.1707157,0.1841314,11.28909,239.0099
10846-12703,0.03370003,0.8447487,0.1307105,0.9970252,0.09738105,0.01134431,-0.0464596,10.86454,168.5294
10846-12703,0.03370003,0.8447487,0.1307105,0.9970252,0.09738105,0.01134431,-0.0464596,10.86454,168.5294
10846-12703,0.03370003,0.8447487,0.1307105,0.9970252,0.09738105,0.01134431,-0.0464596,10.86454,165.1955
10846-12703,0.03370003,0.8447487,0.1307105,0.9970252,0.09738105,0.01134431,-0.0464596,10.86454,168.5294
10846-12704,0.03375706,0.7888194,0.1209905,0.9750435,0.1385598,-0.6823012,-1.058229,9.543107,57.48666
10846-1901,0.03351018,0.6888821,0.1276911,0.8580083,0.1351892,0.01495838,-0.133184,9.8159,58.53741
10846-1901,0.03351018,0.6888821,0.1276911,0.8580083,0.1351892,0.01495838,-0.133184,9.8159,58.53741
10846-1901,0.03351018,0.6888821,0.1276911,0.8580083,0.1351892,0.01495838,-0.133184,9.8159,58.63627
10846-1901,0.03351018,0.6888821,0.1276911,0.8580083,0.1351892,0.01495838,-0.133184,9.8159,58.53741
10846-1902,0.03341235,0.9079098,0.07495237,0.9844617,0.0592457,0.1302366,0.09011005,10.76484,221.332
10846-1902,0.03341235,0.9079098,0.07495237,0.9844617,0.0592457,0.1302366,0.09011005,10.76484,221.332
10846-1902,0.03341235,0.9079098,0.07495237,0.9844617,0.0592457,0.1302366,0.09011005,10.76484,221.332
10846-1902,0.03341235,0.9079098,0.07495237,0.9844617,0.0592457,0.1302366,0.09011005,10.76484,221.332
10846-3701,0.0426452,1.000321,0.07795693,1.049936,0.05416614,0.09407049,0.1823165,10.04932,86.3427
10846-3701,0.0426452,1.000321,0.07795693,1.049936,0.05416614,0.09407049,0.1823165,10.04932,86.3427
10846-3701,0.0426452,1.000321,0.07795693,1.049936,0.05416614,0.09407049,0.1823165,10.04932,85.83669
10846-3701,0.0426452,1.000321,0.07795693,1.049936,0.05416614,0.09407049,0.1823165,10.04932,86.3427
10846-3702,0.0467645,0.8768232,0.09409662,0.9840049,0.06892477,0.06456009,0.02395531,10.43882,128.2635
10846-3702,0.0467645,0.8768232,0.09409662,0.9840049,0.06892477,0.06456009,0.02395531,10.43882,128.2635
10846-3702,0.0467645,0.8768232,0.09409662,0.9840049,0.06892477,0.06456009,0.02395531,10.43882,128.4624
10846-3702,0.0467645,0.8768232,0.09409662,0.9840049,0.06892477,0.06456009,0.02395531,10.43882,128.2635
10846-3703,0.03373883,0.8817105,0.1242594,1.031806,0.08056629,-0.1293426,-0.1773021,9.64816,65.79517
10846-3703,0.03373883,0.8817105,0.1242594,1.031806,0.08056629,-0.1293426,-0.1773021,9.64816,65.79517
10846-3703,0.03373883,0.8817105,0.1242594,1.031806,0.08056629,-0.1293426,-0.1773021,9.64816,64.18803
10846-3703,0.03373883,0.8817105,0.1242594,1.031806,0.08056629,-0.1293426,-0.1773021,9.64816,65.79517
10846-3704,0.03381977,0.5630937,0.1891032,0.8238472,0.2469746,-0.2360814,-0.3879794,9.611544,59.70754
10846-3704,0.03381977,0.5630937,0.1891032,0.8238472,0.2469746,-0.2360814,-0.3879794,9.611544,59.70754
10846-3704,0.03381977,0.5630937,0.1891032,0.8238472,0.2469746,-0.2360814,-0.3879794,9.611544,58.87436
10846-3704,0.03381977,0.5630937,0.1891032,0.8238472,0.2469746,-0.2360814,-0.3879794,9.611544,59.70754
10846-6101,0.0964704,0.3143576,0.1664473,0.5762612,0.2180254,0.1970941,0.1640753,11.27803,192.333
10846-6101,0.0964704,0.3143576,0.1664473,0.5762612,0.2180254,0.1970941,0.1640753,11.27803,192.333
10846-6101,0.0964704,0.3143576,0.1664473,0.5762612,0.2180254,0.1970941,0.1640753,11.27803,192.6225
10846-6101,0.0964704,0.3143576,0.1664473,0.5762612,0.2180254,0.1970941,0.1640753,11.27803,192.333
10846-6102,0.04507175,0.9039952,0.09212931,1.009398,0.07183685,0.04097082,-0.0009585481,10.31442,86.30429
10846-6102,0.04507175,0.9039952,0.09212931,1.009398,0.07183685,0.04097082,-0.0009585481,10.31442,86.30429
10846-6102,0.04507175,0.9039952,0.09212931,1.009398,0.07183685,0.04097082,-0.0009585481,10.31442,86.59124
10846-6102,0.04507175,0.9039952,0.09212931,1.009398,0.07183685,0.04097082,-0.0009585481,10.31442,86.30429
10846-6103,0.04809754,0.8097625,0.1944196,0.9737459,0.1627568,0.1087475,0.005853458,10.45168,93.95197
10846-6103,0.04809754,0.8097625,0.1944196,0.9737459,0.1627568,0.1087475,0.005853458,10.45168,93.95197
10846-6103,0.04809754,0.8097625,0.1944196,0.9737459,0.1627568,0.1087475,0.005853458,10.45168,91.79555
10846-6103,0.04809754,0.8097625,0.1944196,0.9737459,0.1627568,0.1087475,0.005853458,10.45168,93.95197
10846-6104,0.04846503,0.6782797,0.1635538,0.9016747,0.1393977,0.05940577,0.08271861,10.82149,149.147
10846-6104,0.04846503,0.6782797,0.1635538,0.9016747,0.1393977,0.05940577,0.08271861,10.82149,149.147
10846-6104,0.04846503,0.6782797,0.1635538,0.9016747,0.1393977,0.05940577,0.08271861,10.82149,149.4133
10846-6104,0.04846503,0.6782797,0.1635538,0.9016747,0.1393977,0.05940577,0.08271861,10.82149,149.147
10846-9101,0.04388978,0.8438361,0.1150994,0.9817935,0.09934524,0.07162756,0.002718194,10.36291,76.33599
10846-9101,0.04388978,0.8438361,0.1150994,0.9817935,0.09934524,0.07162756,0.002718194,10.36291,76.33599
10846-9101,0.04388978,0.8438361,0.1150994,0.9817935,0.09934524,0.07162756,0.002718194,10.36291,75.53934
10846-9101,0.04388978,0.8438361,0.1150994,0.9817935,0.09934524,0.07162756,0.002718194,10.36291,76.33599
10846-9102,0.04901973,0.6399645,0.2000027,0.9498793,0.1568908,0.1487749,0.1639306,11.35379,150.8484
10846-9102,0.04901973,0.6399645,0.2000027,0.9498793,0.1568908,0.1487749,0.1639306,11.35379,150.8484
10846-9102,0.04901973,0.6399645,0.2000027,0.9498793,0.1568908,0.1487749,0.1639306,11.35379,136.3151
10846-9102,0.04901973,0.6399645,0.2000027,0.9498793,0.1568908,0.1487749,0.1639306,11.35379,150.8484
11004-12702,0.02370975,0.4928299,0.1969344,0.8659686,0.1513757,-0.1174114,-0.05495327,9.574559,53.7254
11004-12703,0.02210015,0.6455292,0.1714977,0.9432071,0.1415706,-0.02416847,-0.07383489,10.53178,114.8038
11004-12703,0.02210015,0.6455292,0.1714977,0.9432071,0.1415706,-0.02416847,-0.07383489,10.53178,114.8038
11004-12703,0.02210015,0.6455292,0.1714977,0.9432071,0.1415706,-0.02416847,-0.07383489,10.53178,114.901
11004-12703,0.02210015,0.6455292,0.1714977,0.9432071,0.1415706,-0.02416847,-0.07383489,10.53178,114.8038
11004-12704,0.02443919,0.7550589,0.158372,0.952898,0.1392391,-0.100477,0.0352505,10.62159,81.88134
11004-12704,0.02443919,0.7550589,0.158372,0.952898,0.1392391,-0.100477,0.0352505,10.62159,81.88134
11004-12704,0.02443919,0.7550589,0.158372,0.952898,0.1392391,-0.100477,0.0352505,10.62159,78.39822
11004-12704,0.02443919,0.7550589,0.158372,0.952898,0.1392391,-0.100477,0.0352505,10.62159,81.88134
11004-12705,0.03595249,0.5991253,0.182298,0.9405432,0.1574904,-0.05380741,-0.01011487,10.68503,93.2462
11004-12705,0.03595249,0.5991253,0.182298,0.9405432,0.1574904,-0.05380741,-0.01011487,10.68503,93.2462
11004-12705,0.03595249,0.5991253,0.182298,0.9405432,0.1574904,-0.05380741,-0.01011487,10.68503,93.52593
11004-12705,0.03595249,0.5991253,0.182298,0.9405432,0.1574904,-0.05380741,-0.01011487,10.68503,93.2462
11004-1901,0.02528051,0.9016965,0.06685337,0.9771092,0.05767217,0.04835492,-0.00154414,10.08369,111.1611
11004-1901,0.02528051,0.9016965,0.06685337,0.9771092,0.05767217,0.04835492,-0.00154414,10.08369,111.1611
11004-1901,0.02528051,0.9016965,0.06685337,0.9771092,0.05767217,0.04835492,-0.00154414,10.08369,111.1141
11004-1901,0.02528051,0.9016965,0.06685337,0.9771092,0.05767217,0.04835492,-0.00154414,10.08369,111.1611
11004-1902,0.0735385,0.321216,0.1664458,0.4858814,0.2516785,0.1085015,0.06617214,11.14379,179.1684
11004-1902,0.0735385,0.321216,0.1664458,0.4858814,0.2516785,0.1085015,0.06617214,11.14379,179.1684
11004-1902,0.0735385,0.321216,0.1664458,0.4858814,0.2516785,0.1085015,0.06617214,11.14379,179.228
11004-1902,0.0735385,0.321216,0.1664458,0.4858814,0.2516785,0.1085015,0.06617214,11.14379,179.1684
11004-3701,0.03751601,0.9746882,0.07793462,1.050641,0.05838436,-0.02998324,-0.03588939,10.76634,188.5345
11004-3701,0.03751601,0.9746882,0.07793462,1.050641,0.05838436,-0.02998324,-0.03588939,10.76634,188.5345
11004-3701,0.03751601,0.9746882,0.07793462,1.050641,0.05838436,-0.02998324,-0.03588939,10.76634,188.2124
11004-3701,0.03751601,0.9746882,0.07793462,1.050641,0.05838436,-0.02998324,-0.03588939,10.76634,188.5345
11004-3702,0.01959249,0.4099098,0.1953173,0.8091643,0.1826129,-0.2489789,-0.8259413,9.407266,64.55252
11004-3702,0.01959249,0.4099098,0.1953173,0.8091643,0.1826129,-0.2489789,-0.8259413,9.407266,64.55252
11004-3702,0.01959249,0.4099098,0.1953173,0.8091643,0.1826129,-0.2489789,-0.8259413,9.407266,64.55252
11004-3702,0.01959249,0.4099098,0.1953173,0.8091643,0.1826129,-0.2489789,-0.8259413,9.407266,64.55252
11004-3703,0.038107,0.5058842,0.1424634,0.891981,0.1406127,-0.2498483,-0.7478696,10.22025,92.44831
11004-3703,0.038107,0.5058842,0.1424634,0.891981,0.1406127,-0.2498483,-0.7478696,10.22025,92.44831
11004-3703,0.038107,0.5058842,0.1424634,0.891981,0.1406127,-0.2498483,-0.7478696,10.22025,91.73258
11004-3703,0.038107,0.5058842,0.1424634,0.891981,0.1406127,-0.2498483,-0.7478696,10.22025,92.44831
11004-6101,0.02576452,0.7668574,0.2086878,0.9222865,0.2019551,-0.08915997,-0.000114109,10.46301,90.25236
11004-6101,0.02576452,0.7668574,0.2086878,0.9222865,0.2019551,-0.08915997,-0.000114109,10.46301,90.25236
11004-6101,0.02576452,0.7668574,0.2086878,0.9222865,0.2019551,-0.08915997,-0.000114109,10.46301,90.85374
11004-6101,0.02576452,0.7668574,0.2086878,0.9222865,0.2019551,-0.08915997,-0.000114109,10.46301,90.25236
11004-6102,0.01454383,0.4743398,0.266273,0.8668347,0.2668827,-0.2113333,-0.5577651,9.238275,51.74647
11004-6102,0.01454383,0.4743398,0.266273,0.8668347,0.2668827,-0.2113333,-0.5577651,9.238275,51.74647
11004-6102,0.01454383,0.4743398,0.266273,0.8668347,0.2668827,-0.2113333,-0.5577651,9.238275,56.98824
11004-6102,0.01454383,0.4743398,0.266273,0.8668347,0.2668827,-0.2113333,-0.5577651,9.238275,51.74647
11004-6103,0.02311298,0.7806119,0.1612043,1.017351,0.1217403,0.1200231,0.22392,9.922341,66.47528
11004-6103,0.02311298,0.7806119,0.1612043,1.017351,0.1217403,0.1200231,0.22392,9.922341,66.47528
11004-6103,0.02311298,0.7806119,0.1612043,1.017351,0.1217403,0.1200231,0.22392,9.922341,66.11671
11004-6103,0.02311298,0.7806119,0.1612043,1.017351,0.1217403,0.1200231,0.22392,9.922341,66.47528
11004-9101,0.02108971,0.1884129,0.39961,0.7224137,0.4031093,-0.08321726,-0.2856659,9.609591,50.86022
11004-9101,0.02108971,0.1884129,0.39961,0.7224137,0.4031093,-0.08321726,-0.2856659,9.609591,50.86022
11004-9101,0.02108971,0.1884129,0.39961,0.7224137,0.4031093,-0.08321726,-0.2856659,9.609591,56.11104
11004-9101,0.02108971,0.1884129,0.39961,0.7224137,0.4031093,-0.08321726,-0.2856659,9.609591,50.86022
11004-9102,0.07066754,0.8824328,0.09625024,1.031074,0.05420989,0.1563872,0.2710265,11.33632,241.8441
11004-9102,0.07066754,0.8824328,0.09625024,1.031074,0.05420989,0.1563872,0.2710265,11.33632,241.8441
11004-9102,0.07066754,0.8824328,0.09625024,1.031074,0.05420989,0.1563872,0.2710265,11.33632,236.6769
11004-9102,0.07066754,0.8824328,0.09625024,1.031074,0.05420989,0.1563872,0.2710265,11.33632,241.8441
11006-12701,0.02280963,0.7597252,0.121137,0.9032633,0.1249927,0.02625732,-0.1099924,9.902996,53.45919
11006-12701,0.02280963,0.7597252,0.121137,0.9032633,0.1249927,0.02625732,-0.1099924,9.902996,53.45919
11006-12701,0.02280963,0.7597252,0.121137,0.9032633,0.1249927,0.02625732,-0.1099924,9.902996,54.13614
11006-12701,0.02280963,0.7597252,0.121137,0.9032633,0.1249927,0.02625732,-0.1099924,9.902996,53.45919
11006-12702,0.02627785,0.9221666,0.1077365,1.038419,0.07521316,0.09209687,0.1655512,10.63807,126.484
11006-12702,0.02627785,0.9221666,0.1077365,1.038419,0.07521316,0.09209687,0.1655512,10.63807,126.484
11006-12702,0.02627785,0.9221666,0.1077365,1.038419,0.07521316,0.09209687,0.1655512,10.63807,135.1131
11006-12702,0.02627785,0.9221666,0.1077365,1.038419,0.07521316,0.09209687,0.1655512,10.63807,126.484
11006-12703,0.02297903,0.8281717,0.08481115,0.9417605,0.07648958,0.1988459,0.1813413,10.39069,107.2188
11006-12703,0.02297903,0.8281717,0.08481115,0.9417605,0.07648958,0.1988459,0.1813413,10.39069,107.2188
11006-12703,0.02297903,0.8281717,0.08481115,0.9417605,0.07648958,0.1988459,0.1813413,10.39069,107.0094
11006-12703,0.02297903,0.8281717,0.08481115,0.9417605,0.07648958,0.1988459,0.1813413,10.39069,107.2188
11006-12704,0.02809328,0.8934941,0.1039671,0.9989418,0.08152804,0.1300649,0.1772319,10.45022,110.0262
11006-12704,0.02809328,0.8934941,0.1039671,0.9989418,0.08152804,0.1300649,0.1772319,10.45022,110.0262
11006-12704,0.02809328,0.8934941,0.1039671,0.9989418,0.08152804,0.1300649,0.1772319,10.45022,109.943
11006-12704,0.02809328,0.8934941,0.1039671,0.9989418,0.08152804,0.1300649,0.1772319,10.45022,110.0262
11006-12705,0.02080937,0.8330619,0.1439607,0.9845563,0.1257257,-0.1588769,-0.01432999,9.545648,50.01741
11006-12705,0.02080937,0.8330619,0.1439607,0.9845563,0.1257257,-0.1588769,-0.01432999,9.545648,50.01741
11006-12705,0.02080937,0.8330619,0.1439607,0.9845563,0.1257257,-0.1588769,-0.01432999,9.545648,50.07998
11006-12705,0.02080937,0.8330619,0.1439607,0.9845563,0.1257257,-0.1588769,-0.01432999,9.545648,50.01741
11006-1901,0.02490393,0.7845774,0.07234254,0.8793525,0.06053351,0.2739795,0.2536196,10.37416,187.1769
11006-1901,0.02490393,0.7845774,0.07234254,0.8793525,0.06053351,0.2739795,0.2536196,10.37416,187.1769
11006-1901,0.02490393,0.7845774,0.07234254,0.8793525,0.06053351,0.2739795,0.2536196,10.37416,187.1769
11006-1901,0.02490393,0.7845774,0.07234254,0.8793525,0.06053351,0.2739795,0.2536196,10.37416,187.1769
11006-1902,0.0227095,0.8727399,0.1172592,0.9867906,0.1015946,-0.232855,-0.2647704,9.43551,52.55377
11006-1902,0.0227095,0.8727399,0.1172592,0.9867906,0.1015946,-0.232855,-0.2647704,9.43551,52.55377
11006-1902,0.0227095,0.8727399,0.1172592,0.9867906,0.1015946,-0.232855,-0.2647704,9.43551,52.60387
11006-1902,0.0227095,0.8727399,0.1172592,0.9867906,0.1015946,-0.232855,-0.2647704,9.43551,52.55377
11006-3702,0.02577951,0.3719619,0.1892625,0.8618183,0.1639485,-0.2141718,-0.6452672,9.650096,70.59704
11006-3702,0.02577951,0.3719619,0.1892625,0.8618183,0.1639485,-0.2141718,-0.6452672,9.650096,70.59704
11006-3702,0.02577951,0.3719619,0.1892625,0.8618183,0.1639485,-0.2141718,-0.6452672,9.650096,70.45837
11006-3702,0.02577951,0.3719619,0.1892625,0.8618183,0.1639485,-0.2141718,-0.6452672,9.650096,70.59704
11006-3703,0.02314709,0.8999798,0.1213868,1.020776,0.09962183,-0.03399425,0.01562693,9.890168,51.4919
11006-3703,0.02314709,0.8999798,0.1213868,1.020776,0.09962183,-0.03399425,0.01562693,9.890168,51.4919
11006-3703,0.02314709,0.8999798,0.1213868,1.020776,0.09962183,-0.03399425,0.01562693,9.890168,51.63902
11006-3703,0.02314709,0.8999798,0.1213868,1.020776,0.09962183,-0.03399425,0.01562693,9.890168,51.4919
11006-6102,0.02452595,0.9333971,0.101526,1.039494,0.06944104,0.1254981,0.16823,10.31947,105.8647
11006-6102,0.02452595,0.9333971,0.101526,1.039494,0.06944104,0.1254981,0.16823,10.31947,105.8647
11006-6102,0.02452595,0.9333971,0.101526,1.039494,0.06944104,0.1254981,0.16823,10.31947,105.5935
11006-6102,0.02452595,0.9333971,0.101526,1.039494,0.06944104,0.1254981,0.16823,10.31947,105.8647
11006-6103,0.02447844,0.9065528,0.1065909,1.031027,0.06587253,0.2693991,0.2747245,11.18903,283.2727
11006-6103,0.02447844,0.9065528,0.1065909,1.031027,0.06587253,0.2693991,0.2747245,11.18903,283.2727
11006-6103,0.02447844,0.9065528,0.1065909,1.031027,0.06587253,0.2693991,0.2747245,11.18903,283.2727
11006-6103,0.02447844,0.9065528,0.1065909,1.031027,0.06587253,0.2693991,0.2747245,11.18903,283.2727
11007-12701,0.01977209,0.935969,0.06904025,1.029151,0.05308604,0.07012094,0.03520678,9.59043,74.3664
11007-12701,0.01977209,0.935969,0.06904025,1.029151,0.05308604,0.07012094,0.03520678,9.59043,74.3664
11007-12701,0.01977209,0.935969,0.06904025,1.029151,0.05308604,0.07012094,0.03520678,9.59043,74.55374
11007-12701,0.01977209,0.935969,0.06904025,1.029151,0.05308604,0.07012094,0.03520678,9.59043,74.3664
11007-12702,0.02816362,0.9503353,0.06318042,1.012907,0.04447058,0.08022245,0.07082655,10.26322,134.2942
11007-12702,0.02816362,0.9503353,0.06318042,1.012907,0.04447058,0.08022245,0.07082655,10.26322,134.2942
11007-12702,0.02816362,0.9503353,0.06318042,1.012907,0.04447058,0.08022245,0.07082655,10.26322,134.0413
11007-12702,0.02816362,0.9503353,0.06318042,1.012907,0.04447058,0.08022245,0.07082655,10.26322,134.2942
11007-12703,0.02007744,1.027731,0.08798148,1.053785,0.0776114,-0.02466471,0.04580237,9.460043,61.77275
11007-12704,0.022995,0.8800355,0.1432457,1.006735,0.142853,-0.07249898,0.01202859,9.350308,53.13999
11007-12704,0.022995,0.8800355,0.1432457,1.006735,0.142853,-0.07249898,0.01202859,9.350308,53.13999
11007-12704,0.022995,0.8800355,0.1432457,1.006735,0.142853,-0.07249898,0.01202859,9.350308,52.44838
11007-12704,0.022995,0.8800355,0.1432457,1.006735,0.142853,-0.07249898,0.01202859,9.350308,53.13999
11007-12705,0.02197059,0.9574481,0.05554517,1.008878,0.04004341,-0.08849373,-0.1198975,9.662934,91.48048
11007-12705,0.02197059,0.9574481,0.05554517,1.008878,0.04004341,-0.08849373,-0.1198975,9.662934,91.48048
11007-12705,0.02197059,0.9574481,0.05554517,1.008878,0.04004341,-0.08849373,-0.1198975,9.662934,90.73009
11007-12705,0.02197059,0.9574481,0.05554517,1.008878,0.04004341,-0.08849373,-0.1198975,9.662934,91.48048
11007-1901,0.02312733,0.918326,0.09383802,1.024151,0.06886726,0.1488978,0.129218,10.19095,113.5045
11007-1901,0.02312733,0.918326,0.09383802,1.024151,0.06886726,0.1488978,0.129218,10.19095,113.5045
11007-1901,0.02312733,0.918326,0.09383802,1.024151,0.06886726,0.1488978,0.129218,10.19095,113.653
11007-1901,0.02312733,0.918326,0.09383802,1.024151,0.06886726,0.1488978,0.129218,10.19095,113.5045
11007-1902,0.02518096,0.8801808,0.08566075,0.9783434,0.06566967,0.1591166,0.1322092,10.46382,183.4749
11007-1902,0.02518096,0.8801808,0.08566075,0.9783434,0.06566967,0.1591166,0.1322092,10.46382,183.4749
11007-1902,0.02518096,0.8801808,0.08566075,0.9783434,0.06566967,0.1591166,0.1322092,10.46382,183.4783
11007-1902,0.02518096,0.8801808,0.08566075,0.9783434,0.06566967,0.1591166,0.1322092,10.46382,183.4749
11007-3701,0.02546914,0.88191,0.1176287,1.043055,0.07594954,0.1992878,0.2163662,10.06395,62.57918
11007-3701,0.02546914,0.88191,0.1176287,1.043055,0.07594954,0.1992878,0.2163662,10.06395,62.57918
11007-3701,0.02546914,0.88191,0.1176287,1.043055,0.07594954,0.1992878,0.2163662,10.06395,62.38652
11007-3701,0.02546914,0.88191,0.1176287,1.043055,0.07594954,0.1992878,0.2163662,10.06395,62.57918
11007-3703,0.02357034,0.804478,0.1462521,1.004537,0.1057113,0.07858753,0.2040537,9.495189,55.32337
11007-3703,0.02357034,0.804478,0.1462521,1.004537,0.1057113,0.07858753,0.2040537,9.495189,55.32337
11007-3703,0.02357034,0.804478,0.1462521,1.004537,0.1057113,0.07858753,0.2040537,9.495189,55.71072
11007-3703,0.02357034,0.804478,0.1462521,1.004537,0.1057113,0.07858753,0.2040537,9.495189,55.32337
11007-3704,0.01902039,0.9046943,0.1112505,1.014866,0.09343311,-0.0006755482,0.1249683,9.822111,62.94514
11007-3704,0.01902039,0.9046943,0.1112505,1.014866,0.09343311,-0.0006755482,0.1249683,9.822111,62.94514
11007-3704,0.01902039,0.9046943,0.1112505,1.014866,0.09343311,-0.0006755482,0.1249683,9.822111,62.75055
11007-3704,0.01902039,0.9046943,0.1112505,1.014866,0.09343311,-0.0006755482,0.1249683,9.822111,62.94514
11007-6102,0.02561549,0.9724932,0.07827796,1.053589,0.05157287,-0.04072002,-0.06479908,9.668417,69.12412
11007-6102,0.02561549,0.9724932,0.07827796,1.053589,0.05157287,-0.04072002,-0.06479908,9.668417,69.12412
11007-6102,0.02561549,0.9724932,0.07827796,1.053589,0.05157287,-0.04072002,-0.06479908,9.668417,69.96862
11007-6102,0.02561549,0.9724932,0.07827796,1.053589,0.05157287,-0.04072002,-0.06479908,9.668417,69.12412
11007-6103,0.02552229,0.9392054,0.08324171,1.031342,0.05676828,-0.05837116,-0.07124689,9.541,64.83135
11007-6103,0.02552229,0.9392054,0.08324171,1.031342,0.05676828,-0.05837116,-0.07124689,9.541,64.83135
11007-6103,0.02552229,0.9392054,0.08324171,1.031342,0.05676828,-0.05837116,-0.07124689,9.541,64.6654
11007-6103,0.02552229,0.9392054,0.08324171,1.031342,0.05676828,-0.05837116,-0.07124689,9.541,64.83135
11007-6104,0.02523349,0.9728435,0.07606226,1.038169,0.05415111,0.0602018,0.04498146,10.21691,110.2425
11007-6104,0.02523349,0.9728435,0.07606226,1.038169,0.05415111,0.0602018,0.04498146,10.21691,110.2425
11007-6104,0.02523349,0.9728435,0.07606226,1.038169,0.05415111,0.0602018,0.04498146,10.21691,109.238
11007-6104,0.02523349,0.9728435,0.07606226,1.038169,0.05415111,0.0602018,0.04498146,10.21691,110.2425
11007-9102,0.02158196,0.867103,0.1331095,0.966333,0.1253486,-0.2828756,-0.3455643,9.397727,50.11877
11009-12701,0.02265104,0.3259997,0.2870087,0.5494118,0.2986999,-0.3010363,-0.620158,9.387986,70.48341
11009-12703,0.01913118,0.6520369,0.09918879,0.8416221,0.1085706,-0.03211126,-0.2156482,9.974443,101.3652
11009-12703,0.01913118,0.6520369,0.09918879,0.8416221,0.1085706,-0.03211126,-0.2156482,9.974443,101.3652
11009-12703,0.01913118,0.6520369,0.09918879,0.8416221,0.1085706,-0.03211126,-0.2156482,9.974443,101.62
