apogee_id,dist50,glon,glat,mn_fe,fe_h
2M17511038-2922174,4.093837,0.252669305,-1.26306355,0.361652,0.35647
2M17511386-3023322,6.901937,359.381195,-1.79522717,0.001082003,-0.63763
2M17511619-2923283,6.776529,0.246521369,-1.29125106,-0.06143796,-0.758
2M17511938-2948383,1.883755,359.891693,-1.51539326,0.059085,0.073687
2M17515096-3004536,1.251957,359.716736,-1.75163877,0.01006199,-0.20794
2M17520357-2939267,6.933553,0.1051028,-1.57480824,-0.04901803,-0.70155
2M17520612-2923272,9.41528,0.339277297,-1.44703543,-0.219898,-1.2979
2M17520625-2947475,7.668733,359.990265,-1.65398955,0.057192,-0.18001
2M17520659-3038187,6.814756,359.265717,-2.08358502,-0.2551481,-0.99245
2M17520823-3022410,2.425316,359.493073,-1.95611131,0.029668,0.073615
2M17521099-2910280,7.792275,0.534608006,-1.35204923,-0.107508,-0.73134
2M17522819-2921497,6.428584,0.403392255,-1.50222397,-0.312398,-1.0994
2M17523300-3027521,8.228988,359.463898,-2.0766995,-0.274298,-1.3887
2M17524878-3026027,3.873541,359.518921,-2.11009407,0.169132,0.30281
2M17525178-3045328,1.889412,359.24411,-2.28429413,0.07084999,0.10631
2M17525945-3010063,6.495021,359.767456,-2.00833941,0.09416999,-0.071319
2M17530553-2909560,6.066057,0.643173695,-1.51839232,-0.1726081,-0.76539
2M17530932-2931465,7.391522,0.336361557,-1.71497893,0.01791203,-0.72364
2M17531121-2947496,8.086134,0.109169304,-1.85656977,-0.01733798,-0.61584
2M17531202-2921172,7.472758,0.492032886,-1.63473499,-0.022488,-0.4088
2M17531620-2922520,6.997762,0.4770284,-1.66116667,-0.03371805,-0.57394
2M17531685-3036411,6.496971,359.417084,-2.28686047,0.03566201,-0.20031
2M17531784-3051441,7.095862,359.202423,-2.41696239,-0.020908,-0.64929
2M17531915-3034316,3.297793,359.452301,-2.27575994,0.183362,0.28342
2M17533920-2935350,3.073394,0.336540818,-1.84048879,0.197042,0.28654
2M17534364-2941473,2.55318,0.255450368,-1.90672624,-0.04349801,-0.22443
2M17534571-2949362,7.036989,0.146847308,-1.97911274,-0.182578,-0.91242
2M17540524-2917168,2.032621,0.647614837,-1.76761127,0.048802,0.17884
2M17541769-2949044,6.472866,0.212972701,-2.07440162,-0.137598,-0.71392
2M17542811-2939408,1.754688,0.367233664,-2.02785945,-0.019168,0.25691
2M17543352-3012570,6.858286,359.898041,-2.32456636,-0.05395806,-0.59009
2M17543959-3010161,6.49766,359.947693,-2.32090616,0.315152,0.23594
2M17544538-3005589,5.240846,0.0199879073,-2.30290627,0.264382,0.3925
2M17550081-2952004,2.98887,0.249411032,-2.23361588,0.133308,0.033864
2M17552713-2944388,7.568099,0.40342465,-2.25405049,-0.060238,-0.69768
2M17553156-2921074,7.506776,0.75055629,-2.07069921,-0.03140801,-0.54269
2M17553785-3000008,2.222068,0.201350734,-2.41633177,0.261922,0.13195
2M17553847-3032040,3.844549,359.740143,-2.68670106,0.102492,0.16776
2M17554452-2950068,8.251446,0.356234789,-2.35422659,-0.06922799,-0.60368
2M17562907-3017343,6.289326,0.0406696163,-2.72282505,0.273172,0.20554
2M17564064-3022455,1.29495,359.986603,-2.80210495,0.125402,0.16589
2M17565316-3002190,7.35772,0.304499775,-2.67064095,-0.1936979,-1.3186
2M17565532-2950132,7.165037,0.483153045,-2.57651496,-0.2419981,-1.4919
2M17570752-2943346,5.301219,0.601213276,-2.55933595,0.002259001,-0.093647
2M17570824-3022526,7.370522,0.0345650204,-2.88900328,0.008491993,0.038603
2M17571005-3020262,7.391083,0.0731113628,-2.87433243,-0.01319802,-1.0867
2M17572228-2949145,4.227676,0.546067834,-2.65277243,0.318862,0.25408
2M17394615-2653497,3.819042,1.05431473,2.171839,0.005621985,-0.13897
2M17401814-2712023,4.98903,0.8598966,1.91021359,-0.150058,-0.32492
2M17404352-2716596,2.172251,0.839662969,1.78671336,0.07472999,0.074927
2M17404616-2713500,6.565561,0.889525056,1.80630088,-0.07461798,-0.72767
2M17404626-2707038,16.58009,0.98553431,1.86569273,-0.217598,-1.0698
2M17404795-2701504,8.286175,1.06274235,1.90644991,-0.03918797,-0.90111
2M17405461-2725564,6.832112,0.734815419,1.67297864,-0.06669801,-0.58551
2M17410443-2640108,6.705899,1.40173733,2.0453701,-0.047858,-0.46002
2M17412625-2715279,7.096426,0.945000589,1.66585553,-0.115858,-0.73403
2M17413376-2720203,8.481104,0.890692532,1.59936082,-0.3286979,-1.2338
2M17420087-2713216,1.88,1.04250836,1.57543695,0.09228198,0.21385
2M17421318-2738551,1.653655,0.704382956,1.31224644,0.052852,-0.04721
2M17422112-2714205,6.880625,1.06815171,1.5030247,-0.04383802,-0.59195
2M17423299-2739386,1.75437,0.732618988,1.24372423,0.040572,0.24136
2M17423432-2701081,2.032756,1.28113067,1.57727194,0.0005319715,0.33296
2M17424722-2705068,5.494101,1.24992096,1.50166869,-0.04673803,-0.49996
2M17425386-2658281,7.289531,1.35711479,1.53893745,0.00137201,-0.48809
2M17431401-2621406,5.256158,1.91860461,1.79705322,0.1055717,-0.002188699
2M17431557-2750120,1.867275,0.665482104,1.01767707,0.160362,0.14679
2M17431976-2731265,7.900172,0.939720988,1.16865695,-0.132948,-0.75885
2M17433046-2613112,7.189684,2.07139754,1.81896329,0.014362,-0.1105
2M17433577-2743164,3.36124,0.802872539,1.01486015,0.176242,0.10156
2M17433596-2728497,2.536675,1.00825953,1.14052689,0.021854,0.16625
2M17433745-2610077,6.439876,2.12852263,1.82340848,0.04903197,-0.44092
2M17434331-2610217,5.8185,2.13669682,1.80271077,-0.100198,-0.916
2M17434675-2616068,7.930553,2.06172466,1.7415545,-0.158738,-0.84216
2M17434950-2748228,3.146078,0.756926954,0.927143037,0.224502,0.32009
2M17435055-2622220,3.747503,1.98034418,1.67485702,0.450602,0.37524
2M17435652-2614269,6.961316,2.10451818,1.72499025,0.151659,-0.13286
2M17440522-2616486,7.557994,2.08798265,1.67665994,-0.197398,-0.8279
2M17440639-2613588,6.635409,2.1304996,1.69761229,0.153398,0.061425
2M17441678-2617383,2.246122,2.09880018,1.63265955,0.100662,0.21752
2M17442343-2627304,7.961819,1.97153342,1.52549815,-0.1907279,-0.98527
2M17444583-2610464,6.932621,2.25315714,1.59986401,-0.138648,-0.66115
2M17450595-2737466,2.774683,1.05505908,0.779218078,0.170402,0.35776
2M17450604-2627120,4.314919,2.05893779,1.3925904,0.213382,0.25196
2M17451914-2639445,6.553258,1.90597904,1.24193883,-0.179818,-0.82808
2M17453184-2625550,1.011246,2.12735319,1.32161748,0.06527299,0.067234
2M17454705-2639109,6.860383,1.96807325,1.15809453,-0.174918,-0.94248
2M17454774-2739573,7.107617,1.10445976,0.628647387,-0.206498,-1.0629
2M17455353-2706393,2.662814,1.58955288,0.899242103,0.418612,0.2104
2M17460436-2718417,3.488488,1.43904161,0.760584593,0.14638,0.060552
2M17464056-2700149,2.497198,1.7714932,0.805615306,0.122192,0.11356
2M17464946-2701505,6.404535,1.76594496,0.7636078,-0.236798,-1.2109
2M17470376-2651010,2.859414,1.94776046,0.811725497,0.246402,0.28066
2M17505530-2821376,2.548552,1.09357882,-0.698810995,0.104503,0.056848
2M17512337-2837438,4.435728,0.91541034,-0.924360394,-0.04240799,-0.63182
2M17512444-2758433,2.075097,1.476403,-0.595629692,0.192199,0.052123
2M17513541-2749434,2.295426,1.62596989,-0.553788364,-0.020707,0.16295
2M17514197-2755045,1.535268,1.56161356,-0.620072424,0.170062,0.26891
2M17514916-2859341,5.979355,0.650432885,-1.19108474,-0.150798,-1.1662
2M17521061-2841185,3.349015,0.952237606,-1.10333705,0.166812,0.2485
2M17521386-2753396,2.548209,1.64177072,-0.709080935,0.146372,0.24797
2M17521904-2838366,3.753173,1.00662827,-1.10697103,0.197152,0.24793
2M17522825-2837578,5.199276,1.03307164,-1.13048005,-0.03936803,-0.63166
2M17522914-2840582,3.024801,0.991563499,-1.15878642,0.232562,0.26288
2M17523042-2904194,7.507771,0.658792436,-1.36081696,-0.091878,-0.66935
2M17523442-2824533,6.052497,1.23221338,-1.03905702,-0.00750798,-0.531
2M17523522-2840577,4.702273,1.00299442,-1.17785072,0.04732199,-0.09092
2M17530434-2831238,5.332343,1.19448841,-1.18856657,0.04083198,-0.32476
2M17531226-2741016,1.942497,1.93258452,-0.787355304,0.127742,0.10019
2M17532474-2819408,3.383967,1.40070987,-1.15386236,0.031422,-0.15721
2M17532819-2832473,1.685831,1.21879327,-1.27558064,0.06033,-0.042196
2M17534312-2749009,1.898413,1.87557065,-0.952957869,-0.069846,0.019178
2M17535265-2907133,7.886996,0.769107938,-1.64331317,0.06894201,-0.51669
2M17540015-2914260,3.537943,0.679197788,-1.72765529,0.01596069,0.095306
2M17540310-2849038,8.199452,1.04950809,-1.52300715,-0.223498,-1.063
2M17540395-2739107,3.031903,2.0558641,-0.936145484,0.234182,0.25438
2M17540628-2858503,1.322453,0.914812386,-1.61541843,0.098492,0.16323
2M17541151-2849033,5.269944,1.06516302,-1.54940581,-0.125068,-0.58935
2M17542506-2859540,3.371547,0.93414247,-1.68342018,0.293672,0.39003
2M17542709-2753046,6.919236,1.89919198,-1.12691116,-0.319098,-1.3579
2M17542841-2906555,8.160515,0.839240253,-1.75310898,0.083312,-0.10104
2M17542968-2914351,3.428523,0.731304467,-1.82156706,0.175702,0.15632
2M17543877-2856269,3.219049,1.00907516,-1.69751072,0.166442,0.19638
2M17543967-2809457,4.347561,1.68254602,-1.30737197,0.199712,0.17921
2M17545194-2911413,7.578628,0.813914716,-1.86708724,-0.045968,-0.56277
2M17550153-2858303,3.578209,1.02136731,-1.78643501,0.171013,-0.041834
2M17550359-2901029,7.59463,0.988506734,-1.81426775,-0.09682798,-0.68216
2M17550526-2734416,2.378195,2.23478007,-1.09367514,0.01757499,-0.051733
2M17552566-2801335,6.470382,1.88594115,-1.38436401,0.02644199,-0.58696
2M17552888-2843129,7.846375,1.29189467,-1.74426305,-0.257198,-1.1081
2M17552996-2917482,6.560213,0.795501173,-2.03783369,-0.113278,-0.31955
2M17553753-2841556,4.583942,1.32637465,-1.76074934,0.07394199,-0.12824
2M17555362-2833564,1.761121,1.47109759,-1.74466217,0.169452,0.2174
2M17560134-2837157,1.517696,1.43741453,-1.79688525,0.03911499,0.066926
2M17560847-2756038,2.007071,2.0444169,-1.47440863,0.261662,0.44919
2M17560974-2852121,8.276783,1.23741734,-1.94851947,0.00900203,-0.43593
2M17561751-2832070,5.06938,1.54132211,-1.80498552,0.087078,0.018364
2M17562473-2901176,0.3572557,1.13374054,-2.07186675,0.3952628,-0.25217
2M17563238-2828542,7.423532,1.6150136,-1.82519758,-0.07411802,-0.78097
2M17563650-2810192,6.741839,1.89063358,-1.68285608,-0.05639797,-0.38067
2M17564310-2814275,6.859543,1.84311748,-1.73843205,-0.035748,-0.33869
2M17564551-2756212,8.274166,2.10871434,-1.59472215,-0.231598,-1.4991
2M17564968-2805065,2.959818,1.99012101,-1.68118715,0.04858199,0.1967
2M17570733-2804473,4.703641,2.02726126,-1.73465276,0.434562,0.5587
2M17571153-2823175,8.2234,1.76794243,-1.90244579,-0.08108801,-0.52693
2M17572120-2759113,1.663491,2.13366508,-1.73208082,0.026777,0.069226
2M17575009-2803338,5.627948,2.12363887,-1.86055946,-0.039428,-0.84777
2M17575750-2817430,1.585833,1.93277383,-2.00196552,0.028782,-0.1063
2M17580288-2814051,4.753971,1.99512756,-1.98886025,0.162062,0.35799
2M17581885-2819187,5.995085,1.94883645,-2.0831039,0.04254198,-0.25085
2M17582237-2837206,2.99534,1.69457364,-2.2441287,0.05229199,-0.1335
2M17462892-2710087,2.386261,1.60808814,0.756899357,0.08763197,0.1895
2M17463095-2723221,1.961781,1.42363405,0.636013329,-0.048782,-0.011896
2M17465271-2707547,1.366831,1.68568432,0.700821936,0.096682,0.12502
2M17465424-2646515,1.082643,1.98867607,0.877957642,-0.07516804,-0.45801
2M17470273-2645520,1.33671,2.01918244,0.859521151,0.05784199,0.24649
2M17470359-2738454,1.637554,1.26697648,0.399817675,0.127362,0.27329
2M17470506-2730170,2.172141,1.39056277,0.468389422,0.216672,0.16642
2M17473060-2705024,1.879402,1.79944551,0.605421722,0.04470199,0.19904
2M17474197-2636268,4.831133,2.22917318,0.815811157,0.235432,0.38133
2M17474873-2643401,7.993996,2.13915205,0.732040584,-0.107938,-0.76506
2M17475059-2700110,2.312608,1.90709877,0.583797216,0.0109379,0.0042441
2M17480011-2648473,1.675213,2.08796382,0.651684761,0.0415512,0.081378
2M17481900-2637107,2.377663,2.29000568,0.691411972,0.09334198,0.21495
2M17482893-2756040,1.999552,1.18274379,-0.0186064355,0.05178629,0.0041637
2M17484283-2757313,1.528622,1.18837726,-0.0749528557,-0.02003799,-0.17443
2M17484775-2700006,2.798836,2.01911354,0.403564066,0.106662,0.060593
2M17485773-2645066,2.812852,2.25106621,0.499697536,0.227692,0.28304
2M17492190-2725223,2.689373,1.72191644,0.0774185807,0.180582,0.34989
2M17493191-2726145,1.777657,1.72852087,0.038216766,0.129982,0.2323
2M17494216-2734045,2.306925,1.6359911,-0.0613743886,0.156372,0.33812
2M17494251-2721049,2.896505,1.82243872,0.0487903655,0.390682,0.14632
2M17500093-2631206,2.207891,2.56888437,0.415791005,0.104537,0.076288
2M17500432-2654262,1.494126,2.24503708,0.20742628,0.01428499,0.044375
2M17500548-2648386,0.1924609,2.33012342,0.253274679,0.2943325,-0.32514
2M17500784-2629274,2.205915,2.60910773,0.40981859,0.118962,0.27391
2M17500900-2751193,3.030823,1.44017434,-0.293919712,0.16786,0.095032
2M17502114-2649395,1.729997,2.34545875,0.194596976,0.202642,0.14936
2M17502887-2734505,0.4387461,1.71355355,-0.215993658,0.5493525,-0.20952
2M17503164-2758364,2.604416,1.37863207,-0.427727491,0.247502,0.1534
2M17503435-2754001,1.975694,1.44967723,-0.396974087,0.108386,0.06413
2M17504671-2737138,2.069375,1.71312368,-0.292969406,0.166692,0.35049
2M17505525-2700458,1.716973,2.25141501,-0.00901218131,0.173202,0.23729
2M17510013-2623057,0.9940278,2.80012393,0.296584517,0.081292,0.16631
2M17510358-2801104,2.803528,1.40204191,-0.550576985,0.09880599,0.080367
2M17512301-2726495,2.353957,1.93070781,-0.319512963,0.27172,0.082692
2M17512539-2716334,2.668975,2.08233452,-0.239639908,0.206392,0.26337
2M17513950-2719399,1.510121,2.0644834,-0.311046124,-0.01039001,-0.032438
2M17514793-2730349,2.363414,1.92393613,-0.430700719,0.146732,0.28247
2M17514835-2752086,2.795468,1.61562228,-0.61537534,0.179252,0.16885
2M17515854-2727187,2.097844,1.99080849,-0.436638683,0.148292,0.24745
2M17515880-2700349,1.552432,2.37454486,-0.210297629,-0.06258,-0.058798
2M17520634-2630024,2.042942,2.82673407,0.025090389,0.01866999,0.19537
2M17522592-2638308,2.323436,2.74239469,-0.109633081,0.076473,0.084877
2M17522778-2729408,1.53556,2.01191306,-0.54975754,0.121222,0.22505
2M17522876-2711125,2.305641,2.27876639,-0.396156877,0.147662,0.16882
2M17522979-2705221,2.628783,2.36446524,-0.349875659,0.282352,0.36255
2M17523591-2726593,1.454611,2.06582737,-0.552788556,0.192732,0.28127
2M17523917-2731077,0.8832354,2.01257205,-0.598275244,-0.1378275,-0.21296
2M17524016-2708138,2.339846,2.34299684,-0.407249361,0.08842202,0.18874
2M17525279-2749068,2.135533,1.78000677,-0.793972731,0.109802,0.18564
2M17525600-2754246,4.498561,1.70999169,-0.849039137,0.108772,0.092472
2M17531727-2743403,2.593839,1.90397882,-0.825651169,0.194232,0.25782
2M17532725-2715387,2.493957,2.32520938,-0.620379567,0.0881061,0.021846
2M17533161-2647302,2.806788,2.73761153,-0.396330893,0.19193,0.085452
2M17534033-2714104,1.712687,2.37093854,-0.649691224,-0.035588,-0.185
2M17534534-2732163,2.34083,2.12031341,-0.818583727,0.255862,0.29951
2M17331788-2509206,6.992362,1.74656248,4.33240128,-0.04384798,-0.537
2M17333623-2548156,6.297523,1.23699188,3.92355323,-0.148398,-1.1261
2M17334921-2528270,1.928575,1.54187453,4.06098318,-0.01913701,-0.076371
2M17334975-2538120,1.983728,1.40591693,3.97148204,0.03997198,0.24155
2M17335855-2516478,0.1209845,1.7248106,4.13626528,-0.07732746,-0.36
2M17340977-2553440,7.153513,1.22820711,3.76842499,-0.120998,-1.3349
2M17342448-2508396,4.073193,1.89214826,4.12709475,0.01488203,-0.40077
2M17344136-2519498,3.182121,1.76928115,3.97320342,0.042382,-0.25309
2M17345459-2608025,5.641085,1.11768806,3.49848342,-0.01753801,-0.10889
2M17345763-2534482,3.72904,1.59155703,3.78726172,0.01209198,-0.15382
2M17350148-2608561,1.963675,1.11904001,3.46874499,0.180832,0.29977
2M17352087-2605114,6.121067,1.21086109,3.44120216,0.033732,-0.39972
2M17352782-2559333,7.335094,1.30420446,3.46979761,-0.114448,-0.31992
2M17353591-2537083,6.034383,1.63618231,3.6450491,0.152757,0.079015
2M17354018-2528273,1.943103,1.76714909,3.70924091,0.165562,0.26786
2M17355198-2509095,2.006677,2.06301546,3.84436846,0.005552996,-0.052031
2M17355449-2510554,6.189047,2.0432241,3.82058597,-0.1089981,-0.7866
2M17361571-2512153,6.29884,2.06743789,3.74117303,-0.01100802,-0.66521
2M17364010-2552204,3.311692,1.55147278,3.30581689,0.187582,0.23838
2M17364739-2533597,2.637709,1.82481015,3.44639921,0.265852,0.28354
2M17364936-2515491,7.292613,2.08520722,3.60224724,0.04858199,-0.3547
2M17365915-2553255,7.505473,1.57444406,3.23583317,-0.04504806,-0.67212
2M17370662-2558011,6.924293,1.52467716,3.17120671,-0.1035081,-0.95149
2M17371040-2536115,2.732225,1.84015286,3.35377812,0.107452,0.16927
2M17371612-2435356,0.06898774,2.70726061,3.87495017,-0.0379675,-0.12616
2M17373987-2607203,3.26443,1.45982742,2.98298168,0.133851,0.098921
2M17381742-2543438,7.413125,1.86828971,3.07385397,0.05143195,-0.53176
2M17382281-2433293,0.4728529,2.87191939,3.67977643,-0.0596575,-0.23741
2M17384316-2552168,6.616208,1.79897773,2.91625309,-0.2578981,-1.1406
2M17392232-2533484,0.6603935,2.13834858,2.95537543,-0.005888,-0.18213
2M17392534-2604286,4.031971,1.71069705,2.67437887,0.185337,-0.040441
2M17393647-2522048,0.681681,2.33253241,3.013937,0.063032,0.074177
2M17394396-2547381,0.2271648,1.98593724,2.76421189,0.04080352,0.12966
2M17394736-2549486,2.336025,1.96193802,2.73416805,0.139682,0.10059
2M17395231-2531293,2.985196,2.23104072,2.88026452,0.260932,0.29935
2M17395636-2541216,7.553149,2.09942818,2.78017497,-0.138168,-0.96293
2M17400031-2526474,4.932622,2.31349778,2.89624834,0.336262,0.36223
2M17401087-2545028,26.39644,2.07612967,2.70144582,-0.533498,-1.2535
2M17401106-2521533,7.096536,2.40431762,2.90519285,-0.286298,-1.5841
2M17402261-2538298,2.344379,2.19220066,2.72182369,0.163082,0.13846
2M17402842-2504513,0.9689066,2.68024063,2.99983907,-0.020466,-0.014302
2M17404358-2516548,6.865973,2.53965402,2.84506965,-0.080688,-0.65341
2M17251942-2358364,2.089702,1.74195945,6.49502468,0.188972,0.41859
2M17252281-2411487,2.708207,1.56460452,6.36259031,0.102697,0.041504
2M17252798-2403122,1.641597,1.69585013,6.42553854,0.02881999,0.044699
2M17254638-2434409,0.7100263,1.2949003,6.07728577,0.04493751,0.015063
2M17255055-2402430,5.355818,1.75037992,6.35844612,-0.110668,-0.60196
2M17255783-2442309,2.773554,1.20963097,5.96896887,0.09117201,0.25042
2M17255962-2444326,4.218351,1.18505645,5.94462824,0.161612,0.2801
2M17261056-2401226,6.482409,1.8113811,6.3072629,-0.233898,-1.0504
2M17261370-2358492,4.283863,1.8537786,6.32078457,0.179022,0.13874
2M17261527-2355324,7.206187,1.90300179,6.34595156,0.005311966,-0.51934
2M17262204-2418136,6.725987,1.59997427,6.11594677,-0.042128,-0.42967
2M17263951-2406247,6.784474,1.80202389,6.16910028,-0.04450798,-0.59051
2M17265819-2424222,5.196551,1.59009945,5.94504452,-0.145258,-0.58363
2M17265909-2445516,7.89737,1.29151452,5.74486494,-0.065718,-0.67039
2M17270093-2451395,2.514729,1.21432924,5.68581676,0.198952,0.23299
2M17271917-2414102,8.616155,1.77688563,5.97207499,-0.266898,-1.3153
2M17272154-2418468,7.237842,1.71734691,5.92229319,-0.08755797,-0.77982
2M17272774-2451582,5.822774,1.26607442,5.59835148,0.117672,-0.14877
2M17273218-2441303,6.852141,1.42170453,5.6803031,0.109132,-0.26012
2M17273223-2450341,6.016172,1.29504573,5.5970397,-0.306708,-0.94779
2M17273839-2443503,6.033072,1.40208471,5.63926697,0.09390729,-0.0096223
2M17274680-2443286,0.1409783,1.42471099,5.61599207,0.03902252,-0.2158
2M17274902-2352351,0.4722192,2.14191341,6.07475328,-0.09891949,-0.080758
2M17275256-2331313,7.176671,2.44467807,6.25592756,-0.446298,-1.3801
2M17275452-2426508,1.322067,1.67359722,5.74384737,0.056952,0.29293
2M17280341-2417483,5.784453,1.81880271,5.79835606,-0.06790799,-0.33466
2M17281066-2329247,3.830846,2.51237154,6.2173295,-0.09276801,-0.59801
2M17282311-2431452,0.5980028,1.66467106,5.60835505,-0.0190485,0.11061
2M17283022-2430541,7.08802,1.69143403,5.59358835,-0.2700981,-1.109
2M17284610-2442436,2.353395,1.55897355,5.43523264,-0.01171,0.14604
2M17285499-2449237,1.25477,1.48411143,5.34620094,0.009345993,0.17612
2M17290020-2420112,0.05858723,1.90417111,5.59624052,0.01546052,-0.035868
2M17290036-2345154,2.024873,2.3944006,5.9140439,0.06850299,0.10108
2M17290326-2347202,7.478303,2.37128687,5.88585758,-0.003248021,-0.21057
2M17290522-2320369,3.976455,2.75054622,6.12279558,0.225422,0.34929
2M17290606-2339531,7.337905,2.4817462,5.94474459,-0.134598,-0.8241
2M17290731-2442570,2.503568,1.60001433,5.36602449,0.147298,0.034998
2M17290939-2336063,5.923958,2.54178858,5.96849632,0.150911,0.080091
2M17292277-2404298,1.915267,2.17131734,5.6673708,0.004085992,-0.057294
2M17293031-2421143,6.759038,1.95222151,5.49092436,-0.06933802,-0.7065
2M17293204-2323064,7.707391,2.77180529,6.01415634,-0.130518,-0.89538
2M17294914-2505056,7.890235,1.37662673,5.03183413,0.07298199,-0.12007
2M17295161-2330269,4.550012,2.70964289,5.88477564,-0.005268008,-0.22417
2M17295877-2331587,2.085173,2.70311069,5.84792852,0.169722,0.28507
2M17300299-2435062,0.3955255,1.82572913,5.26095438,-0.1755375,-0.17125
2M17300821-2342117,0.4932225,2.57930207,5.72499037,0.07706951,0.090816
2M17301050-2454153,7.959931,1.57275343,5.06294107,-0.08756799,-0.73523
2M17302654-2452092,7.888447,1.63541508,5.03122425,-0.2843981,-1.2843
2M17302695-2342034,7.063975,2.62034225,5.66623211,-0.076318,-0.1606
2M17304545-2345479,1.380494,2.60631824,5.5731082,-0.003777005,0.069016
2M17304958-2350297,0.09206807,2.54890966,5.5173521,0.09118051,-0.033214
2M17304958-2350297,0.09206807,2.54890966,5.5173521,0.2433335,-0.17375
2M17305089-2347494,6.590801,2.58917809,5.53737879,-0.09808803,-0.69188
2M17305174-2400488,1.295553,2.40838766,5.4169693,-0.066548,-0.19581
2M17310051-2335260,6.821272,2.78340602,5.61871767,-0.01238799,-0.47581
2M17310944-2407429,2.297665,2.34816861,5.29791403,0.240142,0.30129
2M17312271-2342119,1.354626,2.73447299,5.48635864,0.144682,0.29414
2M17313827-2448586,6.364253,1.82817709,4.83252048,-0.01227799,-0.46499
2M17314452-2408425,3.307184,2.40689635,5.17692852,0.114193,0.061113
2M17314544-2342421,7.281442,2.77459264,5.40895271,0.14331,0.082282
2M17314913-2352264,7.586171,2.64525557,5.30915594,0.03987199,-0.45871
2M17315248-2350322,0.4108478,2.6789856,5.31561613,-0.4808774,-0.12529
2M17320467-2408124,6.99755,2.45567679,5.11707878,0.161558,0.085034
2M17320707-2347579,2.984683,2.74543238,5.29208946,-0.011228,-0.26995
2M17320814-2423017,6.19959,2.25442433,4.97212553,-0.131838,-0.99186
2M17321231-2353237,0.3345644,2.67984653,5.22631454,0.03385351,-0.094021
2M17322148-2419153,6.631521,2.33502316,4.96363211,-0.116448,-0.48333
2M17323438-2428511,4.293597,2.22664356,4.83588362,0.426682,0.43812
2M17323958-2416107,8.23853,2.41563916,4.93359947,-0.152788,-0.78051
2M17324345-2406203,5.94101,2.56207156,5.00992537,0.08691198,-0.38241
2M17324368-2359183,5.648487,2.66157031,5.07255268,0.322482,0.34295
2M14512083+0443291,0.149534,0.178831384,53.6941681,0.02094561,-0.0089431
2M14512621+0420256,1.133358,359.719269,53.4227333,-0.146658,-0.24665
2M14512975+0418172,0.2806766,359.69101,53.3880539,0.05605932,-0.009586796
2M14513582+0457538,0.6040684,0.553920448,53.8054352,0.0326125,-0.23418
2M14513913+0459438,0.4569922,0.608228564,53.8151283,-0.1004775,-0.21673
2M14514297+0443537,0.1172182,0.289873511,53.6295776,0.01064052,0.10188
2M14514675+0443012,0.6390027,0.288824409,53.6081772,0.1166625,-0.13296
2M14514788+0421001,6.312251,359.831635,53.3618279,-0.198498,-1.0907
2M14514813+0415137,0.2183611,359.712372,53.2971268,0.02657551,0.13965
2M14515537+0441212,0.626548,0.293391675,53.5629387,-0.033908,0.079811
2M14520823+0501571,0.3007903,0.789465785,53.7480927,-0.03426749,-0.25965
2M14521336+0508317,2.962342,0.953429163,53.8035469,-0.130788,-0.70465
2M14522109+0404165,3.268277,359.637207,53.0733757,-0.113328,-0.17201
2M14522180+0527363,3.500279,1.40214324,53.9835625,-0.196668,-0.64837
2M14522522+0437088,1.992838,0.342091173,53.423481,-0.08996803,-0.40857
2M14522904+0513198,0.2633787,1.12805247,53.8062859,-0.001077496,-0.0523
2M14523400+0349064,1.616328,359.384155,52.8646545,-0.02577601,-0.044942
2M14523754+0406283,6.527614,359.758423,53.0467186,-0.100908,-0.33519
2M14523949+0508279,0.4940104,1.07163548,53.720623,-0.2916676,-0.44379
2M14524532+0353424,0.1837089,359.530731,52.8808632,0.03085751,0.083761
2M14524761+0348574,1.236336,359.443726,52.8208885,-0.038598,0.03201
2M14524858+0517302,0.131158,1.30677342,53.7898369,-0.0395975,-0.17566
2M14525148+0513396,0.2885284,1.23752952,53.7390976,-0.03099748,-0.19786
2M14525718+0449492,1.071266,0.75584501,53.4620934,-0.02568201,0.014204
2M14525942+0428004,1.674326,0.307033598,53.2162514,-0.173768,-0.41193
2M14530077+0439319,0.2049304,0.55507803,53.3384132,-0.08408746,-0.32887
2M14530195+0356011,0.7165372,359.654694,52.8550415,-0.120418,-0.40225
2M14530840+0528124,6.601366,1.62725544,53.8425598,-0.3165981,-1.1644
2M14531763+0411586,2.621602,0.0562729016,52.982933,-0.100418,-0.40677
2M14532084+0332412,0.3059482,359.263916,52.5367508,-0.02104741,-0.77007
2M14532725+0516238,0.1088521,1.45867896,53.6556854,-0.06147748,-0.29163
2M14532866+0344030,1.333006,359.531433,52.6392708,-0.120118,-0.36969
2M14533172+0432236,0.1911388,0.546251535,53.163372,0.03579351,0.069029
2M14533331+0424203,3.098927,0.385036618,53.0700493,-0.105908,-0.73062
2M14533893+0459516,0.71284,1.15866768,53.4399796,-0.02848101,0.022143
2M14534083+0346368,0.5589167,359.639526,52.6300583,-0.07943749,-0.81058
2M14535189+0342238,0.7290843,359.603699,52.5489426,0.01495251,-0.201
2M14535446+0340130,2.660837,359.570923,52.5167427,-0.181428,-0.62336
2M14535596+0440098,9.900853,0.81948489,53.1722336,-0.261598,-1.184
2M14540218+0431505,3.248544,0.673026741,53.061882,-0.211908,-0.66029
