plateifu,mangaid,objra,objdec,log_Mass,Age_LW_Re_fit,alpha_Age_LW_Re_fit,Age_MW_Re_fit,alpha_Age_MW_Re_fit,ZH_LW_Re_fit,alpha_ZH_LW_Re_fit,vel_sigma_Re,Re_kpc
12491-3701,1-61959,164.833204164,2.01897693136,10.11203,9.59463,-0.08794216,9.745195,-0.04893116,-0.1397028,0.06083996,0.3720566,1.181002
12491-3702,1-61949,165.109036206,1.6556571202,10.43619,9.800829,-0.06907453,9.961087,0.0197922,-0.2082044,-0.04081735,0.3478793,1.2421
12491-3703,1-62060,166.225633773,2.36369340392,10.69169,9.699533,-0.009535009,9.80724,0.01833854,0.05158848,-0.1054969,0.3251936,1.255476
12491-3704,1-4036,165.440210329,1.24739032663,10.03107,9.159809,-0.05047825,9.492164,0.1077713,-0.1205575,-0.04977455,0.3828014,1.591406
12491-6101,1-62047,165.897590307,3.33744190383,11.2944,9.302229,0.1919933,9.646558,0.1747514,-0.175936,-0.2254064,0.4848,6.298068
12491-6102,1-62201,166.881658009,2.89206869247,10.91711,9.664074,-0.1113878,9.845858,-0.01734134,-0.1274139,-0.1835486,0.1785698,4.15244
12491-6103,1-62034,165.813618578,3.36564834548,9.785,9.217173,0.04837909,9.720942,0.3916588,-0.1123646,0.1026327,0.5267102,2.783805
12491-6104,1-612698,166.542523415,3.32071517403,11.12565,9.707275,-0.07965173,9.86839,-0.01950293,-0.1536829,-0.1710011,0.1477553,4.000669
12491-9101,1-62037,165.57412408,3.39974615467,10.24906,8.95713,-0.04943796,9.971904,0.1341255,-0.4874641,-0.01449084,0.3818156,3.021241
12491-9102,1-62063,166.359929143,3.29252237145,11.06419,9.166442,-0.4621477,9.52126,-0.2503839,-0.3987022,-0.3192153,0.4597061,14.86252
12495-12701,1-79774,159.752375756,3.53983982827,11.42876,9.237647,-0.6995046,9.727861,-0.3282403,-0.2493337,-0.26737,0.4504474,16.62847
12495-12702,1-61639,160.344416698,3.31821414206,11.48986,9.029253,-0.735244,9.789416,0.03199932,-0.1696649,-0.07631172,0.3094402,12.657
12495-12703,1-80437,161.291619715,4.94450448084,11.37302,9.29763,-0.4104901,9.79022,0.02045005,-0.3100346,-0.4720029,0.2983959,13.97646
12495-12704,1-61653,160.66180195,3.37731223383,10.43978,8.9141,-0.2607729,9.671062,-0.05504325,-0.334182,-0.03236403,0.3678688,5.521321
12495-12705,1-61812,161.876642566,3.14494112923,11.3867,9.484583,-0.4890021,9.878407,-0.0675806,-0.1134464,-0.2742127,0.1451064,7.926261
12495-1901,1-80160,161.281798003,3.67460579699,9.974763,8.99981,-0.1134502,9.699512,0.2506775,-0.3611657,-0.1524686,0.4017867,1.009131
12495-1902,1-61694,161.069467921,2.78774233942,10.03052,9.166019,-0.2483652,9.606345,-0.06962333,-0.3241456,-0.06153176,0.4712881,1.369753
12495-3701,1-61707,161.493923358,2.83241068997,9.181316,8.676604,-0.4405381,9.283911,-0.1184936,-0.4771096,-0.06329934,0.7393235,2.188079
12495-3702,1-79756,160.479883227,3.52414221598,9.915545,8.230251,-0.5806295,9.943367,0.05125042,-0.3155494,0.07475383,0.3949973,6.417933
12495-3703,1-61727,161.662212807,3.24379315245,9.853987,8.915617,-0.2645296,9.405404,-0.2869397,-0.4596764,-0.06111636,0.6086847,4.184051
12495-3704,1-61841,162.259132855,2.88291611901,11.46518,9.540993,-0.2743548,9.797252,-0.04743734,0.01990112,-0.1656901,0.1667693,6.437757
12495-6101,1-80416,161.009215194,4.66301583917,10.58436,9.150716,-0.132185,9.592332,-0.04910182,-0.3391742,-0.4075876,0.3739077,4.034922
12495-6102,1-79764,160.460792046,4.33080246255,10.6281,9.262767,-0.3145025,9.524972,-0.2771853,-0.3023517,-0.3738364,0.3806654,5.401471
12495-6103,1-80414,161.101990774,4.74842752858,11.27196,9.036807,0.01934342,9.893557,0.08453,-0.3146417,-0.1061987,0.3277749,6.069715
12495-6104,1-61820,162.140269976,3.31778167153,10.3323,9.126733,0.001420994,9.696591,-0.1381198,-0.4247429,-0.1039461,0.8846035,3.864268
12495-9101,1-61513,159.7106,3.26531,11.2661,9.446946,-0.266214,9.790122,-0.02030199,0.0657002,-0.09635366,0.4308906,8.522911
12495-9102,1-79770,159.836215264,3.36922915773,10.75115,9.154972,-0.2076419,9.493989,-0.1569455,-0.33581,-0.2541274,0.5641463,4.925212
12506-12701,1-82432,218.290476601,3.94665082757,10.875,8.94033,-0.1330084,9.635643,-0.08159558,-0.305971,-0.3269231,0.5420675,5.438331
12506-12702,1-82688,219.987429826,3.82559926188,10.47777,9.728889,0.009179414,9.879138,0.1081296,-0.1241833,-0.2507648,0.1796951,1.063162
12506-12703,1-630772,219.461107363,5.01123840302,10.01257,8.790343,0.01309769,9.500432,-0.2408009,-0.4692382,-0.1013659,0.6520029,4.544154
12506-12704,1-83054,220.135165557,3.5595384261,10.25766,9.756726,-0.1647906,9.903682,-0.04615354,-0.1969808,-0.1165844,0.1121865,1.002305
12506-12705,1-83066,219.989613058,3.08326872579,10.19419,9.747837,-0.1166293,9.897045,-0.05217914,-0.1052287,0.0318206,0.1492163,1.01827
12506-1901,1-82714,219.915747466,3.72083980861,10.60742,9.748035,-0.007202168,9.871976,0.007903571,0.03315971,-0.08563522,0.2351162,1.210215
12506-1902,1-82684,220.068336896,3.52011868276,10.50271,9.774624,0.04803465,9.893272,0.0867473,-0.0756733,-0.2099317,0.06988459,1.414719
12506-3701,1-70146,220.096953695,3.03953647896,9.761765,9.484239,-0.03629748,9.571342,-0.01218726,-0.0424059,-0.1223226,0.7192472,2.77543
12506-3702,1-82669,220.180630734,3.3740235394,11.00218,9.718044,-0.02770079,9.868035,0.007256884,0.086411,-0.1059712,0.2735191,1.750477
12506-3703,1-83042,220.372948784,3.19520515038,9.398015,9.092366,0.04576479,9.464326,-0.281445,-0.4818257,0.007043618,0.3271216,2.03736
12506-3704,1-82647,220.678131095,3.48915993082,9.789572,9.610274,-0.162251,9.821099,0.02731683,-0.1080384,-0.05412812,0.5751372,2.180999
12506-6101,1-82375,218.52224,3.6574,10.00379,9.190928,0.09067903,9.66887,-0.1107199,-0.3378533,-0.08423901,0.3475602,3.363276
12506-6102,1-82382,218.579238947,3.66438653036,11.0475,9.646132,-0.1436327,9.768425,-0.1568937,0.05342844,-0.06502026,0.4184131,4.315225
12506-6103,1-368221,218.989880184,5.30844829156,9.589719,8.394263,-0.3343613,9.811186,-0.09251999,-0.3490307,0.279202,0.7000864,3.060546
12506-6104,1-83063,220.241928165,3.4515695642,10.78194,9.837776,0.08777224,9.942392,0.07315715,-0.07516367,-0.2144366,0.2840008,1.557496
12506-9101,1-559752,219.045941031,3.35426657131,10.64792,9.736346,0.0202871,9.893373,0.1133632,-0.0958591,-0.155837,0.2666703,2.012587
12506-9102,1-83058,220.445466369,3.45540347449,10.5551,9.790464,-0.02045317,9.913286,0.02852039,-0.06087293,-0.0938841,0.2900651,1.715009
12510-12701,1-10862,202.452445206,-0.294176769541,9.82882,8.969666,-0.1248905,9.355165,-0.2682037,-0.4742972,-0.08305474,0.5658289,6.018568
12510-12702,1-626493,203.00215,-1.69881,10.42399,9.184869,-0.1391744,9.782707,0.141948,-0.1032076,-0.1182822,0.4981798,4.98501
12510-12703,1-10786,204.088635593,-0.460524329759,9.16503,8.875843,0.01192482,9.501057,-0.009168028,-0.49,0.0,0.7727221,2.264867
12510-12704,1-10794,203.589586354,-0.741650440178,9.903172,8.409957,-0.9001167,10.03024,0.06118271,-0.49,0.0,0.6650726,3.771855
12510-12705,1-159685,204.726291299,-1.77792406035,9.69973,8.679886,-0.2526438,9.711621,0.07717583,-0.4766265,-0.03511916,0.3436361,4.157066
12510-1901,1-159367,202.615122333,-1.69130987366,9.654987,9.451352,-0.3766315,9.849602,0.1561401,-0.2702221,-0.08312333,0.3132896,1.561873
12510-1902,1-10375,202.924176092,-0.466036685729,9.878634,8.844554,-0.07881051,9.662856,-0.06329031,-0.3620864,-0.08036103,0.6255713,1.558584
12510-3701,1-10760,203.911524323,-0.920043478671,11.16942,8.527311,0.10921,9.753925,-0.1147788,-0.4084781,-0.0007533316,0.46291,4.509795
12510-3702,1-641253,204.56414016,-0.398555878423,9.769165,8.630738,-0.2597072,9.903403,-0.01116832,-0.49,0.0,0.6053353,1.952529
12510-3703,1-549479,203.844927299,0.295991789152,11.49237,9.713437,0.03712804,9.80998,0.08101252,-0.02998556,-0.190972,0.1260601,7.181681
12510-3704,1-159682,204.680676363,-1.7041980007,9.70249,9.124676,0.2833171,9.612804,-0.005105895,-0.368693,0.05440157,0.5344219,2.255467
12510-6101,1-159436,202.906948642,-1.87333384971,11.53059,9.818914,0.07724134,9.936803,0.03029241,0.09766749,-0.05032229,0.2832469,5.399299
12510-6102,1-10850,202.579541401,-0.870677025388,10.0443,9.029294,0.09738392,9.598483,-0.239563,-0.4845966,-0.02130934,0.5383744,2.3925
12510-6103,1-10797,203.732821921,-0.174215238092,11.26712,9.467086,-0.2351882,9.707038,-0.04994591,-0.06879348,-0.1392467,0.2646737,5.173567
12510-6104,1-626763,204.244034337,0.225679309065,10.19841,9.259536,-0.04410611,9.491091,-0.1046816,-0.1298444,-0.11546,0.4823367,2.819071
12510-9101,1-159357,202.459791781,-1.42899963115,10.33196,8.664993,-0.1713323,9.713508,0.2290758,-0.3173992,-0.2100679,0.4033887,2.926549
12510-9102,1-159093,202.715315842,-1.778672768,10.87104,8.739629,-0.1520551,9.593629,-0.1484118,-0.3909859,-0.2841375,0.4715627,4.95219
12511-12701,1-53212,133.650006846,1.4350303979,10.55202,8.686128,-0.6940146,9.374846,-0.09897685,-0.4158517,-0.1750906,0.4467204,5.897935
12511-12702,1-548687,134.108431642,2.22802476184,11.72104,9.177134,-0.793259,9.911234,-0.03563228,-0.1652703,-0.3043257,0.2574621,17.58744
12511-12703,1-53392,134.404403846,2.23944449461,10.60224,9.085142,-0.2357649,9.399627,-0.1714157,-0.3828186,-0.3103532,0.522916,7.301962
12511-12704,1-53544,135.43843,0.52181,9.783575,8.649146,-0.001211629,9.648748,-0.07384875,-0.49,0.0,0.293599,3.426317
12511-12705,1-53328,133.948604956,0.794302784007,11.2015,8.844909,-0.4509152,9.688557,-0.01330507,-0.2113693,-0.08044492,0.4625402,7.380239
12511-1901,1-53681,135.467041919,1.9932814634,10.99035,9.639134,-0.0877391,9.794108,-0.07267074,0.1058446,0.03225263,0.1007128,2.450407
12511-1902,1-53662,135.769700462,1.13570133479,10.81827,9.703086,-0.002616439,9.834788,0.0882589,0.02365182,-0.08065889,0.1117441,3.098077
12511-3701,1-53093,133.976155571,0.853060628868,10.81737,9.046111,0.06122071,9.738667,-0.1166792,-0.1645195,-0.1799664,0.6248052,3.001807
12511-3702,1-53412,134.649946303,1.53043438711,11.36351,8.407011,-0.473446,9.564246,-0.2582515,-0.08723047,0.01915751,0.4528848,8.570284
12511-3703,1-53660,135.931877088,1.65935186123,11.27917,9.080743,-0.519722,9.559679,-0.1850144,-0.3381886,-0.4015861,0.4582258,16.52766
12511-3704,1-53417,134.738145566,1.43824828116,11.0716,9.745767,0.05929153,9.909724,0.08872844,-0.02838881,-0.1811265,0.05821769,2.668219
12511-6101,1-53288,134.619164107,0.0234601988079,10.56091,9.291425,0.01304971,9.443315,-0.2076494,-0.06855034,0.1773283,0.3238861,3.345736
12511-6102,1-53257,134.520595227,1.15375662168,11.46744,9.747813,0.0447611,9.916136,0.1500107,0.001524016,-0.1986384,0.09624682,7.272781
12511-6103,1-53292,134.83685142,0.861723129285,9.325517,8.589621,-0.2208395,9.929413,0.06131405,-0.4197491,0.1551055,0.5761461,1.58258
12511-6104,1-53536,135.21264097,1.16110632451,9.281623,8.850921,0.2092392,9.260546,-0.2244277,-0.49,0.0,0.6044244,3.131506
12511-9101,1-53327,133.780930473,0.811566056917,10.04453,8.471,-0.1001203,9.793374,0.1474257,-0.4671498,-0.06960128,0.4287433,3.604293
12511-9102,1-53282,135.477955255,1.17194756299,9.414131,8.82824,0.02907612,9.256181,-0.2026315,-0.49,0.0,0.4951104,3.215597
12512-12701,1-229,145.826591454,0.373118895406,9.370399,8.383894,-1.013844,9.497519,-0.05277911,-0.49,0.0,0.4035282,6.0466
12512-12702,1-585711,146.373498466,-0.365219518194,11.30396,8.850072,-0.41756,9.930076,0.0523495,-0.4796211,-0.02627565,0.6394092,11.41001
12512-12703,1-216,145.89224,1.11739,10.6554,8.592464,0.03682707,9.836659,-0.2128804,-0.49,0.0,0.2767673,8.142409
12512-12704,1-73,146.468917648,-0.0928172349749,11.48138,9.518871,-0.2807209,9.736594,-0.03345557,9.08665e-05,-0.2600925,0.09791401,15.53579
12512-12705,1-494,147.493694476,-0.883133459889,11.40603,9.260675,-0.759699,9.79088,-0.1129107,-0.2967563,-0.2771136,0.3381429,14.3128
12512-1901,1-286,146.520317004,0.871843112299,10.8466,9.747835,0.002269321,9.836333,0.05830956,0.1093268,-0.1233908,0.3238989,1.696196
12512-1902,1-74,146.355792151,-0.143387179282,10.52778,9.763875,-0.01304913,9.923969,-0.006042191,-0.1231126,-0.05699528,0.3242432,1.376971
12512-3701,1-585712,146.44031,-0.97743,10.20079,9.242409,0.2866006,9.476116,-0.0249645,-0.09464477,-0.01101765,0.600033,2.917376
12512-3702,1-245,146.02092698,0.733555750184,11.20673,9.840255,0.0745753,9.962493,0.07483213,-0.09814561,-0.2682306,0.0728071,3.731584
12512-3703,1-55156,145.947980741,0.212021801696,11.49653,9.35159,-0.2185834,9.637386,-0.02140088,-0.04996075,-0.1766053,0.3682719,6.049798
12512-3704,1-79,146.323174902,-0.0299441308636,9.584617,8.483301,-0.2527357,9.99555,-0.09968814,-0.49,0.0,0.3955115,2.10697
12512-6101,1-76,146.299862589,-0.120004032903,10.65678,9.141946,-0.4292968,9.648855,-0.2134037,-0.172375,-0.3103164,0.3654046,3.547215
12512-6102,1-53,146.6957235,-0.286951226773,11.41588,9.625121,-0.05518384,9.725326,0.008092958,-0.07263644,-0.1194479,0.1439216,8.048122
12512-6103,1-241,146.159780409,0.840701136408,11.63715,9.712453,0.004426186,9.898032,0.024723,0.05864548,-0.1142039,0.1693087,7.657617
12512-6104,1-480,147.869389391,-0.562736184747,10.06641,8.924402,0.5492386,9.659637,-0.323108,-0.4172426,-0.02708849,0.3162738,2.371433
12512-9101,1-113,145.681110296,-0.867232790375,11.07573,9.425544,-0.3460485,9.644529,-0.1765696,-0.002954056,-0.1259498,0.2879849,6.077092
12512-9102,1-92,146.231867762,0.0682195253613,10.86352,9.767339,0.08431391,9.876045,0.05147356,0.001223551,-0.1483281,0.3023169,3.381413
12514-12701,1-66655,198.016049595,1.64558131852,10.30603,8.998423,-0.2122067,9.465752,-0.1891714,-0.3578723,-0.2238703,0.493942,6.031078
12514-12702,1-67044,198.839844166,1.92755568471,11.05931,9.055874,-0.2053719,9.604427,-0.04784297,-0.1140771,-0.1552604,0.4374602,6.374107
12514-12703,1-549165,198.767281936,1.52899784269,10.49604,9.111215,-0.2036936,9.568382,-0.04549479,-0.1472575,-0.2061605,0.650887,5.648753
12514-12704,1-9923,198.848668135,1.14389483083,10.45992,9.073221,-0.1795995,9.546574,-0.06578505,-0.2126513,-0.2276368,0.4966565,7.746248
12514-12705,1-641176,199.538837967,0.222812971373,10.0777,8.486618,-0.3651428,9.633812,0.126901,-0.4569809,-0.124862,0.5793728,7.577125
12514-1901,1-67018,199.689545838,1.3862504132,10.24289,9.500295,0.07291553,9.566826,0.1334096,0.09611222,-0.1106299,0.2944725,1.467489
12514-1902,1-10263,200.400259414,0.573031983277,9.305632,8.736104,-0.2654813,9.548913,0.1641501,-0.3697681,-0.1625776,0.7883171,1.402544
12514-3701,1-67037,199.5097798,1.11410019542,11.45854,9.628735,-0.05543728,9.733827,-0.05771217,0.01222027,-0.1256989,0.2429477,7.820328
12514-3702,1-66669,198.468316863,2.13256494545,10.66148,9.261347,0.1451465,9.543781,0.09449843,-0.185352,-0.07777699,0.077825,2.815468
12514-3703,1-66619,199.473583187,2.21807069516,11.2891,9.71073,0.02981621,9.821591,0.02154805,-0.04068161,-0.2150765,0.1188055,4.13178
12514-3704,1-10177,199.460009291,0.34998996525,10.61503,9.567271,0.04492577,9.687463,0.01093907,0.05075984,-0.1934373,0.4138008,2.260489
12514-6101,1-624904,198.228091662,1.03598048278,11.34928,9.651635,-0.09663811,9.769456,-0.08813711,-0.09517682,-0.104856,0.09731216,8.851031
12514-6102,1-67031,199.178747622,1.88260192451,11.03685,9.62221,-0.1236048,9.701159,-0.1082749,-0.07931037,-0.126065,0.2386684,5.051221
12514-6103,1-66643,198.274199833,1.46552425813,10.60107,9.441195,-0.02892101,9.771657,-0.1606667,-0.08762467,-0.1011409,0.2018235,2.399647
12514-6104,1-10550,200.6611155,1.17568528896,11.53973,9.721425,0.06653566,9.841492,0.07832527,-0.03752292,-0.2094868,0.1139055,6.689612
12514-9101,1-10166,199.2955574,0.913561334,11.51332,8.951092,-0.2610487,9.647704,0.09388357,-0.155334,-0.2632149,0.539123,11.689
12514-9102,1-625206,199.270643755,1.82799783172,10.7145,8.842793,-0.2761718,9.433397,-0.2492971,-0.3341486,-0.2640828,0.4655874,5.20073
12518-12701,1-2125,157.469365168,-0.17439195193,10.9544,9.009767,-0.2803007,9.799713,0.06447655,-0.09677369,-0.2025983,0.5081185,7.69702
12518-12702,1-2461,158.371100395,-0.860407428659,9.837358,8.561576,-0.3900874,9.588175,0.02725879,-0.469013,-0.07519134,0.5881698,4.599289
12518-12703,1-2988,159.592103934,0.819848508903,10.61182,8.780504,-0.04952897,9.390614,-0.09388024,-0.3460597,-0.3173535,0.4667602,5.156725
12518-12704,1-2999,159.717631094,0.141206730797,11.47246,8.145129,0.9328009,9.713379,0.174273,-0.4631303,0.05924034,0.7883264,28.81622
12518-12705,1-2511,158.464022875,-0.561397568229,10.93919,8.985912,-0.7652439,9.742102,-0.08412234,-0.02870857,-0.1970034,0.2730199,7.231307
12518-1901,1-2668,157.839986058,0.231096035664,9.910765,9.220984,0.1710101,9.516915,0.019114,-0.2290514,0.001994322,0.2351787,1.806936
12518-1902,1-2478,158.956201533,-0.238989306644,10.15429,8.792472,0.3354252,9.902101,-0.07897577,-0.4840293,-0.006748952,0.330096,1.60154
12518-3701,1-2937,159.606300135,-0.0177841899234,9.43936,8.487099,-0.528218,9.980315,0.1595091,-0.4901489,-0.005955015,0.6495947,5.251986
12518-3702,1-2739,158.710771382,0.676383515369,10.83112,9.577712,-0.001027483,9.731126,0.04809435,-0.1299518,-0.1191248,0.08894931,2.687551
12518-3703,1-2936,159.60443798,-0.392690289619,11.61877,9.509569,-0.05496622,9.875297,-0.03088244,-0.179429,0.1872236,0.2393608,7.08324
12518-3704,1-2880,159.893774851,-0.252957993345,9.783291,8.571418,0.08387326,9.832854,0.05681213,-0.4274733,0.07125578,0.6919634,1.832711
12518-6101,1-2456,159.059562539,-0.159036291478,10.54993,8.89642,0.2908337,9.623487,0.05731137,-0.1996588,-0.1809065,0.4232661,3.50495
12518-6102,1-2469,158.870934039,-0.399789642059,11.35426,9.647606,-0.1454011,9.75653,-0.2034794,0.04502605,-0.0213875,0.1092003,5.424229
12518-6103,1-2604,157.404511247,0.951187505012,9.971741,8.89957,-0.1308785,9.550968,-0.09841742,-0.2668957,-0.2881413,0.513941,2.742389
12518-6104,1-2921,159.373982593,-0.677945075894,11.79015,9.730784,-0.04315727,9.920284,0.002126732,-0.02077814,-0.2221474,0.5722923,11.13052
12518-9101,1-2742,159.239053047,0.2297476559,10.97704,9.046173,-0.2725485,9.739149,0.01732693,-0.1893501,-0.2683587,0.4064164,6.458313
12518-9102,1-2912,159.826098405,-0.229142053144,9.656471,9.035931,-0.1578784,9.337318,-0.2471863,-0.3615099,-0.1614443,0.683808,2.884698
12620-12701,1-401708,199.739299604,29.6463482564,11.20989,9.32044,0.02683695,9.664623,-0.03709915,-0.1190606,-0.3775408,0.6454772,9.121512
12620-12702,1-575229,201.980352609,30.3759784543,11.57554,9.183673,-0.461191,9.77698,-0.02880678,-0.0902473,-0.1146258,0.2782647,10.75711
12620-12703,1-419266,201.065918447,31.3450495839,10.22891,9.28205,0.1629436,9.661775,-0.06563985,-0.3109511,-0.2663239,0.5130732,7.317227
12620-12704,1-421066,202.107185823,30.8157154792,10.16482,8.733281,-0.1777458,9.505713,0.03109446,-0.3848046,-0.2833245,0.6254084,6.981842
12620-12705,1-395668,202.30104993,29.8264063855,10.5845,8.790018,0.2604912,9.659404,-0.1229643,-0.2193906,-0.2976353,0.5250208,5.279023
12620-1901,1-591742,201.11484162,30.9779040016,10.46705,9.684647,0.08399992,9.791586,0.1931029,-0.006359,-0.146144,0.1697884,0.9629395
12620-1902,1-421010,202.523339684,30.4544347582,10.35704,9.481072,-0.1194729,9.629597,-0.03311494,0.02125561,-0.09428743,0.257328,1.777926
12620-3701,1-591692,200.420155189,28.8831003966,9.334915,8.506684,-0.376889,9.535874,-0.3410234,-0.4892133,-0.004490336,0.4430139,1.087623
12620-3702,1-625510,200.202545418,30.7576708936,11.46793,9.648917,-0.272397,9.913132,-0.03228426,-0.01369479,-0.1132441,0.2628864,7.837363
12620-3703,1-626078,201.681202856,30.506688535,10.21203,8.879741,-0.2521114,9.597937,0.1232072,-0.1122605,-0.1574476,0.6029637,1.949023
12620-3704,1-395713,202.456457324,29.1142093379,9.925108,9.166676,-0.438548,9.607418,0.04398947,-0.2592424,-0.1427261,0.3995489,1.79275
12620-6101,1-419040,199.948633034,30.82622814,9.856071,8.580697,0.01074652,9.355035,-0.5545343,-0.4870145,-0.01706012,0.5918037,2.797267
12620-6102,1-401566,200.249479878,28.9695033088,9.526706,8.609671,-0.6137021,9.340695,-0.1414753,-0.4849259,-0.02079223,0.3628526,3.017294
12620-6103,1-419023,200.061514884,30.9877947819,10.90455,9.479492,-0.2663028,9.80564,0.08637066,-0.05032324,-0.1736357,0.327719,3.166004
12620-6104,1-401748,200.168507904,29.6167401251,10.44941,8.555339,-0.1124086,9.724822,0.1618164,-0.4530362,-0.1325209,0.5238183,3.499454
12620-9101,1-401502,201.177416428,29.0496119639,10.22367,9.026389,-0.3787643,9.776415,0.112689,-0.1600433,0.01209366,0.7330921,2.58729
12620-9102,1-421128,201.170476287,31.0264957187,10.16257,9.454262,0.1876191,9.619874,-0.1140792,-0.1132937,-0.0527732,0.2606149,3.685852
12621-12701,1-420973,203.658855694,30.5946014845,10.94961,9.287758,-0.09774905,9.561419,-0.06950197,-0.2154476,-0.1963464,0.3488663,7.640749
12621-12703,1-415848,204.888962499,29.9970820026,10.93777,9.275083,-0.167027,9.633158,-0.203298,-0.1506983,-0.2250083,0.4564475,7.36909
12621-12704,1-575215,204.881352663,29.3577088319,11.04594,9.536042,-0.4027693,9.749228,-0.3140122,-0.1545064,-0.2137216,0.09278098,9.744878
12621-12705,1-406037,204.795149432,28.9591993031,10.75039,8.939986,-0.3195628,9.672737,-0.09836655,-0.2083829,-0.3142998,0.4142268,7.677731
12621-1901,1-420979,203.770368571,31.0115592589,9.866848,9.195573,0.2975331,9.672492,-0.08470782,-0.2133559,0.1481015,0.19117,1.083834
12621-1902,1-415883,204.017186241,30.1410775634,9.882793,9.195279,0.1920286,9.441117,0.07763832,-0.1640501,-0.04919272,0.3236466,1.873937
12621-3701,1-395682,202.48275987,29.7946364027,10.6522,9.70442,0.08096547,9.854998,0.01169867,0.01477648,-0.0711427,0.3127182,2.198097
12621-3702,1-421027,202.235788854,30.1501942259,10.81202,9.519582,-0.2244972,9.829791,-0.04518719,0.006063083,-0.04007105,0.3424836,2.701875
12621-3703,1-591979,204.990724016,30.107708687,10.98433,9.664259,0.07004768,9.760916,0.08185845,0.02671679,-0.2308991,0.2840742,2.917158
12621-3704,1-395699,202.994815897,29.943808205,10.10587,9.095032,-0.02847244,9.722054,0.05124778,-0.3906218,-0.1537485,0.3132016,2.272053
12621-6101,1-591967,204.817073841,28.873535382,10.25459,8.162507,-0.5720456,9.491894,-0.05465983,-0.49,0.0,0.4435376,5.997962
12621-6102,1-395824,204.092487952,29.5631388032,9.688592,8.544882,-0.2284516,9.38701,-0.1540538,-0.49,0.0,0.6325275,2.47492
12621-6103,1-415931,204.691162944,30.4804494714,10.59653,8.78504,-0.3795223,9.747715,0.1749498,-0.1232312,-0.1937842,0.4445873,2.787629
12621-6104,1-415720,205.320350211,29.8345310073,11.72335,9.728247,-0.08353794,9.886064,-0.02651357,-0.03799582,-0.1214505,0.1245487,13.94228
12621-9101,1-420986,203.279194983,30.4292905934,11.05095,9.237273,-0.7843546,9.823223,-0.1229846,-0.05034883,-0.01173422,0.3580796,5.384072
12621-9102,1-395780,203.962672797,28.8957363191,10.80879,9.522814,-0.4306712,9.779358,-0.2434958,-0.1317129,-0.2111522,0.281072,4.273849
12622-12701,1-625812,200.930738354,30.5635604486,10.20058,9.085673,-0.524848,9.626638,-0.202443,-0.49,0.0,0.7651328,5.263999
12622-12703,1-421889,199.853809528,32.6034787404,10.53183,8.829059,-0.1436329,9.391847,-0.1910832,-0.4055321,-0.2951888,0.6609983,5.604544
12622-12704,1-421784,201.02653,31.76235,9.33534,8.744844,-0.3332888,9.615546,0.0450272,-0.4667368,-0.05933322,0.6147627,3.84587
12622-12705,1-421238,202.572317305,31.3338297094,9.790269,8.197857,0.2942229,9.721034,-0.3069933,-0.49,0.0,0.8263922,3.801253
12622-1901,1-419213,199.534355928,31.9601195683,11.25136,8.86561,-0.1174457,9.657375,-0.02915136,-0.3345436,-0.1671183,0.3803766,5.457168
12622-1902,1-420769,202.331962545,32.0047224327,10.24554,8.925592,0.09152073,9.704445,-0.08669984,-0.3309341,0.1966019,0.3189975,1.230389
12622-3702,1-591689,200.382508938,32.9197438341,11.10369,9.790936,-0.02213098,9.940963,0.01229148,-0.01288543,-0.0967605,0.04126565,3.326035
12622-3703,1-421988,201.147070828,32.9410306278,9.560624,8.360092,-0.8989227,9.30649,-0.1977294,-0.49,-1.055048e-15,0.5244994,6.09164
12622-3704,1-421808,201.187819681,32.5168408132,10.2101,9.575518,-0.003420184,9.716938,0.04187651,-0.09515438,-0.17251,0.300976,2.348495
12622-6101,1-419255,200.490461357,32.0998213358,9.19421,8.266204,-0.5486165,9.430922,-0.2587442,-0.49,0.0,0.2843526,2.084621
12622-6102,1-421782,201.13946468,31.6715159727,9.289732,9.089421,-0.5266724,9.344365,-0.2275874,-0.3712632,-0.2518297,0.6042863,1.967621
12622-6103,1-421160,201.693351437,31.9443972954,10.06888,9.136644,-0.06211739,9.815504,0.165095,-0.1104924,0.06917978,0.454925,3.107877
12622-6104,1-422038,201.673031057,32.9245691994,9.372292,9.167312,0.0277036,9.376862,-0.1318602,-0.3142766,0.07194078,0.4737463,2.785759
12622-9101,1-419022,200.062526626,30.8998314255,10.68114,8.798317,0.1671677,9.753215,0.05229852,-0.1850169,0.02066731,0.4493852,3.505491
12622-9102,1-421842,200.696327374,32.6232691309,11.06592,9.283592,-0.4911032,9.661151,-0.2398767,-0.1400858,-0.1743896,0.3549723,6.083575
12624-12701,1-626483,202.98346,31.03287,9.306006,8.784616,-0.07404578,9.42627,-0.2420754,-0.49,0.0,0.4572764,3.763527
12624-12702,1-395813,204.047401611,29.3938781434,10.62742,8.645866,-0.4287987,9.78025,0.1988016,-0.3274588,-0.1337206,0.4793982,7.323576
12624-12703,1-420709,203.468324934,31.6046500241,10.89878,9.287744,-0.1839297,9.572907,-0.1963289,-0.238727,-0.2255146,0.4157826,8.921082
12624-12704,1-415975,205.306660394,30.3910538421,9.791896,8.61107,0.06978977,9.554843,-0.1829926,-0.4500275,0.07029384,0.5582013,3.95003
12624-12705,1-627030,205.426697444,30.1254142293,11.15892,9.336824,-0.410466,9.767285,0.00516853,-0.1709122,-0.1916028,0.2868553,6.884733
