plateifu,mangaid,objra,objdec,log_Mass,Age_LW_Re_fit,alpha_Age_LW_Re_fit,Age_MW_Re_fit,alpha_Age_MW_Re_fit,ZH_LW_Re_fit,alpha_ZH_LW_Re_fit,vel_sigma_Re,Re_kpc
12624-1901,1-415904,204.372870645,30.6162430186,9.463845,8.889596,0.4747675,9.716645,-0.1013892,-0.3643545,0.180066,0.5721788,0.9350196
12624-1902,1-415871,203.944119511,29.8559428814,9.943431,9.446848,-0.1896775,9.603642,-0.01276134,-0.3242943,-0.1042844,0.467149,1.387879
12624-3701,1-415754,204.96997,29.3797,10.20322,8.801105,0.6596368,9.347176,0.1039754,-0.4796503,0.02487742,1.084997,4.173314
12624-3702,1-415777,205.547368296,29.8956371334,10.80225,9.833906,-0.02102628,9.988035,0.002132165,-0.05357832,-0.1020472,0.1633917,0.9970141
12624-3703,1-406028,204.873644776,29.3594667252,10.37865,9.707226,-0.01831914,9.86435,0.08114676,-0.2518177,-0.2892325,0.3653767,2.217838
12624-3704,1-406107,205.613784686,29.7674067966,10.58174,9.747611,-0.0111576,9.895856,0.01406069,-0.02489391,-0.03324282,0.1839525,1.627904
12624-6101,1-592010,205.731391037,29.8685990596,11.34294,9.7212,-0.0006678225,9.836282,0.02816693,0.08791354,-0.04253135,0.05548143,4.512882
12624-6102,1-415764,205.716344423,29.8993611114,9.809638,9.506182,-0.1037994,9.611818,-0.09489514,-0.2306663,0.09270185,0.4202861,2.399479
12624-6103,1-415842,204.426494471,29.7064897405,11.96502,9.536417,-0.419363,9.95557,0.01793532,-0.002683771,-0.07013766,0.1292741,12.74371
12624-6104,1-415768,205.853653183,30.0695078457,11.38892,9.629037,0.0808316,9.771592,-0.05969876,-0.0005010645,-0.08281649,0.2382203,4.484947
12624-9101,1-591892,203.568730085,31.2858673006,10.96694,8.914736,-0.1062217,9.743946,-0.1300808,-0.2893712,0.191783,0.6526543,4.745254
12624-9102,1-406086,205.498855242,29.7815377378,11.20497,9.613021,-0.2216087,9.816916,-0.1925351,-0.2042176,-0.1906378,0.2856518,6.276249
12651-12701,1-543357,250.282342494,27.5125620984,10.7829,8.962628,0.4870909,9.406844,0.1090704,-0.3899028,0.1762971,1.04465,7.849654
12651-12702,1-543868,250.741812516,26.8734222643,10.59281,8.519158,-0.4191413,9.820841,0.2113615,-0.2509273,-0.1298843,0.8127374,7.19514
12651-12703,1-325181,250.661034288,27.443701729,11.85464,9.328154,-0.8179852,9.877377,-0.0492393,-0.2085724,-0.4261996,0.1408166,31.49744
12651-12704,1-325522,251.674451997,27.2751453361,11.42105,9.424152,-0.5395337,9.743358,-0.212105,-0.3246666,-0.4444291,0.1207956,17.44934
12651-12705,1-634208,252.011074618,26.2135468512,10.90905,8.668325,-0.676529,9.736136,0.05727533,-0.3728552,-0.3385742,0.4376597,9.484322
12651-1901,1-543595,250.892815906,26.6137526433,9.924881,8.932868,0.06823386,9.571665,0.01136398,-0.1750147,0.01688046,0.3376193,1.592381
12651-1902,1-325577,252.251838604,27.6297553972,10.48384,9.659799,-0.06199873,9.80833,-0.03635391,-0.1172341,-0.138572,0.3365584,1.942826
12651-3701,1-272871,250.343438702,26.226259461,9.681789,8.52408,-0.3820556,9.661403,-0.05571533,-0.4722272,-0.07534123,0.5148659,1.666414
12651-3702,1-550883,250.315999063,26.8658331657,10.71301,9.635423,-0.3069747,9.942475,-0.06438094,-0.1270396,-0.01412742,0.3022538,2.266054
12651-3703,1-325456,252.194328145,27.0105353601,11.06317,9.847528,0.1431869,9.93952,0.1440348,-0.1142093,-0.3156805,0.1350481,2.546307
12651-3704,1-550884,250.420154959,26.8550577873,9.537121,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.3080737,-2825.624
12651-6101,1-543598,250.262038974,26.1513082326,10.96194,9.66882,-0.09104852,9.8185,-0.07347968,0.03302411,-0.1434297,0.3166527,3.344032
12651-6102,1-543810,249.997480544,27.198914856,10.92554,9.78838,-0.02461312,9.894998,-0.02168122,0.009412046,-0.1704,0.3292733,3.544041
12651-6103,1-543583,251.051592122,26.7347799246,10.86734,9.468622,-0.3881662,9.864604,0.008999199,-0.02746896,-0.09365252,0.3580414,3.158763
12651-6104,1-325590,252.533684452,27.219604084,11.2396,9.724797,-0.06840146,9.817698,-0.06093224,-0.06469323,-0.07622716,0.06790882,4.459272
12651-9101,1-272881,250.686890208,26.5976056076,11.28969,9.353556,-0.1139174,9.847485,0.2153202,-0.0007265541,-0.1759754,0.4343061,6.181912
12651-9102,1-325088,251.637118578,27.3182731137,11.36765,9.710854,0.002861755,9.836932,0.02366565,-0.01992901,-0.156016,0.07370489,5.949389
12652-12701,1-270365,251.017679946,23.3977625353,10.54908,8.936045,-0.6613692,9.348917,-0.2613741,-0.3901649,-0.3345752,0.2702259,7.205749
12652-12702,1-270359,250.813321914,24.0731854656,10.63437,8.797142,-0.4175639,9.834873,0.151835,-0.1852952,-0.2026068,0.706466,6.685838
12652-12703,1-270440,250.952374177,24.2423437173,11.06263,9.469889,-0.4924341,9.791664,-0.2076675,-0.006586811,-0.07594877,0.3305885,7.117617
12652-12704,1-273244,253.023699434,24.5056821164,10.29097,8.879221,-0.1872582,9.34022,-0.2391428,-0.3837228,-0.1099043,0.6045733,7.228928
12652-12705,1-270339,251.256532044,23.6248877242,10.19978,8.91921,0.09833161,9.61548,0.1834839,-0.2455338,-0.1063755,0.8260027,4.779859
12652-1901,1-273107,252.333248014,23.3841407158,10.7237,9.025653,-1.301554,9.992137,0.07009082,-0.1493512,-0.1092142,0.3525051,5.980727
12652-1902,1-634271,253.530590802,23.4124038283,10.80926,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.3116273,10.87908
12652-3701,1-273162,252.654950872,23.9044414916,9.660391,8.733366,-0.3551573,9.349438,-0.1071515,-0.4650686,-0.09792949,0.4013177,4.080844
12652-3702,1-270495,252.041473012,24.063403903,10.94175,9.68781,-0.1586913,9.953402,-0.120847,-0.0657256,-0.09948818,0.2704357,2.250708
12652-3703,1-273275,253.225346152,24.4680747236,10.51908,8.557747,-0.2429618,9.767923,0.2056987,-0.4410574,-0.1768625,0.5171179,2.860918
12652-3704,1-273036,253.599056514,23.5663012115,11.41922,9.682673,0.2309427,9.872158,0.1689076,0.003652332,0.3021532,0.340821,8.192887
12652-6101,1-270308,251.704901383,22.9051692702,11.07273,9.718498,-0.04570187,9.828778,-0.05518865,-0.04919434,-0.09734675,0.1043586,4.818809
12652-6102,1-270492,252.068349064,24.1451436031,11.35386,9.756478,0.0580274,9.890789,0.04621365,0.001199968,-0.1373033,0.09373365,5.365142
12652-6103,1-270462,251.584258911,24.2527278441,11.09981,9.613511,-0.1169791,9.891535,0.09316294,0.01789152,-0.1717275,0.2324224,3.592399
12652-6104,1-273196,252.806748753,24.4643902926,9.908451,9.1401,0.2194327,9.656866,0.2112285,-0.3483602,-0.2457647,0.5433577,3.128432
12652-9101,1-273133,251.402081564,24.3136752746,10.29482,8.444212,-0.3045352,9.822519,0.3509268,-0.3177097,-0.07776722,0.701875,4.166655
12652-9102,1-550792,253.34035656,23.4496246726,11.24631,9.239343,-0.3157262,9.668694,-0.1360798,-0.08193676,-0.1975859,0.3131592,7.622764
12667-12701,1-211525,249.226378761,36.4234886623,11.10375,9.337696,-0.05096721,9.609082,-0.178299,-0.09903837,-0.2017329,0.4568488,7.668647
12667-12702,1-211165,248.628653699,37.6954403263,11.34736,9.288745,-0.1299421,9.514913,-0.08335297,-0.1015229,0.1104286,0.1543643,5.781594
12667-12703,1-135742,250.460004716,37.7347904571,11.20251,9.473789,-0.4198909,9.643495,-0.311997,-0.1599559,-0.2832351,0.290073,11.23485
12667-12704,1-135773,250.455651218,37.3092618083,11.48421,9.417537,-0.449191,9.70648,-0.2577954,-0.322934,-0.3641315,0.1874021,13.21409
12667-12705,1-211519,249.446596411,36.1149676106,10.91288,9.359416,-0.3674615,9.706035,-0.2246777,-0.0440295,0.05687466,0.2081551,6.558722
12667-1901,1-211177,247.790423132,37.4223957413,10.7092,9.586307,-0.02649831,9.724809,0.008813838,-0.005835186,-0.1129995,0.2012878,1.995776
12667-1902,1-211563,250.119043411,36.8472526694,11.36184,9.623252,0.0467825,9.742601,0.07438363,0.03078448,-0.2120797,0.3671493,7.863992
12667-3701,1-594544,248.068465591,37.2338823488,10.73939,9.24891,-0.1022159,9.650631,-0.1450812,-0.1004846,-0.1405366,0.4682635,3.620818
12667-3702,1-211292,248.036229288,37.9810925697,11.47183,9.626235,-0.004388212,9.767213,0.06329211,0.08090598,-0.1447775,0.2100993,4.329008
12667-3703,1-135772,250.385514075,37.2663948024,11.45622,9.669423,0.05605696,9.763872,0.02582438,0.05711007,-0.2292963,0.1080673,5.153987
12667-3704,1-211544,249.474647692,36.0730178545,11.4714,9.760053,0.05036516,9.901114,0.1066035,0.04135434,-0.1695,0.2600372,4.813765
12667-6101,1-249009,248.867085138,35.836975896,10.83845,8.813089,0.08428872,9.601826,-0.08574752,-0.205479,-0.1650878,0.4491442,3.932846
12667-6102,1-211491,248.89364,36.54947,10.51017,9.654767,-0.175744,9.800184,-0.1969984,-0.01833192,0.004393824,0.5165749,3.728338
12667-6103,1-634095,249.679870041,37.2550188969,10.84359,9.367491,0.2250771,9.853724,0.1691903,-0.03877843,-0.05285018,0.2427759,3.444333
12667-6104,1-211513,249.93231027,36.7008409619,10.00123,9.092709,0.1088846,9.487675,-0.04895255,-0.223666,-0.109739,0.6020904,2.697018
12667-9101,1-211327,248.882036464,38.6942011146,11.68699,9.256108,-0.7876623,9.803211,-0.1055372,-0.169833,-0.5199975,0.4205248,10.79515
12667-9102,1-211545,249.4994974,35.9955022344,11.12586,9.75596,-0.03547667,9.894713,-0.01468676,-0.005721883,-0.04411296,0.2907513,4.824476
12673-12701,1-210365,245.612145467,40.5631307254,11.52695,9.526156,-0.3830131,9.820204,-0.1109706,-0.1197323,-0.2160915,0.2935616,14.23021
12673-12702,1-211080,247.449803411,39.7162169878,10.35934,9.429494,-0.1136108,9.865157,0.2114554,-0.1245365,-0.2069788,0.3366568,2.186912
12673-12703,1-210415,245.341992426,40.8105104517,10.30434,8.867175,-0.5481839,9.142989,-0.5473839,-0.4452203,-0.1347875,0.7561456,8.583368
12673-12704,1-135535,247.362254282,40.7224108673,10.66836,9.649347,-0.2204277,9.818945,-0.1103521,0.08541695,0.07481042,0.2778544,2.43181
12673-12705,1-135475,248.427159408,39.5977926781,10.80152,9.654982,-0.1900521,9.883929,-0.1370838,-0.1457067,-0.0252735,0.1374568,2.79602
12673-1901,1-210747,247.185238791,39.5155030449,10.65448,9.756894,0.01938182,9.918303,0.0314321,-0.02002696,-0.1803815,0.2058021,1.111657
12673-1902,1-135577,247.733510214,40.4420511033,9.70643,9.307435,-0.2380859,9.735789,0.2353405,-0.2364498,-0.2315971,0.6045694,1.880035
12673-3701,1-210702,247.830070727,39.1508010645,10.90627,9.747358,0.03244015,9.871165,0.03719779,-0.07845038,-0.1384656,0.1488523,2.649367
12673-3702,1-135060,247.64402746,40.187299772,10.46599,9.348848,-0.3742114,9.849352,-0.07733318,-0.0627321,-0.002841094,0.4560383,2.66425
12673-3703,1-135159,247.104737009,40.8582200505,10.92382,9.723262,0.04243408,9.884971,0.01377662,0.03660737,-0.09934485,0.3399754,3.21273
12673-3704,1-135056,247.783551904,40.3880826313,10.29833,9.361959,0.05635146,9.806475,-0.06618159,-0.2234453,0.1244708,0.4968225,2.621061
12673-6101,1-210388,245.423257962,40.5910822126,10.51974,9.344389,0.005769325,9.510628,-0.2001415,-0.09181146,0.052962,0.4642808,3.867425
12673-6102,1-210385,245.338708143,40.3099825822,10.76759,9.444208,-0.3770693,9.591366,-0.3745199,0.1426724,0.07023189,0.3094451,4.271918
12673-6103,1-135573,247.710682162,40.5948188419,10.09061,9.219874,-0.2190708,9.82255,0.1663731,-0.1355641,-0.05434089,0.3264265,2.955993
12673-6104,1-135092,247.288958715,40.9876010971,10.96989,9.690255,-0.03148784,9.780848,-0.04133429,-0.01632267,-0.1357535,0.1577132,2.869725
12673-9101,1-210903,245.500802789,40.447861089,10.78662,9.004265,0.0382376,9.841969,0.1007069,-0.3004956,-0.2842131,0.4886465,4.5467
12673-9102,1-135104,247.381411391,40.4128198507,10.32161,9.317379,-0.2400472,9.489048,-0.4148186,-0.1414095,-0.1322113,0.2472924,4.039973
12674-12701,1-210822,246.348707537,38.8064017873,10.60232,9.067162,0.162315,9.511436,-0.1015223,-0.2068564,-0.2630574,0.5980152,6.48777
12674-12702,1-210898,245.782949131,39.3132577084,9.7426,8.770317,-0.03566996,9.750519,0.2060634,-0.4495699,-0.07825509,0.7290536,3.545147
12674-12703,1-210719,246.842092202,39.1096306181,11.12668,9.113408,0.1904393,9.729152,-0.05283485,-0.09827925,-0.114156,0.3875487,5.797926
12674-12704,1-210403,245.22421217,40.1041474857,11.27172,9.513643,-0.4151795,9.767465,-0.2094173,0.04854352,-0.1194478,0.2957055,7.973591
12674-12705,1-210694,247.292362885,38.8637700692,9.991263,9.033077,-0.2439031,9.665205,-0.02780943,-0.1632095,-0.006698771,0.6144859,3.620176
12674-1901,1-594481,246.989688797,39.2528445438,10.78867,9.766953,-0.0103508,9.864676,0.02521234,0.03387526,-0.2066715,0.2843678,1.651653
12674-1902,1-594491,247.129478398,39.5211242769,11.08252,9.743876,-0.08291023,9.923814,-0.02274267,0.1061867,-0.1254953,0.2628325,2.203689
12674-3701,1-210793,246.766538614,39.4334235086,10.16803,9.689853,0.01739394,9.86715,0.04832686,-0.1040596,-0.2130219,0.3789288,2.308453
12674-3702,1-210779,246.983323346,39.5682508768,10.83477,9.770399,0.05026378,9.915435,0.1305694,-0.04326122,-0.03395599,0.2560475,2.66979
12674-3703,1-633985,247.22922,39.17094,9.97431,9.458303,-0.2142035,9.63066,-0.1118869,-0.07361115,-0.135105,0.6368086,2.778568
12674-3704,1-210780,247.059331154,39.5455909687,10.14065,9.596719,-0.1861961,9.817723,-0.06515147,-0.1343557,-0.01650996,0.3996648,2.31973
12674-6101,1-210759,246.39285,38.9333,10.78057,9.737735,-0.05185911,9.894444,-0.03673906,0.02563953,-0.01844227,0.2353989,3.320433
12674-6102,1-210890,245.694265724,39.5845564377,10.84586,9.549518,-0.3244807,9.75122,-0.2610613,-0.08636744,-0.1606412,0.3439165,3.894913
12674-6103,1-594477,246.920359567,39.3830074339,11.14196,9.743954,0.02049793,9.865362,0.07850584,-0.00610438,-0.0996526,0.3210014,3.726168
12674-6104,1-210956,246.439790034,39.98845409,9.529103,9.160468,-0.272273,9.331949,-0.1210475,-0.2913527,-0.3478605,0.6251233,2.272724
12674-9101,1-248992,245.936660345,38.3655137755,10.86603,9.383329,-0.0146023,9.87578,0.05747866,0.006702381,-0.1046619,0.4858828,3.84686
12674-9102,1-210790,246.819016201,39.3845660816,10.48228,9.37729,-0.1403228,9.670866,-0.2413583,-0.09306714,-0.1157665,0.4861147,4.611948
12675-12701,1-249206,250.250323968,33.7730484145,11.33091,9.728464,-0.1573173,9.906245,-0.07209104,0.07422814,-0.08511756,0.4032411,5.196127
12675-12702,1-249204,250.372424266,34.0840287844,11.1583,9.470651,-0.4517512,9.835923,-0.129504,-0.0980728,-0.02302373,0.3774915,4.930994
12675-12703,1-249258,249.508934228,34.0804775846,11.36316,9.202177,-0.06902962,9.543832,0.03371859,-0.05517031,-0.1213852,0.4880758,7.381079
12675-12704,1-211400,250.620607848,34.508438557,10.11453,8.843666,-0.06207077,9.576746,-0.095194,-0.3241409,-0.2689261,0.5830982,4.187296
12675-12705,1-211756,251.220305246,34.2142561484,11.7258,9.622553,-0.2673058,9.941365,0.03724016,0.05855672,-0.03871317,0.2489477,13.06827
12675-1902,1-211368,251.496587184,35.4589203632,10.85565,9.401525,-0.177225,9.695313,0.03926786,-0.03646564,-0.103482,0.3472566,2.93035
12675-3701,1-249224,250.159968722,33.931160729,11.05456,9.780797,0.07537418,9.896127,0.07658149,0.02490702,-0.151414,0.2383768,2.908324
12675-3702,1-211544,249.474647692,36.0730178545,11.50462,9.721736,-0.07336166,9.915221,0.01466426,0.07355939,-0.1010292,0.2641953,4.800957
12675-3703,1-211547,249.907142928,35.9540710641,9.827311,9.112599,0.08989236,9.437601,0.002047587,-0.4391835,-0.2063956,0.7091177,3.382862
12675-3704,1-634132,250.094563226,33.679745815,11.07315,9.27765,-0.4453136,9.806424,0.009894612,-0.1140076,-0.2307858,0.3601241,5.578958
12675-6101,1-249190,250.690810657,33.7776845133,11.75025,9.585372,-0.1129767,9.884105,0.04439647,-0.04893359,-0.02430061,0.2972299,12.71373
12675-6102,1-249217,250.079746974,33.8004779992,10.02833,9.539782,-0.02935134,9.622456,-0.03438108,-0.217101,-0.1877306,0.6047943,2.39392
12675-6103,1-249366,249.25581916,34.5297757869,11.56186,9.311796,-0.3358345,9.724071,-0.03572791,-0.08450352,-0.1770346,0.328554,6.715087
12675-6104,1-564486,250.315558405,34.3580571782,11.88577,9.660403,-0.0896389,9.913817,0.008162816,-0.02359381,-0.2472497,0.197714,12.79901
12675-9101,1-249386,249.336169541,35.3436481508,11.79198,9.683788,-0.05629738,9.829502,-0.006997696,0.06001651,-0.03562269,0.1393763,16.18118
12675-9102,1-249383,249.785876292,34.2623552875,11.59995,9.633574,-0.1320842,9.829894,0.06319875,-0.1627837,-0.2577925,0.1252147,13.04849
12678-12701,1-96659,314.481473961,-7.39005771438,9.961857,8.653131,-0.3367355,9.740866,-0.000635937,-0.4853922,-0.02362688,0.7972751,5.522343
12678-12702,1-96709,313.665537643,-6.85343113139,9.613374,8.093151,-0.6012894,9.811505,-0.2189623,-0.49,-1.055048e-15,0.4175245,6.91474
12678-12703,1-639465,315.306347943,-6.43169485482,11.67055,9.086711,0.4173917,9.78947,0.2513452,-0.1291992,0.2176439,0.5185857,16.90902
12678-12704,1-96668,314.996164981,-6.60840159642,11.44198,9.592404,-0.01650949,9.766069,-0.07188223,0.02974526,-0.1985631,0.4399026,7.95375
12678-12705,1-97069,315.423160519,-6.7363985425,10.39703,8.452025,-0.2615568,9.545766,-0.004141335,-0.4477467,-0.1579237,0.3889991,4.942678
12678-1901,1-97033,314.497816808,-6.09000682665,10.90581,9.32018,-0.4855201,9.791101,0.1234681,-0.07723784,-0.1430448,0.5380471,6.375632
12678-1902,1-96680,313.902458799,-7.428226247,10.16688,9.172577,0.02977069,9.70408,0.1410578,-0.1875712,-0.1377658,0.3680697,1.82612
12678-3701,1-96669,314.915817921,-6.85521037588,10.25016,8.958365,0.09164076,9.53502,0.04526136,-0.400733,0.0331444,0.2714525,4.431231
12678-3703,1-96953,315.678161202,-7.01130992528,11.91177,9.70193,-0.1904393,9.915053,-0.1484973,0.09896314,-0.114241,0.1411273,10.86805
12678-3704,1-639466,315.525578421,-7.4107532067,11.25579,9.547919,0.007675055,9.639267,-0.02118897,0.06468748,-0.1658875,0.3320056,3.484726
12678-6101,1-97022,314.869684649,-7.55475083346,11.20428,9.301863,-0.1308625,9.552792,-0.1050624,-0.1481859,-0.2881698,0.3070156,5.927429
12678-6102,1-96712,313.805157544,-6.70648520342,10.62244,8.663699,0.06096704,9.350181,-0.1152413,-0.49,-8.289665e-16,0.6796265,4.493989
12678-6103,1-97016,314.821485894,-7.13634022088,10.46037,8.681087,-0.5251973,9.821697,0.08393797,-0.4667804,-0.09134312,0.4821782,4.61198
12678-6104,1-97067,315.466176416,-6.17316541005,11.73856,9.763436,-0.0295174,9.944405,0.05649559,0.0278262,-0.06184153,0.08512692,7.893785
12678-9102,1-97030,314.822822259,-7.4334803751,11.15939,9.16652,-0.3477684,9.604093,-0.1012798,-0.2435765,-0.3400754,0.4068688,6.568504
12679-12701,1-96897,316.325461213,-7.25720944515,10.52369,8.437071,-0.566282,9.271105,-0.131873,-0.4789684,-0.04424946,0.6099631,5.305214
12679-12702,1-97236,317.754156692,-7.30818961831,11.14091,9.390773,-0.3272795,9.6813,-0.07814852,-0.1822015,-0.4621053,0.2895065,5.61656
12679-12703,1-97189,318.725963772,-7.40766753617,11.11749,9.712543,0.01447256,9.865758,0.05779397,-0.03798072,-0.1857005,0.3304918,2.77933
12679-12704,1-97372,317.57349925,-6.42337259707,9.633963,8.522071,-0.1691229,9.319502,-0.07696582,-0.484834,-0.02178806,0.3807418,2.734005
12679-12705,1-97191,318.709280847,-7.46203835711,10.8755,9.057846,-0.7135686,9.632706,-0.2644265,-0.2244583,-0.1630509,0.4499669,7.305859
12679-1901,1-96916,316.128168828,-7.10000144357,11.61183,8.782431,-1.449261,9.725554,-0.1819561,-0.3772938,-0.5417582,0.1554712,25.62961
12679-1902,1-97348,317.326589876,-6.13187619468,10.44338,9.142873,-0.1129688,9.627592,-0.1410793,-0.1025388,-0.03850568,0.3697124,1.822416
12679-3701,1-97176,318.290950893,-7.63176549545,10.56593,9.557961,-0.06372228,9.657404,-0.03017231,-0.1317808,-0.09453041,0.1773445,2.20481
12679-3702,1-97120,316.262701231,-6.5770400262,10.26455,8.487615,-0.04959382,9.764521,0.09290331,-0.2884629,-0.1526801,0.7026687,1.83175
12679-3703,1-97312,316.788770501,-5.96824909933,11.0997,9.698624,-0.0009494358,9.838305,0.06682073,0.08455245,-0.1079501,0.2617993,2.838855
12679-3704,1-97184,318.706109918,-7.38179047159,9.648769,8.838069,-0.3792769,9.468978,-0.1128553,-0.2033542,-0.001984183,0.4611373,2.259855
12679-6101,1-97296,316.394572608,-7.59214342764,11.24521,9.609349,-0.06953956,9.700436,-0.04064583,-0.05238832,-0.1826722,0.3794035,5.177171
12679-6102,1-96886,316.379967394,-7.55728248023,11.17868,9.789247,-0.001889585,9.865989,-0.006110894,-0.02455219,-0.1522329,0.1051978,4.102092
12679-6103,1-635476,318.027220809,-7.22244658447,11.43836,9.454562,-0.4349851,9.865426,-0.0692598,0.009540983,-0.1907351,0.3615779,4.971294
12679-6104,1-97180,318.218678271,-7.76061282506,11.23185,9.434532,-0.01991206,9.676527,0.1112417,-0.103295,-0.1727765,0.1853163,7.226182
12679-9101,1-97311,316.840628186,-5.97667752162,11.82838,9.17299,-0.6741105,9.733457,-0.437436,0.1140934,-0.1633658,0.2727593,10.19573
12679-9102,1-97179,318.689677395,-7.52347869279,11.29878,8.738465,-0.2182517,9.547391,-0.102087,-0.3900225,-0.3157979,0.5064833,9.961072
12682-12701,1-98034,323.911055594,-8.50264775223,11.57117,9.728839,-0.0241979,9.824522,-0.09889023,0.01239018,-0.1649924,0.4541452,8.45983
12682-12702,1-212402,324.638831803,-6.90386390325,10.94569,9.401093,-0.5313783,9.895688,-0.09566708,-0.02056926,-0.006346682,0.2773411,6.709162
12682-12703,1-212500,325.730917682,-6.88077746727,10.98975,9.715387,-0.2699803,9.985871,-0.03039029,-0.3045289,-0.07155395,0.1505141,7.754068
